movie_name,conversation_id,utterance_id,speaker_id,speaker_name,listener_id,listener_name,current_turn,current_text,context_text,relationship_type,graph_summary,translation_context_only,translation_model_context_only,translation_with_graph,translation_model_with_graph
titanic,L614575,L614576,u8455,JACK,u8450,CAL,JACK: Sure. Count me in.,Sure. Count me in.,"CAL: I know. Perhaps you could join us for dinner tomorrow, to regale our group with your heroic tale?",adversarial,"Speaker: JACK
Listener: CAL
Relationship: adversarial
Translation guidance: Preserve tension, hostility, or confrontational tone.",当然，算我一个。,gpt-5.4-mini,行啊，算我一个。,gpt-5.4-mini
titanic,L614575,L614577,u8450,CAL,u8455,JACK,CAL: Good. Settled then.,Good. Settled then.,"CAL: I know. Perhaps you could join us for dinner tomorrow, to regale our group with your heroic tale?
JACK: Sure. Count me in.",adversarial,"Speaker: CAL
Listener: JACK
Relationship: adversarial
Translation guidance: Preserve tension, hostility, or confrontational tone.",好，就这么定了。,gpt-5.4-mini,好，就这么定了。,gpt-5.4-mini
titanic,L614578,L614578,u8450,CAL,,,CAL: This should be amusing.,This should be amusing.,,unclear,,这应该会很有趣。,gpt-5.4-mini,这应该会很有趣。,gpt-5.4-mini
titanic,L614578,L614579,u8455,JACK,u8450,CAL,JACK: Can I bum a cigarette?,Can I bum a cigarette?,CAL: This should be amusing.,adversarial,"Speaker: JACK
Listener: CAL
Relationship: adversarial
Translation guidance: Preserve tension, hostility, or confrontational tone.",我能借根烟吗？,gpt-5.4-mini,能借根烟吗？,gpt-5.4-mini
titanic,L614583,L614583,u8462,ROSE,,,ROSE: My God... Cal. Is it a --,My God... Cal. Is it a --,,unclear,,天啊……卡尔。那是——,gpt-5.4-mini,我的天……卡尔。那是……？,gpt-5.4-mini
titanic,L614583,L614584,u8450,CAL,u8462,ROSE,CAL: Diamond. Yes it is. 56 carats.,Diamond. Yes it is. 56 carats.,ROSE: My God... Cal. Is it a --,acquaintance,"Speaker: CAL
Listener: ROSE
Relationship: acquaintance
Translation guidance: Use neutral social wording without excessive intimacy.",钻石。没错，56克拉。,gpt-5.4-mini,钻石。没错，56克拉。,gpt-5.4-mini
titanic,L614585,L614585,u8450,CAL,,,"CAL: It was once worn by Louis the Sixteenth. They call it Le Coeur de la Mer, the --","It was once worn by Louis the Sixteenth. They call it Le Coeur de la Mer, the --",,unclear,,这曾经是路易十六戴过的。他们叫它“海洋之心”，那——,gpt-5.4-mini,这曾经是路易十六戴过的。他们叫它“海洋之心”，那——,gpt-5.4-mini
titanic,L614585,L614586,u8462,ROSE,u8450,CAL,"ROSE: The Heart of the Ocean. Cal, it's... it's overwhelming.","The Heart of the Ocean. Cal, it's... it's overwhelming.","CAL: It was once worn by Louis the Sixteenth. They call it Le Coeur de la Mer, the --",romantic_intent,"Speaker: ROSE
Listener: CAL
Relationship: romantic_intent
Translation guidance: Use neutral wording unless local dialogue strongly suggests otherwise.",海洋之心。卡尔，这……这太令人震撼了。,gpt-5.4-mini,海洋之心。卡尔，这太……太令人震撼了。,gpt-5.4-mini
titanic,L614591,L614591,u8462,ROSE,,,"ROSE: I can still feel its weight. If you could have felt it, not just seen it...","I can still feel its weight. If you could have felt it, not just seen it...",,unclear,,我还能感觉到它的重量。要是你能亲手感受到它，而不只是看到它……,gpt-5.4-mini,我还能感觉到它的重量。要是你也能感受到，而不只是看见它……,gpt-5.4-mini
titanic,L614591,L614592,u8460,LOVETT,u8462,ROSE,"LOVETT: Well, that's the general idea, my dear.","Well, that's the general idea, my dear.","ROSE: I can still feel its weight. If you could have felt it, not just seen it...",adversarial,"Speaker: LOVETT
Listener: ROSE
Relationship: adversarial
Translation guidance: Preserve tension, hostility, or confrontational tone.",嗯，大概就是这个意思，亲爱的。,gpt-5.4-mini,嗯，这正是重点，我的亲爱的。,gpt-5.4-mini
titanic,L614593,L614593,u8447,BODINE,,,BODINE: So let me get this right. You were gonna kill yourself by jumping off the Titanic? That's great!,So let me get this right. You were gonna kill yourself by jumping off the Titanic? That's great!,,unclear,,这么说，我没听错吧。你打算从泰坦尼克号上跳下去自杀？真棒！,gpt-5.4-mini,这么说没错吧。你打算从泰坦尼克号上跳下去自杀？真有你的！,gpt-5.4-mini
titanic,L614593,L614594,u8460,LOVETT,u8447,BODINE,LOVETT: Lewis...,Lewis...,BODINE: So let me get this right. You were gonna kill yourself by jumping off the Titanic? That's great!,adversarial,"Speaker: LOVETT
Listener: BODINE
Relationship: adversarial
Translation guidance: Preserve tension, hostility, or confrontational tone.",刘易斯……,gpt-5.4-mini,刘易斯……,gpt-5.4-mini
titanic,L614596,L614596,u8460,LOVETT,,,"LOVETT: Rose, tell us more about the diamond. What did Hockley do with it after that?","Rose, tell us more about the diamond. What did Hockley do with it after that?",,unclear,,罗斯，再给我们多讲讲那颗钻石。后来霍克利把它怎么样了？,gpt-5.4-mini,露丝，跟我们多说说那颗钻石。后来霍克利把它怎么样了？,gpt-5.4-mini
titanic,L614596,L614597,u8462,ROSE,u8460,LOVETT,"ROSE: I'm afraid I'm feeling a little tired, Mr. Lovett.","I'm afraid I'm feeling a little tired, Mr. Lovett.","LOVETT: Rose, tell us more about the diamond. What did Hockley do with it after that?",acquaintance,"Speaker: ROSE
Listener: LOVETT
Relationship: acquaintance
Translation guidance: Use neutral social wording without excessive intimacy.",恐怕我有点累了，洛维特先生。,gpt-5.4-mini,洛维特先生，我恐怕有点累了。,gpt-5.4-mini
titanic,L614598,L614598,u8460,LOVETT,,,"LOVETT: Wait! Can you give us something go on, here. Like who had access to the safe. What about this Lovejoy guy? The valet. Did he have the combination?","Wait! Can you give us something go on, here. Like who had access to the safe. What about this Lovejoy guy? The valet. Did he have the combination?",,unclear,,等等！你能不能给我们点线索？比如谁能接触保险箱。那个叫洛夫乔伊的呢？那个男仆。他知道密码吗？,gpt-5.4-mini,等等！你能给我们点线索吗？比如谁能接触保险箱。那个叫洛夫乔伊的家伙呢？那个贴身男仆。他知道密码吗？,gpt-5.4-mini
titanic,L614598,L614599,u8458,LIZZY,u8460,LOVETT,LIZZY: That's enough.,That's enough.,"LOVETT: Wait! Can you give us something go on, here. Like who had access to the safe. What about this Lovejoy guy? The valet. Did he have the combination?",acquaintance,"Speaker: LIZZY
Listener: LOVETT
Relationship: acquaintance
Translation guidance: Use neutral social wording without excessive intimacy.",够了。,gpt-5.4-mini,够了。,gpt-5.4-mini
titanic,L614604,L614604,u8448,BROCK,,,"BROCK: Hey, Lizzy. I need to talk to you for a second.","Hey, Lizzy. I need to talk to you for a second.",,unclear,,嗨，莉兹。我得跟你谈一下。,gpt-5.4-mini,嘿，莉兹。我有话想跟你说一下。,gpt-5.4-mini
titanic,L614604,L614605,u8458,LIZZY,u8448,BROCK,LIZZY: Don't you mean work me?,Don't you mean work me?,"BROCK: Hey, Lizzy. I need to talk to you for a second.",acquaintance,"Speaker: LIZZY
Listener: BROCK
Relationship: acquaintance
Translation guidance: Use neutral social wording without excessive intimacy.",你不是想说“使唤我”吗？,gpt-5.4-mini,你不是想说把我当苦力吧？,gpt-5.4-mini
titanic,L614604,L614606,u8448,BROCK,u8458,LIZZY,"BROCK: Look, I'm running out of time. I need your help.","Look, I'm running out of time. I need your help.","BROCK: Hey, Lizzy. I need to talk to you for a second.
LIZZY: Don't you mean work me?",unclear,"Speaker: BROCK
Listener: LIZZY
Relationship: unclear
Translation guidance: Use neutral wording unless local dialogue strongly suggests otherwise.",听着，我没多少时间了。我需要你的帮忙。,gpt-5.4-mini,听着，我没多少时间了。我需要你的帮忙。,gpt-5.4-mini
titanic,L614604,L614607,u8458,LIZZY,u8448,BROCK,LIZZY: I'm not going to help you browbeat my hundred and one year old grandmother. I came down here to tell you to back off.,I'm not going to help you browbeat my hundred and one year old grandmother. I came down here to tell you to back off.,"BROCK: Hey, Lizzy. I need to talk to you for a second.
LIZZY: Don't you mean work me?
BROCK: Look, I'm running out of time. I need your help.",acquaintance,"Speaker: LIZZY
Listener: BROCK
Relationship: acquaintance
Translation guidance: Use neutral social wording without excessive intimacy.",我不会帮你去逼问我那一百零一岁的外祖母。我下来是要告诉你，别再插手了。,gpt-5.4-mini,我不会帮你逼问我那位一百零一岁的祖母。我来这儿就是要告诉你，别再插手了。,gpt-5.4-mini
titanic,L614604,L614608,u8448,BROCK,u8458,LIZZY,BROCK: Lizzy... you gotta understand something. I've bet it all to find the Heart of the Ocean. I've got all my dough tied up in this thing. My wife even divorced me over this hunt. I need what's locked inside your grandma's memory. You see this? Right here?,Lizzy... you gotta understand something. I've bet it all to find the Heart of the Ocean. I've got all my dough tied up in this thing. My wife even divorced me over this hunt. I need what's locked inside your grandma's memory. You see this? Right here?,"LIZZY: Don't you mean work me?
BROCK: Look, I'm running out of time. I need your help.
LIZZY: I'm not going to help you browbeat my hundred and one year old grandmother. I came down here to tell you to back off.",unclear,"Speaker: BROCK
Listener: LIZZY
Relationship: unclear
Translation guidance: Use neutral wording unless local dialogue strongly suggests otherwise.",莉齐……你得明白一件事。我已经赌上一切去寻找海洋之心了。我所有的钱都押在这件事上了。我老婆甚至因为这场寻宝和我离了婚。我需要你奶奶记忆里锁着的东西。你看见这个了吗？就在这儿？,gpt-5.4-mini,丽兹……你得明白一件事。我把一切都押上了，就是为了找到“海洋之心”。我的钱全都压在这件事上了。我老婆甚至因为这次追寻跟我离了婚。我需要你奶奶记忆里锁着的东西。你看见这个了吗？就在这儿？,gpt-5.4-mini
titanic,L614609,L614609,u8458,LIZZY,,,LIZZY: What?,What?,,unclear,,什么？,gpt-5.4-mini,什么？,gpt-5.4-mini
titanic,L614609,L614610,u8448,BROCK,u8458,LIZZY,BROCK: That's the shape my hand's gonna be when I hold that thing. You understand? I'm not leaving here without it.,That's the shape my hand's gonna be when I hold that thing. You understand? I'm not leaving here without it.,LIZZY: What?,unclear,"Speaker: BROCK
Listener: LIZZY
Relationship: unclear
Translation guidance: Use neutral wording unless local dialogue strongly suggests otherwise.",我拿着那东西时，手就会是那个姿势。明白吗？我不拿到它绝不离开这儿。,gpt-5.4-mini,我握着那东西时，手就是这个姿势。明白吗？我不拿到它是不会离开这儿的。,gpt-5.4-mini
titanic,L614609,L614611,u8458,LIZZY,u8448,BROCK,"LIZZY: Look, Brock, she's going to do this her way, in her own time. Don't forget, she contacted you. She's out here for her own reasons, God knows what they are.","Look, Brock, she's going to do this her way, in her own time. Don't forget, she contacted you. She's out here for her own reasons, God knows what they are.","LIZZY: What?
BROCK: That's the shape my hand's gonna be when I hold that thing. You understand? I'm not leaving here without it.",acquaintance,"Speaker: LIZZY
Listener: BROCK
Relationship: acquaintance
Translation guidance: Use neutral social wording without excessive intimacy.",听着，布洛克，她会按自己的方式来，按自己的节奏来。别忘了，是她主动联系你的。她到这儿来有她自己的原因，天知道是什么。,gpt-5.4-mini,听着，布洛克，她会按她自己的方式来，按她自己的节奏来。别忘了，是她主动联系你的。她来这儿有她自己的原因，天知道是什么。,gpt-5.4-mini
titanic,L614612,L614612,u8460,LOVETT,,,LOVETT: Maybe she wants to make peace with the past.,Maybe she wants to make peace with the past.,,unclear,,也许她想和过去和解。,gpt-5.4-mini,也许她想和过去和解。,gpt-5.4-mini
titanic,L614612,L614613,u8458,LIZZY,u8460,LOVETT,"LIZZY: What past? She has never once, not once, ever said a word about being on the Titanic until two days ago.","What past? She has never once, not once, ever said a word about being on the Titanic until two days ago.",LOVETT: Maybe she wants to make peace with the past.,acquaintance,"Speaker: LIZZY
Listener: LOVETT
Relationship: acquaintance
Translation guidance: Use neutral social wording without excessive intimacy.",什么过去？她从来没提过，连一次都没有，直到两天前才说起自己坐过泰坦尼克号。,gpt-5.4-mini,什么过去？她从来没有，真的一次都没有，从来没提过她曾在泰坦尼克号上，直到两天前才说。,gpt-5.4-mini
titanic,L614612,L614614,u8460,LOVETT,u8458,LIZZY,LOVETT: Then we're all meeting your grandmother for the first time.,Then we're all meeting your grandmother for the first time.,"LOVETT: Maybe she wants to make peace with the past.
LIZZY: What past? She has never once, not once, ever said a word about being on the Titanic until two days ago.",unclear,"Speaker: LOVETT
Listener: LIZZY
Relationship: unclear
Translation guidance: Use neutral wording unless local dialogue strongly suggests otherwise.",那我们大家都是第一次见到你祖母了。,gpt-5.4-mini,那我们大家都是第一次见到你祖母了。,gpt-5.4-mini
titanic,L614612,L614615,u8458,LIZZY,u8460,LOVETT,LIZZY: You think she was really there?,You think she was really there?,"LOVETT: Maybe she wants to make peace with the past.
LIZZY: What past? She has never once, not once, ever said a word about being on the Titanic until two days ago.
LOVETT: Then we're all meeting your grandmother for the first time.",acquaintance,"Speaker: LIZZY
Listener: LOVETT
Relationship: acquaintance
Translation guidance: Use neutral social wording without excessive intimacy.",你觉得她真的在那儿吗？,gpt-5.4-mini,你觉得她真的在那儿吗？,gpt-5.4-mini
titanic,L614612,L614616,u8460,LOVETT,u8458,LIZZY,"LOVETT: Oh, yeah. Yeah, I'm a believer. She was there.","Oh, yeah. Yeah, I'm a believer. She was there.","LIZZY: What past? She has never once, not once, ever said a word about being on the Titanic until two days ago.
LOVETT: Then we're all meeting your grandmother for the first time.
LIZZY: You think she was really there?",unclear,"Speaker: LOVETT
Listener: LIZZY
Relationship: unclear
Translation guidance: Use neutral wording unless local dialogue strongly suggests otherwise.",哦，当然。对，对，我信。她当时就在那儿。,gpt-5.4-mini,哦，对。对，我信。她当时在那儿。,gpt-5.4-mini
titanic,L614622,L614622,u8455,JACK,,,JACK: Hello again.,Hello again.,,unclear,,又见面了。,gpt-5.4-mini,又见面了。,gpt-5.4-mini
titanic,L614622,L614623,u8462,ROSE,u8455,JACK,ROSE: Could I speak to you in private?,Could I speak to you in private?,JACK: Hello again.,romantic_intent,"Speaker: ROSE
Listener: JACK
Relationship: romantic_intent
Translation guidance: Use neutral wording unless local dialogue strongly suggests otherwise.",我能私下跟你谈谈吗？,gpt-5.4-mini,我能单独跟你说几句吗？,gpt-5.4-mini
titanic,L614622,L614624,u8455,JACK,u8462,ROSE,"JACK: Uh, yes. Of course. After you.","Uh, yes. Of course. After you.","JACK: Hello again.
ROSE: Could I speak to you in private?",ally,"Speaker: JACK
Listener: ROSE
Relationship: ally
Translation guidance: Use neutral wording unless local dialogue strongly suggests otherwise.",呃，好，当然。你先请。,gpt-5.4-mini,呃，当然可以。您先请。,gpt-5.4-mini
titanic,L614625,L614625,u8455,JACK,,,"JACK: So, you got a name by the way?","So, you got a name by the way?",,unclear,,对了，你叫什么名字？,gpt-5.4-mini,对了，你叫什么名字？,gpt-5.4-mini
titanic,L614625,L614626,u8462,ROSE,u8455,JACK,ROSE: Rose. Rose DeWitt Bukater.,Rose. Rose DeWitt Bukater.,"JACK: So, you got a name by the way?",romantic_intent,"Speaker: ROSE
Listener: JACK
Relationship: romantic_intent
Translation guidance: Use neutral wording unless local dialogue strongly suggests otherwise.",露丝。露丝·德维特·布克特。,gpt-5.4-mini,露丝。露丝·德威特·布克特。,gpt-5.4-mini
titanic,L614625,L614627,u8455,JACK,u8462,ROSE,JACK: That's quite a moniker. I may hafta get you to write that down.,That's quite a moniker. I may hafta get you to write that down.,"JACK: So, you got a name by the way?
ROSE: Rose. Rose DeWitt Bukater.",ally,"Speaker: JACK
Listener: ROSE
Relationship: ally
Translation guidance: Use neutral wording unless local dialogue strongly suggests otherwise.",这名字可真够长的。看来我得让你把它写下来。,gpt-5.4-mini,这名字可真够长的。我得让你给我写下来。,gpt-5.4-mini
titanic,L614628,L614628,u8462,ROSE,,,"ROSE: Mr. Dawson, I --","Mr. Dawson, I --",,unclear,,道森先生，我——,gpt-5.4-mini,道森先生，我——,gpt-5.4-mini
titanic,L614628,L614629,u8455,JACK,u8462,ROSE,JACK: Jack.,Jack.,"ROSE: Mr. Dawson, I --",ally,"Speaker: JACK
Listener: ROSE
Relationship: ally
Translation guidance: Use neutral wording unless local dialogue strongly suggests otherwise.",杰克。,gpt-5.4-mini,杰克。,gpt-5.4-mini
titanic,L614628,L614630,u8462,ROSE,u8455,JACK,ROSE: Jack... I feel like such an idiot. It took me all morning to get up the nerve to face you.,Jack... I feel like such an idiot. It took me all morning to get up the nerve to face you.,"ROSE: Mr. Dawson, I --
JACK: Jack.",romantic_intent,"Speaker: ROSE
Listener: JACK
Relationship: romantic_intent
Translation guidance: Use neutral wording unless local dialogue strongly suggests otherwise.",杰克……我觉得自己真是个傻瓜。我整整一个上午才鼓起勇气来见你。,gpt-5.4-mini,杰克……我觉得自己真是个傻瓜。我鼓足了整整一个上午的勇气才敢来见你。,gpt-5.4-mini
titanic,L614628,L614631,u8455,JACK,u8462,ROSE,"JACK: Well, here you are.","Well, here you are.","ROSE: Mr. Dawson, I --
JACK: Jack.
ROSE: Jack... I feel like such an idiot. It took me all morning to get up the nerve to face you.",ally,"Speaker: JACK
Listener: ROSE
Relationship: ally
Translation guidance: Use neutral wording unless local dialogue strongly suggests otherwise.",好吧，你来了。,gpt-5.4-mini,这不，你来了。,gpt-5.4-mini
titanic,L614628,L614632,u8462,ROSE,u8455,JACK,ROSE: Here I am. I... I want to thank you for what you did. Not just for... for pulling me back. But for your discretion.,Here I am. I... I want to thank you for what you did. Not just for... for pulling me back. But for your discretion.,"JACK: Jack.
ROSE: Jack... I feel like such an idiot. It took me all morning to get up the nerve to face you.
JACK: Well, here you are.",romantic_intent,"Speaker: ROSE
Listener: JACK
Relationship: romantic_intent
Translation guidance: Use neutral wording unless local dialogue strongly suggests otherwise.",我来了。我……我想谢谢你为我做的一切。不只是……不只是把我拉回来，还有你的守口如瓶。,gpt-5.4-mini,我来了。我……我想谢谢你为我做的一切。不只是……不只是把我拉回来，还有你的体贴。,gpt-5.4-mini
titanic,L614628,L614633,u8455,JACK,u8462,ROSE,JACK: You're welcome. Rose.,You're welcome. Rose.,"ROSE: Jack... I feel like such an idiot. It took me all morning to get up the nerve to face you.
JACK: Well, here you are.
ROSE: Here I am. I... I want to thank you for what you did. Not just for... for pulling me back. But for your discretion.",ally,"Speaker: JACK
Listener: ROSE
Relationship: ally
Translation guidance: Use neutral wording unless local dialogue strongly suggests otherwise.",不客气，露丝。,gpt-5.4-mini,不客气，罗斯。,gpt-5.4-mini
titanic,L614628,L614634,u8462,ROSE,u8455,JACK,"ROSE: Look, I know what you must be thinking! Poor little rich girl. What does she know about misery?","Look, I know what you must be thinking! Poor little rich girl. What does she know about misery?","JACK: Well, here you are.
ROSE: Here I am. I... I want to thank you for what you did. Not just for... for pulling me back. But for your discretion.
JACK: You're welcome. Rose.",romantic_intent,"Speaker: ROSE
Listener: JACK
Relationship: romantic_intent
Translation guidance: Use neutral wording unless local dialogue strongly suggests otherwise.",听着，我知道你一定在想什么！可怜的小富家女，她懂什么叫苦难？,gpt-5.4-mini,听着，我知道你一定在想什么！可怜的富家小姐，她懂什么叫苦难？,gpt-5.4-mini
titanic,L614628,L614635,u8455,JACK,u8462,ROSE,JACK: That's not what I was thinking. What I was thinking was... what could have happened to hurt this girl so much she though she had no way out.,That's not what I was thinking. What I was thinking was... what could have happened to hurt this girl so much she though she had no way out.,"ROSE: Here I am. I... I want to thank you for what you did. Not just for... for pulling me back. But for your discretion.
JACK: You're welcome. Rose.
ROSE: Look, I know what you must be thinking! Poor little rich girl. What does she know about misery?",ally,"Speaker: JACK
Listener: ROSE
Relationship: ally
Translation guidance: Use neutral wording unless local dialogue strongly suggests otherwise.",我想的不是这个。我想的是……到底发生了什么，能把这个女孩伤得这么深，让她觉得自己已经无路可走了。,gpt-5.4-mini,我想的不是这个。我在想的是……到底发生了什么，才会让这个女孩伤得这么深，觉得自己已经无路可走。,gpt-5.4-mini
titanic,L614628,L614636,u8462,ROSE,u8455,JACK,"ROSE: I don't... it wasn't just one thing. It was everything. It was them, it was their whole world. And I was trapped in it, like an insect in amber. I just had to get away... just run and run and run... and then I was at the back rail and there was no more ship... even the Titanic wasn't big enough. Not enough to get away from them. And before I'd really though about it, I was over the rail. I was so furious. I'll show them. They'll be sorry!","I don't... it wasn't just one thing. It was everything. It was them, it was their whole world. And I was trapped in it, like an insect in amber. I just had to get away... just run and run and run... and then I was at the back rail and there was no more ship... even the Titanic wasn't big enough. Not enough to get away from them. And before I'd really though about it, I was over the rail. I was so furious. I'll show them. They'll be sorry!","JACK: You're welcome. Rose.
ROSE: Look, I know what you must be thinking! Poor little rich girl. What does she know about misery?
JACK: That's not what I was thinking. What I was thinking was... what could have happened to hurt this girl so much she though she had no way out.",romantic_intent,"Speaker: ROSE
Listener: JACK
Relationship: romantic_intent
Translation guidance: Use neutral wording unless local dialogue strongly suggests otherwise.",我不知道……不只是某一件事。是所有的事。是他们，是他们整个世界。而我被困在里面，像琥珀里的昆虫。我只想逃开……一直跑，一直跑……然后我到了后栏杆那里，船已经没了……连泰坦尼克号都不够大。不够让我逃离他们。还没等我真想清楚，我就翻过了栏杆。我当时气疯了。我要让他们看看。他们会后悔的！,gpt-5.4-mini,我不知道……不只是某一件事。是所有事。是他们，是他们整个世界。而我被困在里面，就像琥珀里的昆虫。我只想逃走……一直跑，一直跑……然后我到了后舷栏边，已经没有船了……连泰坦尼克号都不够大。大到还不够让我逃离他们。等我还没真正想清楚，我就翻过了栏杆。我当时气疯了。我要让他们看看。他们会后悔的！,gpt-5.4-mini
titanic,L614628,L614637,u8455,JACK,u8462,ROSE,JACK: Uh huh. They'll be sorry. 'Course you'll be dead.,Uh huh. They'll be sorry. 'Course you'll be dead.,"ROSE: Look, I know what you must be thinking! Poor little rich girl. What does she know about misery?
JACK: That's not what I was thinking. What I was thinking was... what could have happened to hurt this girl so much she though she had no way out.
ROSE: I don't... it wasn't just one thing. It was everything. It was them, it was their whole world. And I was trapped in it, like an insect in amber. I just had to get away... just run and run and run... and then I was at the back rail and there was no more ship... even the Titanic wasn't big enough. Not enough to get away from them. And before I'd really though about it, I was over the rail. I was so furious. I'll show them. They'll be sorry!",ally,"Speaker: JACK
Listener: ROSE
Relationship: ally
Translation guidance: Use neutral wording unless local dialogue strongly suggests otherwise.",嗯哼，他们会后悔。你当然也会死。,gpt-5.4-mini,嗯哼，他们会后悔。当然，到时候你也死了。,gpt-5.4-mini
titanic,L614628,L614638,u8462,ROSE,u8455,JACK,"ROSE: Oh God, I am such an utter fool.","Oh God, I am such an utter fool.","JACK: That's not what I was thinking. What I was thinking was... what could have happened to hurt this girl so much she though she had no way out.
ROSE: I don't... it wasn't just one thing. It was everything. It was them, it was their whole world. And I was trapped in it, like an insect in amber. I just had to get away... just run and run and run... and then I was at the back rail and there was no more ship... even the Titanic wasn't big enough. Not enough to get away from them. And before I'd really though about it, I was over the rail. I was so furious. I'll show them. They'll be sorry!
JACK: Uh huh. They'll be sorry. 'Course you'll be dead.",romantic_intent,"Speaker: ROSE
Listener: JACK
Relationship: romantic_intent
Translation guidance: Use neutral wording unless local dialogue strongly suggests otherwise.",哦，天哪，我真是个大傻瓜。,gpt-5.4-mini,哦，天啊，我真是个彻头彻尾的傻瓜。,gpt-5.4-mini
titanic,L614628,L614639,u8455,JACK,u8462,ROSE,"JACK: That penguin last night, is he one of them?","That penguin last night, is he one of them?","ROSE: I don't... it wasn't just one thing. It was everything. It was them, it was their whole world. And I was trapped in it, like an insect in amber. I just had to get away... just run and run and run... and then I was at the back rail and there was no more ship... even the Titanic wasn't big enough. Not enough to get away from them. And before I'd really though about it, I was over the rail. I was so furious. I'll show them. They'll be sorry!
JACK: Uh huh. They'll be sorry. 'Course you'll be dead.
ROSE: Oh God, I am such an utter fool.",ally,"Speaker: JACK
Listener: ROSE
Relationship: ally
Translation guidance: Use neutral wording unless local dialogue strongly suggests otherwise.",昨晚那只企鹅，他也是他们中的一员吗？,gpt-5.4-mini,昨晚那只企鹅，是他们的人吗？,gpt-5.4-mini
titanic,L614628,L614640,u8462,ROSE,u8455,JACK,"ROSE: Penguin? Oh, Cal! He is them.","Penguin? Oh, Cal! He is them.","JACK: Uh huh. They'll be sorry. 'Course you'll be dead.
ROSE: Oh God, I am such an utter fool.
JACK: That penguin last night, is he one of them?",romantic_intent,"Speaker: ROSE
Listener: JACK
Relationship: romantic_intent
Translation guidance: Use neutral wording unless local dialogue strongly suggests otherwise.",企鹅？哦，卡尔！他就是他们。,gpt-5.4-mini,企鹅？哦，卡尔！他就是他们。,gpt-5.4-mini
titanic,L614628,L614641,u8455,JACK,u8462,ROSE,JACK: Is he your boyfriend?,Is he your boyfriend?,"ROSE: Oh God, I am such an utter fool.
JACK: That penguin last night, is he one of them?
ROSE: Penguin? Oh, Cal! He is them.",ally,"Speaker: JACK
Listener: ROSE
Relationship: ally
Translation guidance: Use neutral wording unless local dialogue strongly suggests otherwise.",他是你男朋友吗？,gpt-5.4-mini,他是你男朋友吗？,gpt-5.4-mini
titanic,L614628,L614642,u8462,ROSE,u8455,JACK,ROSE: Worse I'm afraid.,Worse I'm afraid.,"JACK: That penguin last night, is he one of them?
ROSE: Penguin? Oh, Cal! He is them.
JACK: Is he your boyfriend?",romantic_intent,"Speaker: ROSE
Listener: JACK
Relationship: romantic_intent
Translation guidance: Use neutral wording unless local dialogue strongly suggests otherwise.",更糟，恐怕是。,gpt-5.4-mini,更糟，我恐怕是。,gpt-5.4-mini
titanic,L614644,L614644,u8455,JACK,,,JACK: So you feel like you're stuck on a train you can't get off 'cause you're marryin' this fella.,So you feel like you're stuck on a train you can't get off 'cause you're marryin' this fella.,,unclear,,所以你觉得自己像被困在一列下不来的火车上，因为你要嫁给这家伙。,gpt-5.4-mini,所以你觉得自己像被困在一列下不去的火车上，就因为你要嫁给这家伙。,gpt-5.4-mini
titanic,L614644,L614645,u8462,ROSE,u8455,JACK,"ROSE: Yes, exactly!","Yes, exactly!",JACK: So you feel like you're stuck on a train you can't get off 'cause you're marryin' this fella.,romantic_intent,"Speaker: ROSE
Listener: JACK
Relationship: romantic_intent
Translation guidance: Use neutral wording unless local dialogue strongly suggests otherwise.",对，就是这样！,gpt-5.4-mini,对，就是这样！,gpt-5.4-mini
titanic,L614644,L614646,u8455,JACK,u8462,ROSE,JACK: So don't marry him.,So don't marry him.,"JACK: So you feel like you're stuck on a train you can't get off 'cause you're marryin' this fella.
ROSE: Yes, exactly!",ally,"Speaker: JACK
Listener: ROSE
Relationship: ally
Translation guidance: Use neutral wording unless local dialogue strongly suggests otherwise.",那就别嫁给他。,gpt-5.4-mini,那就别嫁给他。,gpt-5.4-mini
titanic,L614644,L614647,u8462,ROSE,u8455,JACK,ROSE: If only it were that simple.,If only it were that simple.,"JACK: So you feel like you're stuck on a train you can't get off 'cause you're marryin' this fella.
ROSE: Yes, exactly!
JACK: So don't marry him.",romantic_intent,"Speaker: ROSE
Listener: JACK
Relationship: romantic_intent
Translation guidance: Use neutral wording unless local dialogue strongly suggests otherwise.",要是有那么简单就好了。,gpt-5.4-mini,要是有这么简单就好了。,gpt-5.4-mini
titanic,L614644,L614648,u8455,JACK,u8462,ROSE,JACK: It is that simple.,It is that simple.,"ROSE: Yes, exactly!
JACK: So don't marry him.
ROSE: If only it were that simple.",ally,"Speaker: JACK
Listener: ROSE
Relationship: ally
Translation guidance: Use neutral wording unless local dialogue strongly suggests otherwise.",就这么简单。,gpt-5.4-mini,就这么简单。,gpt-5.4-mini
titanic,L614644,L614649,u8462,ROSE,u8455,JACK,"ROSE: Oh, Jack... please don't judge me until you've seen my world.","Oh, Jack... please don't judge me until you've seen my world.","JACK: So don't marry him.
ROSE: If only it were that simple.
JACK: It is that simple.",romantic_intent,"Speaker: ROSE
Listener: JACK
Relationship: romantic_intent
Translation guidance: Use neutral wording unless local dialogue strongly suggests otherwise.",哦，杰克……请别在看过我的世界之前就评判我。,gpt-5.4-mini,哦，杰克……在你见过我的世界之前，别评判我。,gpt-5.4-mini
