movie_name,conversation_id,utterance_id,turn_index,utterance_order,speaker_id,speaker_name,listener_id,listener_name,current_turn,current_text,context_text,num_prev_turns,prev_turn_1,prev_turn_2,prev_turn_3,prev_turn_4,prev_turn_5,prev_turn_6
amadeus,L30267,L30267,0,0,u249,FLUNKY,,,"FLUNKY: I am sorry, Madame, but no! I cannot let anyone pass.","I am sorry, Madame, but no! I cannot let anyone pass.",,0,,,,,,
amadeus,L30267,L30268,1,1,u254,MADAME WEBER,u249,FLUNKY,"MADAME WEBER: Young man, I am no stranger to theatres. I'm no stranger to insolence!","Young man, I am no stranger to theatres. I'm no stranger to insolence!","FLUNKY: I am sorry, Madame, but no! I cannot let anyone pass.",1,,,,,,"FLUNKY: I am sorry, Madame, but no! I cannot let anyone pass."
amadeus,L30270,L30270,0,0,u255,MOZART,,,"MOZART: It is new, it is, isn't it, Sire?","It is new, it is, isn't it, Sire?",,0,,,,,,
amadeus,L30270,L30271,1,1,u251,JOSEPH,u255,MOZART,"JOSEPH: Yes, indeed.","Yes, indeed.","MOZART: It is new, it is, isn't it, Sire?",1,,,,,,"MOZART: It is new, it is, isn't it, Sire?"
amadeus,L30270,L30272,2,2,u255,MOZART,u251,JOSEPH,MOZART: And German?,And German?,"MOZART: It is new, it is, isn't it, Sire?
JOSEPH: Yes, indeed.",2,,,,,"MOZART: It is new, it is, isn't it, Sire?","JOSEPH: Yes, indeed."
amadeus,L30270,L30273,3,3,u251,JOSEPH,u255,MOZART,"JOSEPH: Oh, yes. Absolutely. German. Unquestionably!","Oh, yes. Absolutely. German. Unquestionably!","MOZART: It is new, it is, isn't it, Sire?
JOSEPH: Yes, indeed.
MOZART: And German?",3,,,,"MOZART: It is new, it is, isn't it, Sire?","JOSEPH: Yes, indeed.",MOZART: And German?
amadeus,L30270,L30274,4,4,u255,MOZART,u251,JOSEPH,"MOZART: So then you like it? You really like it, Your Majesty?","So then you like it? You really like it, Your Majesty?","MOZART: It is new, it is, isn't it, Sire?
JOSEPH: Yes, indeed.
MOZART: And German?
JOSEPH: Oh, yes. Absolutely. German. Unquestionably!",4,,,"MOZART: It is new, it is, isn't it, Sire?","JOSEPH: Yes, indeed.",MOZART: And German?,"JOSEPH: Oh, yes. Absolutely. German. Unquestionably!"
amadeus,L30270,L30275,5,5,u251,JOSEPH,u255,MOZART,JOSEPH: Of course I do. It's very good. Of course now and then - just now and then - it gets a touch elaborate.,Of course I do. It's very good. Of course now and then - just now and then - it gets a touch elaborate.,"MOZART: It is new, it is, isn't it, Sire?
JOSEPH: Yes, indeed.
MOZART: And German?
JOSEPH: Oh, yes. Absolutely. German. Unquestionably!
MOZART: So then you like it? You really like it, Your Majesty?",5,,"MOZART: It is new, it is, isn't it, Sire?","JOSEPH: Yes, indeed.",MOZART: And German?,"JOSEPH: Oh, yes. Absolutely. German. Unquestionably!","MOZART: So then you like it? You really like it, Your Majesty?"
amadeus,L30270,L30276,6,6,u255,MOZART,u251,JOSEPH,"MOZART: What do you mean, Sire?","What do you mean, Sire?","MOZART: It is new, it is, isn't it, Sire?
JOSEPH: Yes, indeed.
MOZART: And German?
JOSEPH: Oh, yes. Absolutely. German. Unquestionably!
MOZART: So then you like it? You really like it, Your Majesty?
JOSEPH: Of course I do. It's very good. Of course now and then - just now and then - it gets a touch elaborate.",6,"MOZART: It is new, it is, isn't it, Sire?","JOSEPH: Yes, indeed.",MOZART: And German?,"JOSEPH: Oh, yes. Absolutely. German. Unquestionably!","MOZART: So then you like it? You really like it, Your Majesty?",JOSEPH: Of course I do. It's very good. Of course now and then - just now and then - it gets a touch elaborate.
amadeus,L30270,L30277,7,7,u251,JOSEPH,u255,MOZART,"JOSEPH: Well, I mean occasionally it seems to have, how shall one say? How shall one say, Director?","Well, I mean occasionally it seems to have, how shall one say? How shall one say, Director?","JOSEPH: Yes, indeed.
MOZART: And German?
JOSEPH: Oh, yes. Absolutely. German. Unquestionably!
MOZART: So then you like it? You really like it, Your Majesty?
JOSEPH: Of course I do. It's very good. Of course now and then - just now and then - it gets a touch elaborate.
MOZART: What do you mean, Sire?",6,"JOSEPH: Yes, indeed.",MOZART: And German?,"JOSEPH: Oh, yes. Absolutely. German. Unquestionably!","MOZART: So then you like it? You really like it, Your Majesty?",JOSEPH: Of course I do. It's very good. Of course now and then - just now and then - it gets a touch elaborate.,"MOZART: What do you mean, Sire?"
amadeus,L30280,L30280,0,0,u255,MOZART,,,"MOZART: I don't understand. There are just as many notes, Majesty, as are required. Neither more nor less.","I don't understand. There are just as many notes, Majesty, as are required. Neither more nor less.",,0,,,,,,
amadeus,L30280,L30281,1,1,u251,JOSEPH,u255,MOZART,"JOSEPH: My dear fellow, there are in fact only so many notes the ear can hear in the course of an evening. I think I'm right in saying that, aren't I, Court Composer?","My dear fellow, there are in fact only so many notes the ear can hear in the course of an evening. I think I'm right in saying that, aren't I, Court Composer?","MOZART: I don't understand. There are just as many notes, Majesty, as are required. Neither more nor less.",1,,,,,,"MOZART: I don't understand. There are just as many notes, Majesty, as are required. Neither more nor less."
amadeus,L30282,L30282,0,0,u260,SALIERI,,,"SALIERI: Yes! yes! er, on the whole, yes, Majesty.","Yes! yes! er, on the whole, yes, Majesty.",,0,,,,,,
amadeus,L30282,L30283,1,1,u255,MOZART,u260,SALIERI,MOZART: But this is absurd!,But this is absurd!,"SALIERI: Yes! yes! er, on the whole, yes, Majesty.",1,,,,,,"SALIERI: Yes! yes! er, on the whole, yes, Majesty."
amadeus,L30284,L30284,0,0,u251,JOSEPH,,,"JOSEPH: My dear, young man, don't take it too hard. Your work is ingenious. It's quality work. And there are simply too many notes, that's all. Cut a few and it will be perfect.","My dear, young man, don't take it too hard. Your work is ingenious. It's quality work. And there are simply too many notes, that's all. Cut a few and it will be perfect.",,0,,,,,,
amadeus,L30284,L30285,1,1,u255,MOZART,u251,JOSEPH,"MOZART: Which few did you have in mind, Majesty?","Which few did you have in mind, Majesty?","JOSEPH: My dear, young man, don't take it too hard. Your work is ingenious. It's quality work. And there are simply too many notes, that's all. Cut a few and it will be perfect.",1,,,,,,"JOSEPH: My dear, young man, don't take it too hard. Your work is ingenious. It's quality work. And there are simply too many notes, that's all. Cut a few and it will be perfect."
amadeus,L30289,L30289,0,0,u255,MOZART,,,"MOZART: Majesty, this is Madame Weber. She is my landlady.","Majesty, this is Madame Weber. She is my landlady.",,0,,,,,,
amadeus,L30289,L30290,1,1,u251,JOSEPH,u255,MOZART,"JOSEPH: Enchanted, Madame.","Enchanted, Madame.","MOZART: Majesty, this is Madame Weber. She is my landlady.",1,,,,,,"MOZART: Majesty, this is Madame Weber. She is my landlady."
amadeus,L30292,L30292,0,0,u251,JOSEPH,,,JOSEPH: Really? How delightful. May I ask when you marry?,Really? How delightful. May I ask when you marry?,,0,,,,,,
amadeus,L30292,L30293,1,1,u255,MOZART,u251,JOSEPH,"MOZART: Well - Well we haven't quite received my father's consent, Your Majesty. Not entirely. Not altogether.","Well - Well we haven't quite received my father's consent, Your Majesty. Not entirely. Not altogether.",JOSEPH: Really? How delightful. May I ask when you marry?,1,,,,,,JOSEPH: Really? How delightful. May I ask when you marry?
amadeus,L30294,L30294,0,0,u251,JOSEPH,,,"JOSEPH: Excuse me, but how old are you?","Excuse me, but how old are you?",,0,,,,,,
amadeus,L30294,L30295,1,1,u255,MOZART,u251,JOSEPH,MOZART: Twenty-six.,Twenty-six.,"JOSEPH: Excuse me, but how old are you?",1,,,,,,"JOSEPH: Excuse me, but how old are you?"
amadeus,L30294,L30296,2,2,u251,JOSEPH,u255,MOZART,"JOSEPH: Well, my advice is to marry this charming young lady and stay with us in Vienna.","Well, my advice is to marry this charming young lady and stay with us in Vienna.","JOSEPH: Excuse me, but how old are you?
MOZART: Twenty-six.",2,,,,,"JOSEPH: Excuse me, but how old are you?",MOZART: Twenty-six.
amadeus,L30301,L30301,0,0,u255,MOZART,,,MOZART: Katherina! I'll tell you what I'm going to do. I'm going to write another aria for you. Something even more amazing for the second act. I have to get some water. Her mother is lying on the stage.,Katherina! I'll tell you what I'm going to do. I'm going to write another aria for you. Something even more amazing for the second act. I have to get some water. Her mother is lying on the stage.,,0,,,,,,
amadeus,L30301,L30302,1,1,u244,CAVALIERI,u255,MOZART,CAVALIERI: Don't bother!,Don't bother!,MOZART: Katherina! I'll tell you what I'm going to do. I'm going to write another aria for you. Something even more amazing for the second act. I have to get some water. Her mother is lying on the stage.,1,,,,,,MOZART: Katherina! I'll tell you what I'm going to do. I'm going to write another aria for you. Something even more amazing for the second act. I have to get some water. Her mother is lying on the stage.
amadeus,L30301,L30303,2,2,u255,MOZART,u244,CAVALIERI,MOZART: What?,What?,"MOZART: Katherina! I'll tell you what I'm going to do. I'm going to write another aria for you. Something even more amazing for the second act. I have to get some water. Her mother is lying on the stage.
CAVALIERI: Don't bother!",2,,,,,MOZART: Katherina! I'll tell you what I'm going to do. I'm going to write another aria for you. Something even more amazing for the second act. I have to get some water. Her mother is lying on the stage.,CAVALIERI: Don't bother!
amadeus,L30301,L30304,3,3,u244,CAVALIERI,u255,MOZART,CAVALIERI: Don't bother.,Don't bother.,"MOZART: Katherina! I'll tell you what I'm going to do. I'm going to write another aria for you. Something even more amazing for the second act. I have to get some water. Her mother is lying on the stage.
CAVALIERI: Don't bother!
MOZART: What?",3,,,,MOZART: Katherina! I'll tell you what I'm going to do. I'm going to write another aria for you. Something even more amazing for the second act. I have to get some water. Her mother is lying on the stage.,CAVALIERI: Don't bother!,MOZART: What?
amadeus,L30301,L30305,4,4,u255,MOZART,u244,CAVALIERI,MOZART: I'll be right back.,I'll be right back.,"MOZART: Katherina! I'll tell you what I'm going to do. I'm going to write another aria for you. Something even more amazing for the second act. I have to get some water. Her mother is lying on the stage.
CAVALIERI: Don't bother!
MOZART: What?
CAVALIERI: Don't bother.",4,,,MOZART: Katherina! I'll tell you what I'm going to do. I'm going to write another aria for you. Something even more amazing for the second act. I have to get some water. Her mother is lying on the stage.,CAVALIERI: Don't bother!,MOZART: What?,CAVALIERI: Don't bother.
amadeus,L30312,L30312,0,0,u244,CAVALIERI,,,CAVALIERI: Did you know? Had you heard?,Did you know? Had you heard?,,0,,,,,,
amadeus,L30312,L30313,1,1,u260,SALIERI,u244,CAVALIERI,SALIERI: What?,What?,CAVALIERI: Did you know? Had you heard?,1,,,,,,CAVALIERI: Did you know? Had you heard?
amadeus,L30312,L30314,2,2,u244,CAVALIERI,u260,SALIERI,CAVALIERI: The marriage!,The marriage!,"CAVALIERI: Did you know? Had you heard?
SALIERI: What?",2,,,,,CAVALIERI: Did you know? Had you heard?,SALIERI: What?
amadeus,L30312,L30315,3,3,u260,SALIERI,u244,CAVALIERI,"SALIERI: Well, what does it matter to you?","Well, what does it matter to you?","CAVALIERI: Did you know? Had you heard?
SALIERI: What?
CAVALIERI: The marriage!",3,,,,CAVALIERI: Did you know? Had you heard?,SALIERI: What?,CAVALIERI: The marriage!
amadeus,L30312,L30316,4,4,u244,CAVALIERI,u260,SALIERI,CAVALIERI: Nothing! He can marry who he pleases. I don't give a damn.,Nothing! He can marry who he pleases. I don't give a damn.,"CAVALIERI: Did you know? Had you heard?
SALIERI: What?
CAVALIERI: The marriage!
SALIERI: Well, what does it matter to you?",4,,,CAVALIERI: Did you know? Had you heard?,SALIERI: What?,CAVALIERI: The marriage!,"SALIERI: Well, what does it matter to you?"
amadeus,L30317,L30317,0,0,u244,CAVALIERI,,,CAVALIERI: How was I? Tell me honestly.,How was I? Tell me honestly.,,0,,,,,,
amadeus,L30317,L30318,1,1,u260,SALIERI,u244,CAVALIERI,SALIERI: You were sublime.,You were sublime.,CAVALIERI: How was I? Tell me honestly.,1,,,,,,CAVALIERI: How was I? Tell me honestly.
amadeus,L30317,L30319,2,2,u244,CAVALIERI,u260,SALIERI,CAVALIERI: What did you think of the music?,What did you think of the music?,"CAVALIERI: How was I? Tell me honestly.
SALIERI: You were sublime.",2,,,,,CAVALIERI: How was I? Tell me honestly.,SALIERI: You were sublime.
amadeus,L30317,L30320,3,3,u260,SALIERI,u244,CAVALIERI,SALIERI: Extremely clever.,Extremely clever.,"CAVALIERI: How was I? Tell me honestly.
SALIERI: You were sublime.
CAVALIERI: What did you think of the music?",3,,,,CAVALIERI: How was I? Tell me honestly.,SALIERI: You were sublime.,CAVALIERI: What did you think of the music?
amadeus,L30317,L30321,4,4,u244,CAVALIERI,u260,SALIERI,CAVALIERI: Meaning you didn't like it.,Meaning you didn't like it.,"CAVALIERI: How was I? Tell me honestly.
SALIERI: You were sublime.
CAVALIERI: What did you think of the music?
SALIERI: Extremely clever.",4,,,CAVALIERI: How was I? Tell me honestly.,SALIERI: You were sublime.,CAVALIERI: What did you think of the music?,SALIERI: Extremely clever.
amadeus,L30322,L30322,0,0,u255,MOZART,,,MOZART: Oh - excuse me!,Oh - excuse me!,,0,,,,,,
amadeus,L30322,L30323,1,1,u244,CAVALIERI,u255,MOZART,CAVALIERI: Is her mother still lying on the floor?,Is her mother still lying on the floor?,MOZART: Oh - excuse me!,1,,,,,,MOZART: Oh - excuse me!
amadeus,L30322,L30324,2,2,u255,MOZART,u244,CAVALIERI,"MOZART: No, she's fine.","No, she's fine.","MOZART: Oh - excuse me!
CAVALIERI: Is her mother still lying on the floor?",2,,,,,MOZART: Oh - excuse me!,CAVALIERI: Is her mother still lying on the floor?
amadeus,L30322,L30325,3,3,u244,CAVALIERI,u255,MOZART,CAVALIERI: I'm so relieved.,I'm so relieved.,"MOZART: Oh - excuse me!
CAVALIERI: Is her mother still lying on the floor?
MOZART: No, she's fine.",3,,,,MOZART: Oh - excuse me!,CAVALIERI: Is her mother still lying on the floor?,"MOZART: No, she's fine."
amadeus,L30326,L30326,0,0,u260,SALIERI,,,"SALIERI: Dear Mozart, my sincere congratulations.","Dear Mozart, my sincere congratulations.",,0,,,,,,
amadeus,L30326,L30327,1,1,u255,MOZART,u260,SALIERI,"MOZART: Did you like it, then?","Did you like it, then?","SALIERI: Dear Mozart, my sincere congratulations.",1,,,,,,"SALIERI: Dear Mozart, my sincere congratulations."
amadeus,L30326,L30328,2,2,u260,SALIERI,u255,MOZART,SALIERI: How could I not?,How could I not?,"SALIERI: Dear Mozart, my sincere congratulations.
MOZART: Did you like it, then?",2,,,,,"SALIERI: Dear Mozart, my sincere congratulations.","MOZART: Did you like it, then?"
amadeus,L30326,L30329,3,3,u255,MOZART,u260,SALIERI,MOZART: It really is the best music one can hear in Vienna today. Don't you agree?,It really is the best music one can hear in Vienna today. Don't you agree?,"SALIERI: Dear Mozart, my sincere congratulations.
MOZART: Did you like it, then?
SALIERI: How could I not?",3,,,,"SALIERI: Dear Mozart, my sincere congratulations.","MOZART: Did you like it, then?",SALIERI: How could I not?
amadeus,L30330,L30330,0,0,u244,CAVALIERI,,,CAVALIERI: Is she a good fuck?,Is she a good fuck?,,0,,,,,,
amadeus,L30330,L30331,1,1,u255,MOZART,u244,CAVALIERI,MOZART: What??,What??,CAVALIERI: Is she a good fuck?,1,,,,,,CAVALIERI: Is she a good fuck?
amadeus,L30330,L30332,2,2,u244,CAVALIERI,u255,MOZART,CAVALIERI: I assume she's the virtuoso in that department. There can't be any other reason you'd marry someone like that.,I assume she's the virtuoso in that department. There can't be any other reason you'd marry someone like that.,"CAVALIERI: Is she a good fuck?
MOZART: What??",2,,,,,CAVALIERI: Is she a good fuck?,MOZART: What??
amadeus,L30334,L30334,0,0,u247,CONSTANZE,,,"CONSTANZE: Excuse me, Wolfi. Mama is not feeling very well. Can we leave now?","Excuse me, Wolfi. Mama is not feeling very well. Can we leave now?",,0,,,,,,
amadeus,L30334,L30335,1,1,u255,MOZART,u247,CONSTANZE,MOZART: Of course.,Of course.,"CONSTANZE: Excuse me, Wolfi. Mama is not feeling very well. Can we leave now?",1,,,,,,"CONSTANZE: Excuse me, Wolfi. Mama is not feeling very well. Can we leave now?"
amadeus,L30336,L30336,0,0,u244,CAVALIERI,,,"CAVALIERI: No, no, no, no. You can't take him away now. This is his night. Won't you introduce us, Wolfgang?","No, no, no, no. You can't take him away now. This is his night. Won't you introduce us, Wolfgang?",,0,,,,,,
amadeus,L30336,L30337,1,1,u255,MOZART,u244,CAVALIERI,"MOZART: Excuse us, Fraulein. Good night, Signore.","Excuse us, Fraulein. Good night, Signore.","CAVALIERI: No, no, no, no. You can't take him away now. This is his night. Won't you introduce us, Wolfgang?",1,,,,,,"CAVALIERI: No, no, no, no. You can't take him away now. This is his night. Won't you introduce us, Wolfgang?"
amadeus,L30340,L30340,0,0,u257,OLD SALIERI,,,"OLD SALIERI: It was incomprehensible. What was God up to? Here I was denying all my natural lust in order to deserve God's gift and there was Mozart indulging his in all directions - even though engaged to be married! - and no rebuke at all! Was it possible I was being tested? Was God expecting me to offer forgiveness in the face of every offense, no matter how painful? That was very possible. All the same, why him? Why use Mozart to teach me lessons in humility? My heart was filling up with such hatred for that little man. For the first time in my life I began to know really violent thoughts. I couldn't stop them.","It was incomprehensible. What was God up to? Here I was denying all my natural lust in order to deserve God's gift and there was Mozart indulging his in all directions - even though engaged to be married! - and no rebuke at all! Was it possible I was being tested? Was God expecting me to offer forgiveness in the face of every offense, no matter how painful? That was very possible. All the same, why him? Why use Mozart to teach me lessons in humility? My heart was filling up with such hatred for that little man. For the first time in my life I began to know really violent thoughts. I couldn't stop them.",,0,,,,,,
amadeus,L30340,L30341,1,1,u266,VOGLER,u257,OLD SALIERI,VOGLER: Did you try?,Did you try?,"OLD SALIERI: It was incomprehensible. What was God up to? Here I was denying all my natural lust in order to deserve God's gift and there was Mozart indulging his in all directions - even though engaged to be married! - and no rebuke at all! Was it possible I was being tested? Was God expecting me to offer forgiveness in the face of every offense, no matter how painful? That was very possible. All the same, why him? Why use Mozart to teach me lessons in humility? My heart was filling up with such hatred for that little man. For the first time in my life I began to know really violent thoughts. I couldn't stop them.",1,,,,,,"OLD SALIERI: It was incomprehensible. What was God up to? Here I was denying all my natural lust in order to deserve God's gift and there was Mozart indulging his in all directions - even though engaged to be married! - and no rebuke at all! Was it possible I was being tested? Was God expecting me to offer forgiveness in the face of every offense, no matter how painful? That was very possible. All the same, why him? Why use Mozart to teach me lessons in humility? My heart was filling up with such hatred for that little man. For the first time in my life I began to know really violent thoughts. I couldn't stop them."
amadeus,L30340,L30342,2,2,u257,OLD SALIERI,u266,VOGLER,OLD SALIERI: Every day. Sometimes for hours I would pray!,Every day. Sometimes for hours I would pray!,"OLD SALIERI: It was incomprehensible. What was God up to? Here I was denying all my natural lust in order to deserve God's gift and there was Mozart indulging his in all directions - even though engaged to be married! - and no rebuke at all! Was it possible I was being tested? Was God expecting me to offer forgiveness in the face of every offense, no matter how painful? That was very possible. All the same, why him? Why use Mozart to teach me lessons in humility? My heart was filling up with such hatred for that little man. For the first time in my life I began to know really violent thoughts. I couldn't stop them.
VOGLER: Did you try?",2,,,,,"OLD SALIERI: It was incomprehensible. What was God up to? Here I was denying all my natural lust in order to deserve God's gift and there was Mozart indulging his in all directions - even though engaged to be married! - and no rebuke at all! Was it possible I was being tested? Was God expecting me to offer forgiveness in the face of every offense, no matter how painful? That was very possible. All the same, why him? Why use Mozart to teach me lessons in humility? My heart was filling up with such hatred for that little man. For the first time in my life I began to know really violent thoughts. I couldn't stop them.",VOGLER: Did you try?
amadeus,L30345,L30345,0,0,u245,COLLOREDO,,,COLLOREDO: No! I won't have him back.,No! I won't have him back.,,0,,,,,,
amadeus,L30345,L30346,1,1,u252,LEOPOLD,u245,COLLOREDO,"LEOPOLD: But he needs to be here in Salzburg, Your Grace. He needs me and he needs you. Your protection, your understanding.","But he needs to be here in Salzburg, Your Grace. He needs me and he needs you. Your protection, your understanding.",COLLOREDO: No! I won't have him back.,1,,,,,,COLLOREDO: No! I won't have him back.
amadeus,L30345,L30347,2,2,u245,COLLOREDO,u252,LEOPOLD,COLLOREDO: Hardly.,Hardly.,"COLLOREDO: No! I won't have him back.
LEOPOLD: But he needs to be here in Salzburg, Your Grace. He needs me and he needs you. Your protection, your understanding.",2,,,,,COLLOREDO: No! I won't have him back.,"LEOPOLD: But he needs to be here in Salzburg, Your Grace. He needs me and he needs you. Your protection, your understanding."
amadeus,L30345,L30348,3,3,u252,LEOPOLD,u245,COLLOREDO,"LEOPOLD: Oh sir, yes! He's about to make the worst mistake of his life. Some little Viennese slut is trying to trick him into marriage. I know my son. He is too simple to see the trap - and there is no one there who really cares for him.","Oh sir, yes! He's about to make the worst mistake of his life. Some little Viennese slut is trying to trick him into marriage. I know my son. He is too simple to see the trap - and there is no one there who really cares for him.","COLLOREDO: No! I won't have him back.
LEOPOLD: But he needs to be here in Salzburg, Your Grace. He needs me and he needs you. Your protection, your understanding.
COLLOREDO: Hardly.",3,,,,COLLOREDO: No! I won't have him back.,"LEOPOLD: But he needs to be here in Salzburg, Your Grace. He needs me and he needs you. Your protection, your understanding.",COLLOREDO: Hardly.
amadeus,L30345,L30349,4,4,u245,COLLOREDO,u252,LEOPOLD,COLLOREDO: I'm not surprised. Money seems to be more important to him than loyalty or friendship. He has sold himself to Vienna. Let Vienna look out for him.,I'm not surprised. Money seems to be more important to him than loyalty or friendship. He has sold himself to Vienna. Let Vienna look out for him.,"COLLOREDO: No! I won't have him back.
LEOPOLD: But he needs to be here in Salzburg, Your Grace. He needs me and he needs you. Your protection, your understanding.
COLLOREDO: Hardly.
LEOPOLD: Oh sir, yes! He's about to make the worst mistake of his life. Some little Viennese slut is trying to trick him into marriage. I know my son. He is too simple to see the trap - and there is no one there who really cares for him.",4,,,COLLOREDO: No! I won't have him back.,"LEOPOLD: But he needs to be here in Salzburg, Your Grace. He needs me and he needs you. Your protection, your understanding.",COLLOREDO: Hardly.,"LEOPOLD: Oh sir, yes! He's about to make the worst mistake of his life. Some little Viennese slut is trying to trick him into marriage. I know my son. He is too simple to see the trap - and there is no one there who really cares for him."
amadeus,L30345,L30350,5,5,u252,LEOPOLD,u245,COLLOREDO,LEOPOLD: Sir -,Sir -,"COLLOREDO: No! I won't have him back.
LEOPOLD: But he needs to be here in Salzburg, Your Grace. He needs me and he needs you. Your protection, your understanding.
COLLOREDO: Hardly.
LEOPOLD: Oh sir, yes! He's about to make the worst mistake of his life. Some little Viennese slut is trying to trick him into marriage. I know my son. He is too simple to see the trap - and there is no one there who really cares for him.
COLLOREDO: I'm not surprised. Money seems to be more important to him than loyalty or friendship. He has sold himself to Vienna. Let Vienna look out for him.",5,,COLLOREDO: No! I won't have him back.,"LEOPOLD: But he needs to be here in Salzburg, Your Grace. He needs me and he needs you. Your protection, your understanding.",COLLOREDO: Hardly.,"LEOPOLD: Oh sir, yes! He's about to make the worst mistake of his life. Some little Viennese slut is trying to trick him into marriage. I know my son. He is too simple to see the trap - and there is no one there who really cares for him.",COLLOREDO: I'm not surprised. Money seems to be more important to him than loyalty or friendship. He has sold himself to Vienna. Let Vienna look out for him.
amadeus,L30345,L30351,6,6,u245,COLLOREDO,u252,LEOPOLD,"COLLOREDO: Your son is an unprincipled, spoiled, conceited brat.","Your son is an unprincipled, spoiled, conceited brat.","COLLOREDO: No! I won't have him back.
LEOPOLD: But he needs to be here in Salzburg, Your Grace. He needs me and he needs you. Your protection, your understanding.
COLLOREDO: Hardly.
LEOPOLD: Oh sir, yes! He's about to make the worst mistake of his life. Some little Viennese slut is trying to trick him into marriage. I know my son. He is too simple to see the trap - and there is no one there who really cares for him.
COLLOREDO: I'm not surprised. Money seems to be more important to him than loyalty or friendship. He has sold himself to Vienna. Let Vienna look out for him.
LEOPOLD: Sir -",6,COLLOREDO: No! I won't have him back.,"LEOPOLD: But he needs to be here in Salzburg, Your Grace. He needs me and he needs you. Your protection, your understanding.",COLLOREDO: Hardly.,"LEOPOLD: Oh sir, yes! He's about to make the worst mistake of his life. Some little Viennese slut is trying to trick him into marriage. I know my son. He is too simple to see the trap - and there is no one there who really cares for him.",COLLOREDO: I'm not surprised. Money seems to be more important to him than loyalty or friendship. He has sold himself to Vienna. Let Vienna look out for him.,LEOPOLD: Sir -
amadeus,L30345,L30352,7,7,u252,LEOPOLD,u245,COLLOREDO,"LEOPOLD: Yes, sir, that's the truth. But don't blame him. The fault is mine. I was too indulgent with him. But not again. Never again, I promise! I implore you - let me bring him back here. I'll make him give his word to serve you faithfully.","Yes, sir, that's the truth. But don't blame him. The fault is mine. I was too indulgent with him. But not again. Never again, I promise! I implore you - let me bring him back here. I'll make him give his word to serve you faithfully.","LEOPOLD: But he needs to be here in Salzburg, Your Grace. He needs me and he needs you. Your protection, your understanding.
COLLOREDO: Hardly.
LEOPOLD: Oh sir, yes! He's about to make the worst mistake of his life. Some little Viennese slut is trying to trick him into marriage. I know my son. He is too simple to see the trap - and there is no one there who really cares for him.
COLLOREDO: I'm not surprised. Money seems to be more important to him than loyalty or friendship. He has sold himself to Vienna. Let Vienna look out for him.
LEOPOLD: Sir -
COLLOREDO: Your son is an unprincipled, spoiled, conceited brat.",6,"LEOPOLD: But he needs to be here in Salzburg, Your Grace. He needs me and he needs you. Your protection, your understanding.",COLLOREDO: Hardly.,"LEOPOLD: Oh sir, yes! He's about to make the worst mistake of his life. Some little Viennese slut is trying to trick him into marriage. I know my son. He is too simple to see the trap - and there is no one there who really cares for him.",COLLOREDO: I'm not surprised. Money seems to be more important to him than loyalty or friendship. He has sold himself to Vienna. Let Vienna look out for him.,LEOPOLD: Sir -,"COLLOREDO: Your son is an unprincipled, spoiled, conceited brat."
amadeus,L30345,L30353,8,8,u245,COLLOREDO,u252,LEOPOLD,COLLOREDO: And how will you make him keep it?,And how will you make him keep it?,"COLLOREDO: Hardly.
LEOPOLD: Oh sir, yes! He's about to make the worst mistake of his life. Some little Viennese slut is trying to trick him into marriage. I know my son. He is too simple to see the trap - and there is no one there who really cares for him.
COLLOREDO: I'm not surprised. Money seems to be more important to him than loyalty or friendship. He has sold himself to Vienna. Let Vienna look out for him.
LEOPOLD: Sir -
COLLOREDO: Your son is an unprincipled, spoiled, conceited brat.
LEOPOLD: Yes, sir, that's the truth. But don't blame him. The fault is mine. I was too indulgent with him. But not again. Never again, I promise! I implore you - let me bring him back here. I'll make him give his word to serve you faithfully.",6,COLLOREDO: Hardly.,"LEOPOLD: Oh sir, yes! He's about to make the worst mistake of his life. Some little Viennese slut is trying to trick him into marriage. I know my son. He is too simple to see the trap - and there is no one there who really cares for him.",COLLOREDO: I'm not surprised. Money seems to be more important to him than loyalty or friendship. He has sold himself to Vienna. Let Vienna look out for him.,LEOPOLD: Sir -,"COLLOREDO: Your son is an unprincipled, spoiled, conceited brat.","LEOPOLD: Yes, sir, that's the truth. But don't blame him. The fault is mine. I was too indulgent with him. But not again. Never again, I promise! I implore you - let me bring him back here. I'll make him give his word to serve you faithfully."
