movie_name,conversation_id,utterance_id,turn_index,utterance_order,speaker_id,speaker_name,listener_id,listener_name,current_power_dynamic,current_respect_level,current_relationship_type,current_global_category,active_risk_types,target_risk_count,aggregate_power_dynamic,aggregate_respect_level,aggregate_relationship_type,recent_power_dynamic,recent_respect_level,recent_relationship_type,edge_observation_count,recent_observation_count,supporting_utterance_ids,recent_utterance_ids,recent_evidence_lines
an officer and a gentleman,L426625,L426629,,,u2408,FOLEY,u2414,SID,speaker_higher_power,low_respect,instructor_trainee_authority,authority,_risk_ambiguity,1,speaker_higher_power,low_respect,instructor_trainee_authority,speaker_higher_power,low_respect,instructor_trainee_authority,1,1,L426629,L426629,Before that.
an officer and a gentleman,L426625,L426634,,,u2414,SID,u2408,FOLEY,listener_higher_power,high_respect,instructor_trainee_authority,authority,_risk_ambiguity,1,listener_higher_power,high_respect,instructor_trainee_authority,listener_higher_power,high_respect,instructor_trainee_authority,1,1,L426634,L426634,"No, sir."
an officer and a gentleman,L426625,L426635,,,u2408,FOLEY,u2414,SID,speaker_higher_power,low_respect,instructor_trainee_authority,authority,_risk_ambiguity,1,speaker_higher_power,low_respect,instructor_trainee_authority,speaker_higher_power,low_respect,instructor_trainee_authority,2,2,L426629 || L426635,L426629 || L426635,"Before that. || Lauder, Sweet Pea!"
an officer and a gentleman,L426625,L426637,,,u2408,FOLEY,u2414,SID,speaker_higher_power,low_respect,instructor_trainee_authority,authority,_risk_register,1,speaker_higher_power,low_respect,instructor_trainee_authority,speaker_higher_power,low_respect,instructor_trainee_authority,3,3,L426629 || L426635 || L426637,L426629 || L426635 || L426637,"Before that. || Lauder, Sweet Pea! || Do you want to fuck me up the ass, boy? Is that why you called me a 'ewe'? Are you a queer?"
an officer and a gentleman,L426625,L426638,,,u2414,SID,u2408,FOLEY,listener_higher_power,high_respect,instructor_trainee_authority,authority,_risk_ambiguity,1,listener_higher_power,high_respect,instructor_trainee_authority,listener_higher_power,high_respect,instructor_trainee_authority,2,2,L426634 || L426638,L426634 || L426638,"No, sir. || No, sir."
an officer and a gentleman,L426625,L426640,,,u2414,SID,u2408,FOLEY,listener_higher_power,neutral_respect,instructor_trainee_authority,authority,_risk_ambiguity,1,listener_higher_power,high_respect,instructor_trainee_authority,listener_higher_power,high_respect,instructor_trainee_authority,3,3,L426634 || L426638 || L426640,L426634 || L426638 || L426640,"No, sir. || No, sir. || Oklahoma City, Oklahoma."
an officer and a gentleman,L426625,L426642,,,u2414,SID,u2408,FOLEY,listener_higher_power,high_respect,instructor_trainee_authority,authority,_risk_ambiguity,1,listener_higher_power,high_respect,instructor_trainee_authority,listener_higher_power,high_respect,instructor_trainee_authority,4,4,L426634 || L426638 || L426640 || L426642,L426634 || L426638 || L426640 || L426642,"No, sir. || No, sir. || Oklahoma City, Oklahoma. || No, sir."
an officer and a gentleman,L426644,L426645,,,u2415,ZACK,u2408,FOLEY,listener_higher_power,high_respect,instructor_trainee_authority,authority,_risk_ambiguity,1,listener_higher_power,high_respect,instructor_trainee_authority,listener_higher_power,high_respect,instructor_trainee_authority,1,1,L426645,L426645,"No, sir!"
an officer and a gentleman,L426647,L426650,,,u2415,ZACK,u2408,FOLEY,listener_higher_power,high_respect,instructor_trainee_authority,authority,_risk_ambiguity,1,listener_higher_power,high_respect,instructor_trainee_authority,listener_higher_power,high_respect,instructor_trainee_authority,2,2,L426645 || L426650,L426645 || L426650,"No, sir! || Not exactly, sir."
an officer and a gentleman,L426651,L426653,,,u2408,FOLEY,u2415,ZACK,speaker_higher_power,low_respect,instructor_trainee_authority,authority,_risk_register,1,speaker_higher_power,low_respect,instructor_trainee_authority,speaker_higher_power,low_respect,instructor_trainee_authority,1,1,L426653,L426653,"I thought I recognized the work.  Be proud of those wings. They're the only ones you're gonna leave here with, Mayo-naise."
an officer and a gentleman,L426698,L426701,,,u2412,PAULA,u2411,LYNETTE,roughly_equal_power,neutral_respect,friend,friendship,_risk_register,1,roughly_equal_power,neutral_respect,friend,roughly_equal_power,neutral_respect,friend,1,1,L426701,L426701,"Yeah, I saw 'em. Poor guys."
an officer and a gentleman,L426698,L426702,,,u2411,LYNETTE,u2412,PAULA,roughly_equal_power,neutral_respect,friend,friendship,_risk_social,1,roughly_equal_power,neutral_respect,friend,roughly_equal_power,neutral_respect,friend,1,1,L426702,L426702,See you in a month when you get liberty!
an officer and a gentleman,L426698,L426703,,,u2412,PAULA,u2411,LYNETTE,roughly_equal_power,neutral_respect,friend,friendship,_risk_ambiguity,1,roughly_equal_power,neutral_respect,friend,roughly_equal_power,neutral_respect,friend,2,2,L426701 || L426703,L426701 || L426703,"Yeah, I saw 'em. Poor guys. || Don't worry. It grows out about an inch by them."
an officer and a gentleman,L426717,L426718,,,u2406,CASEY,u2415,ZACK,roughly_equal_power,neutral_respect,military_peer,friendship,_risk_ambiguity,1,roughly_equal_power,neutral_respect,military_peer,roughly_equal_power,neutral_respect,military_peer,1,1,L426718,L426718,Don't lose any sleep over it. I wouldn't mind being the first woman to fly a jet fighter in combat.
an officer and a gentleman,L426733,L426734,,,u2406,CASEY,u2415,ZACK,roughly_equal_power,low_respect,military_peer,friendship,_risk_ambiguity,1,roughly_equal_power,low_respect,military_peer,roughly_equal_power,low_respect,military_peer,2,2,L426718 || L426734,L426718 || L426734,"Don't lose any sleep over it. I wouldn't mind being the first woman to fly a jet fighter in combat. || Ever heard of knocking, mayo?"
an officer and a gentleman,L426733,L426735,,,u2415,ZACK,u2406,CASEY,roughly_equal_power,neutral_respect,military_peer,friendship,_risk_pragmatic,1,roughly_equal_power,neutral_respect,military_peer,roughly_equal_power,neutral_respect,military_peer,1,1,L426735,L426735,"Hey, did you hear? Sands and Kantrowitz DORed last night.  Survival of the fittest."
an officer and a gentleman,L426741,L426742,,,u2413,PERRYMAN,u2415,ZACK,roughly_equal_power,neutral_respect,military_peer,friendship,_risk_register,1,roughly_equal_power,neutral_respect,military_peer,roughly_equal_power,neutral_respect,military_peer,1,1,L426742,L426742,Who's got two bucks? It's costing me every penny they pay us just to keep my old Lady and my kids in that motel.
an officer and a gentleman,L426744,L426744,,,u2413,PERRYMAN,unknown_listener,unknown_listener,roughly_equal_power,low_respect,military_peer,friendship,_risk_pragmatic;_risk_register,2,roughly_equal_power,low_respect,military_peer,roughly_equal_power,low_respect,military_peer,1,1,L426744,L426744,"Hey, man, is the piss-ass money you're making off this worth the risk of getting us all kicked out of here on an honor violation?"
an officer and a gentleman,L426764,L426768,,,u2415,ZACK,u2412,PAULA,roughly_equal_power,low_respect,romantic_intent,romance,_risk_register,1,roughly_equal_power,low_respect,romantic_intent,roughly_equal_power,low_respect,romantic_intent,1,1,L426768,L426768,"Everywhere and nowhere, Paula the Polack."
an officer and a gentleman,L426778,L426779,,,u2412,PAULA,u2415,ZACK,roughly_equal_power,neutral_respect,romantic_intent,romance,_risk_ambiguity,1,roughly_equal_power,neutral_respect,romantic_intent,roughly_equal_power,neutral_respect,romantic_intent,1,1,L426779,L426779,Not me.
an officer and a gentleman,L426778,L426780,,,u2415,ZACK,u2412,PAULA,roughly_equal_power,neutral_respect,romantic_intent,romance,_risk_register,1,roughly_equal_power,low_respect,romantic_intent,roughly_equal_power,low_respect,romantic_intent,2,2,L426768 || L426780,L426768 || L426780,"Everywhere and nowhere, Paula the Polack. || Yeah? Why're you here?"
an officer and a gentleman,L426778,L426781,,,u2412,PAULA,u2415,ZACK,roughly_equal_power,neutral_respect,romantic_intent,romance,_risk_social,1,roughly_equal_power,neutral_respect,romantic_intent,roughly_equal_power,neutral_respect,romantic_intent,2,2,L426779 || L426781,L426779 || L426781,"Not me. || To meet interesting people, improve myself. You wouldn't believe the losers we got over in Port Angeles."
an officer and a gentleman,L426784,L426789,,,u2414,SID,u2411,LYNETTE,roughly_equal_power,neutral_respect,acquaintance,acquaintance,_risk_register,1,roughly_equal_power,neutral_respect,acquaintance,roughly_equal_power,neutral_respect,acquaintance,1,1,L426789,L426789,Yeah.
an officer and a gentleman,L426795,L426796,,,u2415,ZACK,u2412,PAULA,roughly_equal_power,neutral_respect,acquaintance,acquaintance,_risk_social,1,roughly_equal_power,neutral_respect,romantic_intent,roughly_equal_power,neutral_respect,romantic_intent,3,3,L426768 || L426780 || L426796,L426768 || L426780 || L426796,"Everywhere and nowhere, Paula the Polack. || Yeah? Why're you here? || Who knows? Guys a lot smarter than me are dropping out like flies."
an officer and a gentleman,L426800,L426801,,,u2411,LYNETTE,u2414,SID,roughly_equal_power,neutral_respect,romantic_intent,romance,_risk_pragmatic,1,roughly_equal_power,neutral_respect,romantic_intent,roughly_equal_power,neutral_respect,romantic_intent,1,1,L426801,L426801,Now what on earth would give you an idea like that?
an officer and a gentleman,L426802,L426803,,,u2411,LYNETTE,u2414,SID,roughly_equal_power,neutral_respect,romantic_intent,romance,_risk_social,1,roughly_equal_power,neutral_respect,romantic_intent,roughly_equal_power,neutral_respect,romantic_intent,2,2,L426801 || L426803,L426801 || L426803,Now what on earth would give you an idea like that? || Don't worry. I'll respect you afterwards.
an officer and a gentleman,L426812,L426815,,,u2412,PAULA,u2411,LYNETTE,roughly_equal_power,neutral_respect,friend,friendship,_risk_register;_risk_ambiguity,2,roughly_equal_power,neutral_respect,friend,roughly_equal_power,neutral_respect,friend,3,3,L426701 || L426703 || L426815,L426701 || L426703 || L426815,"Yeah, I saw 'em. Poor guys. || Don't worry. It grows out about an inch by them. || Yeah... Mmmm..."
an officer and a gentleman,L426831,L426832,,,u2410,JOE,u2412,PAULA,speaker_higher_power,low_respect,adversarial,adversarial,_risk_social,1,speaker_higher_power,low_respect,adversarial,speaker_higher_power,low_respect,adversarial,1,1,L426832,L426832,"I said, come here!"
an officer and a gentleman,L426840,L426841,,,u2410,JOE,u2412,PAULA,speaker_higher_power,low_respect,adversarial,adversarial,_risk_pragmatic,1,speaker_higher_power,low_respect,adversarial,speaker_higher_power,low_respect,adversarial,2,2,L426832 || L426841,L426832 || L426841,"I said, come here! || Well, as long as you live in this house, young lady, you live by my rules! You should be dating local boys."
an officer and a gentleman,L426840,L426843,,,u2410,JOE,u2412,PAULA,speaker_higher_power,low_respect,adversarial,adversarial,_risk_social,1,speaker_higher_power,low_respect,adversarial,speaker_higher_power,low_respect,adversarial,3,3,L426832 || L426841 || L426843,L426832 || L426841 || L426843,"I said, come here! || Well, as long as you live in this house, young lady, you live by my rules! You should be dating local boys. || Do you honestly think you'll find a boy in that... that officer's school who's serious about marriage?"
an officer and a gentleman,L426847,L426848,,,u2407,ESTHER,u2410,JOE,roughly_equal_power,neutral_respect,friend,friendship,_risk_ambiguity,1,roughly_equal_power,neutral_respect,friend,roughly_equal_power,neutral_respect,friend,1,1,L426848,L426848,"Yes, Joe."
an officer and a gentleman,L426873,L426875,,,u2415,ZACK,u2412,PAULA,roughly_equal_power,neutral_respect,romantic_intent,romance,_risk_ambiguity,1,roughly_equal_power,neutral_respect,romantic_intent,roughly_equal_power,neutral_respect,romantic_intent,4,4,L426768 || L426780 || L426796 || L426875,L426768 || L426780 || L426796 || L426875,"Everywhere and nowhere, Paula the Polack. || Yeah? Why're you here? || Who knows? Guys a lot smarter than me are dropping out like flies. || Me, too."
an officer and a gentleman,L426876,L426876,,,u2414,SID,unknown_listener,unknown_listener,roughly_equal_power,high_respect,romantic_intent,romance,_risk_social,1,roughly_equal_power,high_respect,romantic_intent,roughly_equal_power,high_respect,romantic_intent,1,1,L426876,L426876,What would you girls like to do? Want to stick around here for a little or... or could I suggest another plan...?
an officer and a gentleman,L426876,L426878,,,u2414,SID,u2411,LYNETTE,roughly_equal_power,neutral_respect,romantic_intent,romance,_risk_register,1,roughly_equal_power,neutral_respect,acquaintance,roughly_equal_power,neutral_respect,acquaintance,2,2,L426789 || L426878,L426789 || L426878,Yeah. || Or we could do that yeah.
an officer and a gentleman,L426879,L426880,,,u2415,ZACK,u2412,PAULA,roughly_equal_power,neutral_respect,romantic_intent,romance,_risk_ambiguity,1,roughly_equal_power,neutral_respect,romantic_intent,roughly_equal_power,neutral_respect,romantic_intent,5,5,L426768 || L426780 || L426796 || L426875 || L426880,L426768 || L426780 || L426796 || L426875 || L426880,"Everywhere and nowhere, Paula the Polack. || Yeah? Why're you here? || Who knows? Guys a lot smarter than me are dropping out like flies. || Me, too. || My kinda group!"
an officer and a gentleman,L426890,L426892,,,u2411,LYNETTE,u2415,ZACK,roughly_equal_power,low_respect,romantic_intent,romance,_risk_pragmatic,1,roughly_equal_power,low_respect,romantic_intent,roughly_equal_power,low_respect,romantic_intent,1,1,L426892,L426892,"Well, excuse me for livin'!"
an officer and a gentleman,L426900,L426900,,,u2415,ZACK,unknown_listener,unknown_listener,speaker_higher_power,low_respect,adversarial,adversarial,_risk_register,1,speaker_higher_power,low_respect,adversarial,speaker_higher_power,low_respect,adversarial,1,1,L426900,L426900,"You want me to fuck you? Is that it? Okay, come here. Take your clothes off. Get into bed."
an officer and a gentleman,L426900,L426901,,,u2412,PAULA,u2415,ZACK,roughly_equal_power,low_respect,adversarial,adversarial,_risk_register,1,roughly_equal_power,neutral_respect,romantic_intent,roughly_equal_power,neutral_respect,romantic_intent,3,3,L426779 || L426781 || L426901,L426779 || L426781 || L426901,"Not me. || To meet interesting people, improve myself. You wouldn't believe the losers we got over in Port Angeles. || Where's that coming from? I wouldn't fuck now if my life depended on it!"
an officer and a gentleman,L426903,L426903,,,u2412,PAULA,unknown_listener,unknown_listener,roughly_equal_power,low_respect,adversarial,adversarial,_risk_register,1,roughly_equal_power,low_respect,adversarial,roughly_equal_power,low_respect,adversarial,1,1,L426903,L426903,I don't know who you think you're talking to! I ain't some whore you brought here! I've been trying to be your friend and you treat me like shit!
an officer and a gentleman,L426907,L426909,,,u2415,ZACK,u2412,PAULA,roughly_equal_power,neutral_respect,romantic_intent,romance,_risk_ambiguity,1,roughly_equal_power,neutral_respect,romantic_intent,roughly_equal_power,neutral_respect,romantic_intent,6,6,L426768 || L426780 || L426796 || L426875 || L426880 || L426909,L426768 || L426780 || L426796 || L426875 || L426880 || L426909,"Everywhere and nowhere, Paula the Polack. || Yeah? Why're you here? || Who knows? Guys a lot smarter than me are dropping out like flies. || Me, too. || My kinda group! || I'm starving."
an officer and a gentleman,L426910,L426913,,,u2412,PAULA,u2415,ZACK,roughly_equal_power,neutral_respect,romantic_intent,romance,_risk_social,1,roughly_equal_power,neutral_respect,romantic_intent,roughly_equal_power,neutral_respect,romantic_intent,4,4,L426779 || L426781 || L426901 || L426913,L426779 || L426781 || L426901 || L426913,"Not me. || To meet interesting people, improve myself. You wouldn't believe the losers we got over in Port Angeles. || Where's that coming from? I wouldn't fuck now if my life depended on it! || To have a good time with you until you have to go."
an officer and a gentleman,L426910,L426914,,,u2415,ZACK,u2412,PAULA,roughly_equal_power,neutral_respect,romantic_intent,romance,_risk_ambiguity,1,roughly_equal_power,neutral_respect,romantic_intent,roughly_equal_power,neutral_respect,romantic_intent,7,6,L426768 || L426780 || L426796 || L426875 || L426880 || L426909 || L426914,L426780 || L426796 || L426875 || L426880 || L426909 || L426914,"Yeah? Why're you here? || Who knows? Guys a lot smarter than me are dropping out like flies. || Me, too. || My kinda group! || I'm starving. || That's it?"
an officer and a gentleman,L426917,L426917,,,u2412,PAULA,unknown_listener,unknown_listener,roughly_equal_power,neutral_respect,romantic_intent,romance,_risk_register,1,roughly_equal_power,low_respect,adversarial,roughly_equal_power,low_respect,adversarial,2,2,L426903 || L426917,L426903 || L426917,"I don't know who you think you're talking to! I ain't some whore you brought here! I've been trying to be your friend and you treat me like shit! || Zack, I dare you not to fall in love with me. I ain't gonna get serious with you, no way. But how can you resist me? I'm like candy."
an officer and a gentleman,L426917,L426919,,,u2412,PAULA,u2415,ZACK,roughly_equal_power,neutral_respect,romantic_intent,romance,_risk_register,1,roughly_equal_power,neutral_respect,romantic_intent,roughly_equal_power,neutral_respect,romantic_intent,5,5,L426779 || L426781 || L426901 || L426913 || L426919,L426779 || L426781 || L426901 || L426913 || L426919,"Not me. || To meet interesting people, improve myself. You wouldn't believe the losers we got over in Port Angeles. || Where's that coming from? I wouldn't fuck now if my life depended on it! || To have a good time with you until you have to go. || I'm serious. It's gonna be hard to get enough."
an officer and a gentleman,L426932,L426934,,,u2413,PERRYMAN,u2415,ZACK,roughly_equal_power,neutral_respect,military_peer,friendship,_risk_register,1,roughly_equal_power,neutral_respect,military_peer,roughly_equal_power,neutral_respect,military_peer,2,2,L426742 || L426934,L426742 || L426934,"Who's got two bucks? It's costing me every penny they pay us just to keep my old Lady and my kids in that motel. || You'd make it. He's just getting to the girls. Come on, Zack. I gotta see my family, man. I couldn't take it if he keeps me here over the weekend."
an officer and a gentleman,L426940,L426942,,,u2408,FOLEY,u2415,ZACK,speaker_higher_power,low_respect,instructor_trainee_authority,authority,_risk_social,1,speaker_higher_power,low_respect,instructor_trainee_authority,speaker_higher_power,low_respect,instructor_trainee_authority,2,2,L426653 || L426942,L426653 || L426942,"I thought I recognized the work.  Be proud of those wings. They're the only ones you're gonna leave here with, Mayo-naise. || Get into your fatigues, Mayo. Before the weekend's out, you'll quit."
an officer and a gentleman,L426948,L426948,,,u2408,FOLEY,unknown_listener,unknown_listener,speaker_higher_power,low_respect,instructor_trainee_authority,authority,_risk_social;_risk_register,2,speaker_higher_power,low_respect,instructor_trainee_authority,speaker_higher_power,low_respect,instructor_trainee_authority,4,4,L426614 || L426619 || L426621 || L426948,L426614 || L426619 || L426621 || L426948,"Now when I say ""understand"" I want the whole group to say, ""Yes, sir!"" Understand? || Stop eyeballing me, boy! You are not worthy enough to look your superiors in the eye. Use your peripheral vision! Understand?! || I know why most of you are here. We're not stupid. But before you get to sell what we teach you over at United Airlines, you gotta give the Navy six years of your life, Sweet Pea. Lot of things can happen in six year. Another war could come up in six years. If you're too peaceful a person to dump napalm on an enemy village where there might be women and children, I'm gonna find that out. Understand? || Stop eyeballing me, mister! I've looked through your file and done a little checking, and I know it all. I know about your mother. I know your old man's an alcoholic and a whore chaser.  Life sure has dealt you some shitty cards! Hasn't it, Mayo?"
an officer and a gentleman,L426948,L426950,,,u2408,FOLEY,u2415,ZACK,speaker_higher_power,low_respect,instructor_trainee_authority,authority,_risk_pragmatic,1,speaker_higher_power,low_respect,instructor_trainee_authority,speaker_higher_power,low_respect,instructor_trainee_authority,3,3,L426653 || L426942 || L426950,L426653 || L426942 || L426950,"I thought I recognized the work.  Be proud of those wings. They're the only ones you're gonna leave here with, Mayo-naise. || Get into your fatigues, Mayo. Before the weekend's out, you'll quit. || No you're not. You're failing the big one, baby, and I don't just mean in here. I mean in life. I've watched you, Mayo, and you don't mesh. You grab-ass and joke around but you don't make friends, not the way the others do."
an officer and a gentleman,L426953,L426955,,,u2408,FOLEY,u2415,ZACK,speaker_higher_power,low_respect,instructor_trainee_authority,authority,_risk_register,1,speaker_higher_power,low_respect,instructor_trainee_authority,speaker_higher_power,low_respect,instructor_trainee_authority,4,4,L426653 || L426942 || L426950 || L426955,L426653 || L426942 || L426950 || L426955,"I thought I recognized the work.  Be proud of those wings. They're the only ones you're gonna leave here with, Mayo-naise. || Get into your fatigues, Mayo. Before the weekend's out, you'll quit. || No you're not. You're failing the big one, baby, and I don't just mean in here. I mean in life. I've watched you, Mayo, and you don't mesh. You grab-ass and joke around but you don't make friends, not the way the others do. || No way, Mayo. You don't give a shit about anybody but yourself and every single one of your classmates knows it. Think they'd trust you behind the controls of a plane they have to fly in? Hey, man, I figure you for the kind of guy who'd zip off one day in my F-14 and sell it to the Cubans."
an officer and a gentleman,L426953,L426956,,,u2415,ZACK,u2408,FOLEY,listener_higher_power,high_respect,instructor_trainee_authority,authority,_risk_pragmatic,1,listener_higher_power,high_respect,instructor_trainee_authority,listener_higher_power,high_respect,instructor_trainee_authority,3,3,L426645 || L426650 || L426956,L426645 || L426650 || L426956,"No, sir! || Not exactly, sir. || Sir, that's not true! I love my country!"
an officer and a gentleman,L426953,L426957,,,u2408,FOLEY,u2415,ZACK,speaker_higher_power,low_respect,instructor_trainee_authority,authority,_risk_social,1,speaker_higher_power,low_respect,instructor_trainee_authority,speaker_higher_power,low_respect,instructor_trainee_authority,5,5,L426653 || L426942 || L426950 || L426955 || L426957,L426653 || L426942 || L426950 || L426955 || L426957,"I thought I recognized the work.  Be proud of those wings. They're the only ones you're gonna leave here with, Mayo-naise. || Get into your fatigues, Mayo. Before the weekend's out, you'll quit. || No you're not. You're failing the big one, baby, and I don't just mean in here. I mean in life. I've watched you, Mayo, and you don't mesh. You grab-ass and joke around but you don't make friends, not the way the others do. || No way, Mayo. You don't give a shit about anybody but yourself and every single one of your classmates knows it. Think they'd trust you behind the controls of a plane they have to fly in? Hey, man, I figure you for the kind of guy who'd zip off one day in my F-14 and sell it to the Cubans. || Sell it to the Air Force, Mayo!"
an officer and a gentleman,L426959,L426963,,,u2415,ZACK,u2408,FOLEY,listener_higher_power,high_respect,instructor_trainee_authority,authority,_risk_ambiguity,1,listener_higher_power,high_respect,instructor_trainee_authority,listener_higher_power,high_respect,instructor_trainee_authority,4,4,L426645 || L426650 || L426956 || L426963,L426645 || L426650 || L426956 || L426963,"No, sir! || Not exactly, sir. || Sir, that's not true! I love my country! || No, sir!"
an officer and a gentleman,L426959,L426967,,,u2415,ZACK,u2408,FOLEY,listener_higher_power,high_respect,instructor_trainee_authority,authority,_risk_pragmatic;_risk_register,2,listener_higher_power,high_respect,instructor_trainee_authority,listener_higher_power,high_respect,instructor_trainee_authority,5,5,L426645 || L426650 || L426956 || L426963 || L426967,L426645 || L426650 || L426956 || L426963 || L426967,"No, sir! || Not exactly, sir. || Sir, that's not true! I love my country! || No, sir! || That's not true, sir! I've changed a lot since I've been here! And I'm gonna make it, sir!"
an officer and a gentleman,L426959,L426968,,,u2408,FOLEY,u2415,ZACK,speaker_higher_power,low_respect,instructor_trainee_authority,authority,_risk_register,1,speaker_higher_power,low_respect,instructor_trainee_authority,speaker_higher_power,low_respect,instructor_trainee_authority,6,6,L426653 || L426942 || L426950 || L426955 || L426957 || L426968,L426653 || L426942 || L426950 || L426955 || L426957 || L426968,"I thought I recognized the work.  Be proud of those wings. They're the only ones you're gonna leave here with, Mayo-naise. || Get into your fatigues, Mayo. Before the weekend's out, you'll quit. || No you're not. You're failing the big one, baby, and I don't just mean in here. I mean in life. I've watched you, Mayo, and you don't mesh. You grab-ass and joke around but you don't make friends, not the way the others do. || No way, Mayo. You don't give a shit about anybody but yourself and every single one of your classmates knows it. Think they'd trust you behind the controls of a plane they have to fly in? Hey, man, I figure you for the kind of guy who'd zip off one day in my F-14 and sell it to the Cubans. || Sell it to the Air Force, Mayo! || Not a fucking chance, asshole!"
an officer and a gentleman,L426974,L426975,,,u2415,ZACK,u2408,FOLEY,listener_higher_power,high_respect,instructor_trainee_authority,authority,_risk_ambiguity,1,listener_higher_power,high_respect,instructor_trainee_authority,listener_higher_power,high_respect,instructor_trainee_authority,6,6,L426645 || L426650 || L426956 || L426963 || L426967 || L426975,L426645 || L426650 || L426956 || L426963 || L426967 || L426975,"No, sir! || Not exactly, sir. || Sir, that's not true! I love my country! || No, sir! || That's not true, sir! I've changed a lot since I've been here! And I'm gonna make it, sir! || Yes, sir!"
an officer and a gentleman,L426974,L426976,,,u2408,FOLEY,u2415,ZACK,speaker_higher_power,neutral_respect,instructor_trainee_authority,authority,_risk_social,1,speaker_higher_power,low_respect,instructor_trainee_authority,speaker_higher_power,low_respect,instructor_trainee_authority,7,6,L426653 || L426942 || L426950 || L426955 || L426957 || L426968 || L426976,L426942 || L426950 || L426955 || L426957 || L426968 || L426976,"Get into your fatigues, Mayo. Before the weekend's out, you'll quit. || No you're not. You're failing the big one, baby, and I don't just mean in here. I mean in life. I've watched you, Mayo, and you don't mesh. You grab-ass and joke around but you don't make friends, not the way the others do. || No way, Mayo. You don't give a shit about anybody but yourself and every single one of your classmates knows it. Think they'd trust you behind the controls of a plane they have to fly in? Hey, man, I figure you for the kind of guy who'd zip off one day in my F-14 and sell it to the Cubans. || Sell it to the Air Force, Mayo! || Not a fucking chance, asshole! || Maybe there's hope for you yet."
an officer and a gentleman,L426977,L426978,,,u2415,ZACK,u2413,PERRYMAN,roughly_equal_power,high_respect,military_peer,friendship,_risk_pragmatic;_risk_ambiguity,2,roughly_equal_power,high_respect,military_peer,roughly_equal_power,high_respect,military_peer,1,1,L426978,L426978,"Hey, Sid, thanks."
an officer and a gentleman,L426979,L426980,,,u2414,SID,u2415,ZACK,roughly_equal_power,neutral_respect,military_peer,friendship,_risk_register,1,roughly_equal_power,neutral_respect,military_peer,roughly_equal_power,neutral_respect,military_peer,1,1,L426980,L426980,Yeah.
an officer and a gentleman,L426981,L426982,,,u2413,PERRYMAN,u2415,ZACK,roughly_equal_power,neutral_respect,military_peer,friendship,_risk_register,1,roughly_equal_power,neutral_respect,military_peer,roughly_equal_power,neutral_respect,military_peer,3,3,L426742 || L426934 || L426982,L426742 || L426934 || L426982,"Who's got two bucks? It's costing me every penny they pay us just to keep my old Lady and my kids in that motel. || You'd make it. He's just getting to the girls. Come on, Zack. I gotta see my family, man. I couldn't take it if he keeps me here over the weekend. || Yeah. All week long."
an officer and a gentleman,L426989,L426992,,,u2413,PERRYMAN,u2415,ZACK,roughly_equal_power,neutral_respect,military_peer,friendship,_risk_register,1,roughly_equal_power,neutral_respect,military_peer,roughly_equal_power,neutral_respect,military_peer,4,4,L426742 || L426934 || L426982 || L426992,L426742 || L426934 || L426982 || L426992,"Who's got two bucks? It's costing me every penny they pay us just to keep my old Lady and my kids in that motel. || You'd make it. He's just getting to the girls. Come on, Zack. I gotta see my family, man. I couldn't take it if he keeps me here over the weekend. || Yeah. All week long. || Foley's not poor. Buddy of mine in oh-four told me he's the son of a rich doctor down in Louisiana."
an officer and a gentleman,L427009,L427013,,,u2415,ZACK,u2412,PAULA,roughly_equal_power,neutral_respect,romantic_intent,romance,_risk_register,1,roughly_equal_power,neutral_respect,romantic_intent,roughly_equal_power,neutral_respect,romantic_intent,8,6,L426768 || L426780 || L426796 || L426875 || L426880 || L426909 || L426914 || L427013,L426796 || L426875 || L426880 || L426909 || L426914 || L427013,"Who knows? Guys a lot smarter than me are dropping out like flies. || Me, too. || My kinda group! || I'm starving. || That's it? || Naw. You're alone in this world no matter what kinda folks or background you had. Nothing hurts, pard, once you got that one down."
an officer and a gentleman,L427018,L427021,,,u2415,ZACK,u2405,BYRON,roughly_equal_power,neutral_respect,military_peer,friendship,_risk_register,1,roughly_equal_power,neutral_respect,friend,roughly_equal_power,neutral_respect,friend,5,5,L426540 || L426544 || L426592 || L426598 || L427021,L426540 || L426544 || L426592 || L426598 || L427021,"Yes, Sir. || Yes, sir. || Get ready pard. This one's gonna blow you away. || To fly jets. To be the fastest motherfucker in the world. You gotta come and visit me. I'm only a couple hours away. || Yeah, I sort of thought so myself."
an officer and a gentleman,L427018,L427023,,,u2415,ZACK,u2405,BYRON,roughly_equal_power,neutral_respect,friend,friendship,_risk_register,1,roughly_equal_power,neutral_respect,friend,roughly_equal_power,neutral_respect,friend,6,6,L426540 || L426544 || L426592 || L426598 || L427021 || L427023,L426540 || L426544 || L426592 || L426598 || L427021 || L427023,"Yes, Sir. || Yes, sir. || Get ready pard. This one's gonna blow you away. || To fly jets. To be the fastest motherfucker in the world. You gotta come and visit me. I'm only a couple hours away. || Yeah, I sort of thought so myself. || Yeah, I know."
