movie_name,conversation_id,utterance_id,turn_index,utterance_order,speaker_id,speaker_name,listener_id,listener_name,current_power_dynamic,current_respect_level,current_relationship_type,current_global_category,active_risk_types,target_risk_count,aggregate_power_dynamic,aggregate_respect_level,aggregate_relationship_type,recent_power_dynamic,recent_respect_level,recent_relationship_type,edge_observation_count,recent_observation_count,supporting_utterance_ids,recent_utterance_ids,recent_evidence_lines,graph_summary
amadeus,L30838,L30838,,,u267,VON STRACK,unknown_listener,unknown_listener,unclear,unclear,unclear,unclear,_risk_ambiguity,1,listener_higher_power,high_respect,unclear,listener_higher_power,high_respect,unclear,2,2,L30125 || L30838,L30125 || L30838,"Yes, sir. || Herr Mozart -","VON STRACK is speaking to unknown_listener in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as unclear (Not enough evidence in the provided local dialogue context to infer a reliable relationship.); overall, the listener appears to hold higher social power than the speaker, and the speaker shows high respect or deference. Recent interaction state: the recent edge is labeled as unclear (Not enough evidence in the provided local dialogue context to infer a reliable relationship.); locally, the listener appears to hold higher social power than the speaker, and the speaker shows high respect or deference. Recent evidence: Yes, sir. || Herr Mozart - Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has ambiguity risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
amadeus,L30842,L30842,,,u258,ORSINI-ROSENBERG,unknown_listener,unknown_listener,unclear,unclear,unclear,unclear,_risk_pragmatic,1,listener_higher_power,high_respect,court_authority,listener_higher_power,high_respect,court_authority,3,3,L30158 || L30182 || L30842,L30158 || L30182 || L30842,"Bravo, Your Majesty! || Well, actually, Sire, if you remember, we did finally incline to Italian. || Well, Mozart is already rehearsing.","ORSINI-ROSENBERG is speaking to unknown_listener in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as court authority (A court, emperor, church, noble, or institutional authority relation shaped by rank or command.); overall, the listener appears to hold higher social power than the speaker, and the speaker shows high respect or deference. Recent interaction state: the recent edge is labeled as court authority (A court, emperor, church, noble, or institutional authority relation shaped by rank or command.); locally, the listener appears to hold higher social power than the speaker, and the speaker shows high respect or deference. Recent evidence: Bravo, Your Majesty! || Well, actually, Sire, if you remember, we did finally incline to Italian. || Well, Mozart is already rehearsing. Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has pragmatic risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
amadeus,L30847,L30847,,,u258,ORSINI-ROSENBERG,unknown_listener,unknown_listener,unclear,unclear,unclear,unclear,_risk_ambiguity,1,listener_higher_power,high_respect,court_authority,listener_higher_power,high_respect,court_authority,4,4,L30158 || L30182 || L30842 || L30847,L30158 || L30182 || L30842 || L30847,"Bravo, Your Majesty! || Well, actually, Sire, if you remember, we did finally incline to Italian. || Well, Mozart is already rehearsing. || What anger?","ORSINI-ROSENBERG is speaking to unknown_listener in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as court authority (A court, emperor, church, noble, or institutional authority relation shaped by rank or command.); overall, the listener appears to hold higher social power than the speaker, and the speaker shows high respect or deference. Recent interaction state: the recent edge is labeled as court authority (A court, emperor, church, noble, or institutional authority relation shaped by rank or command.); locally, the listener appears to hold higher social power than the speaker, and the speaker shows high respect or deference. Recent evidence: Bravo, Your Majesty! || Well, actually, Sire, if you remember, we did finally incline to Italian. || Well, Mozart is already rehearsing. || What anger? Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has ambiguity risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
amadeus,L30847,L30848,,,u260,SALIERI,u258,ORSINI-ROSENBERG,roughly_equal_power,neutral_respect,professional_ally,ally,_risk_ambiguity,1,roughly_equal_power,neutral_respect,professional_ally,roughly_equal_power,neutral_respect,professional_ally,2,2,L30794 || L30848,L30794 || L30848,Never mind. || About the ballet.,"SALIERI is speaking to ORSINI-ROSENBERG in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as professional ally (A cooperative professional or artistic relationship where characters work together or support each other's goals.); overall, the speaker and listener appear to have roughly equal social power, and the speaker shows a neutral or ordinary level of respect. Recent interaction state: the recent edge is labeled as professional ally (A cooperative professional or artistic relationship where characters work together or support each other's goals.); locally, the speaker and listener appear to have roughly equal social power, and the speaker shows a neutral or ordinary level of respect. Recent evidence: Never mind. || About the ballet. Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has ambiguity risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
amadeus,L30847,L30849,,,u258,ORSINI-ROSENBERG,u260,SALIERI,roughly_equal_power,neutral_respect,professional_ally,ally,_risk_ambiguity,1,roughly_equal_power,neutral_respect,professional_ally,roughly_equal_power,neutral_respect,professional_ally,1,1,L30849,L30849,Ballet? What ballet?,"ORSINI-ROSENBERG is speaking to SALIERI in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as professional ally (A cooperative professional or artistic relationship where characters work together or support each other's goals.); overall, the speaker and listener appear to have roughly equal social power, and the speaker shows a neutral or ordinary level of respect. Recent interaction state: the recent edge is labeled as professional ally (A cooperative professional or artistic relationship where characters work together or support each other's goals.); locally, the speaker and listener appear to have roughly equal social power, and the speaker shows a neutral or ordinary level of respect. Recent evidence: Ballet? What ballet? Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has ambiguity risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
amadeus,L30853,L30853,,,u258,ORSINI-ROSENBERG,unknown_listener,unknown_listener,speaker_higher_power,high_respect,unclear,unclear,_risk_social,1,listener_higher_power,high_respect,court_authority,listener_higher_power,high_respect,court_authority,5,5,L30158 || L30182 || L30842 || L30847 || L30853,L30158 || L30182 || L30842 || L30847 || L30853,"Bravo, Your Majesty! || Well, actually, Sire, if you remember, we did finally incline to Italian. || Well, Mozart is already rehearsing. || What anger? || Mozart! Herr Mozart, may I have a word with you please. Right away.","ORSINI-ROSENBERG is speaking to unknown_listener in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as court authority (A court, emperor, church, noble, or institutional authority relation shaped by rank or command.); overall, the listener appears to hold higher social power than the speaker, and the speaker shows high respect or deference. Recent interaction state: the recent edge is labeled as court authority (A court, emperor, church, noble, or institutional authority relation shaped by rank or command.); locally, the listener appears to hold higher social power than the speaker, and the speaker shows high respect or deference. Recent evidence: Bravo, Your Majesty! || Well, actually, Sire, if you remember, we did finally incline to Italian. || Well, Mozart is already rehearsing. || What anger? || Mozart! Herr Mozart, may I have a word with you please. Right away. Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has social risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
amadeus,L30853,L30854,,,u255,MOZART,u258,ORSINI-ROSENBERG,listener_higher_power,high_respect,court_authority,authority,_risk_ambiguity,1,listener_higher_power,high_respect,court_authority,listener_higher_power,high_respect,court_authority,3,3,L30189 || L30811 || L30854,L30189 || L30811 || L30854,"I - I don't think you have, Herr Director. Not yet. I mean, it's quite n - Of course, I'll show it to you immediately. || But, Your Majesty - || Certainly, Herr Director.","MOZART is speaking to ORSINI-ROSENBERG in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as court authority (A court, emperor, church, noble, or institutional authority relation shaped by rank or command.); overall, the listener appears to hold higher social power than the speaker, and the speaker shows high respect or deference. Recent interaction state: the recent edge is labeled as court authority (A court, emperor, church, noble, or institutional authority relation shaped by rank or command.); locally, the listener appears to hold higher social power than the speaker, and the speaker shows high respect or deference. Recent evidence: I - I don't think you have, Herr Director. Not yet. I mean, it's quite n - Of course, I'll show it to you immediately. || But, Your Majesty - || Certainly, Herr Director. Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has ambiguity risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
amadeus,L30856,L30860,,,u258,ORSINI-ROSENBERG,u255,MOZART,speaker_higher_power,neutral_respect,court_authority,authority,_risk_social,1,speaker_higher_power,neutral_respect,court_authority,speaker_higher_power,neutral_respect,court_authority,1,1,L30860,L30860,"It is dangerous for you to interpret His Majesty's edicts. Give me your score, please.","ORSINI-ROSENBERG is speaking to MOZART in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as court authority (A court, emperor, church, noble, or institutional authority relation shaped by rank or command.); overall, the speaker appears to hold higher social power than the listener, and the speaker shows a neutral or ordinary level of respect. Recent interaction state: the recent edge is labeled as court authority (A court, emperor, church, noble, or institutional authority relation shaped by rank or command.); locally, the speaker appears to hold higher social power than the listener, and the speaker shows a neutral or ordinary level of respect. Recent evidence: It is dangerous for you to interpret His Majesty's edicts. Give me your score, please. Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has social risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
amadeus,L30863,L30864,,,u258,ORSINI-ROSENBERG,u255,MOZART,speaker_higher_power,low_respect,court_authority,authority,_risk_social;_risk_ambiguity,2,speaker_higher_power,low_respect,court_authority,speaker_higher_power,low_respect,court_authority,2,2,L30860 || L30864,L30860 || L30864,"It is dangerous for you to interpret His Majesty's edicts. Give me your score, please. || Taking out what you should never have put in.","ORSINI-ROSENBERG is speaking to MOZART in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as court authority (A court, emperor, church, noble, or institutional authority relation shaped by rank or command.); overall, the speaker appears to hold higher social power than the listener, and the speaker shows low respect, resistance, hostility, or informality. Recent interaction state: the recent edge is labeled as court authority (A court, emperor, church, noble, or institutional authority relation shaped by rank or command.); locally, the speaker appears to hold higher social power than the listener, and the speaker shows low respect, resistance, hostility, or informality. Recent evidence: It is dangerous for you to interpret His Majesty's edicts. Give me your score, please. || Taking out what you should never have put in. Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has social, ambiguity risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
amadeus,L30867,L30869,,,u260,SALIERI,u255,MOZART,roughly_equal_power,neutral_respect,friend,friendship,_risk_ambiguity,1,speaker_higher_power,neutral_respect,patron_artist,speaker_higher_power,neutral_respect,patron_artist,4,4,L30529 || L30537 || L30539 || L30869,L30529 || L30537 || L30539 || L30869,"So you are. How is your pretty wife? || My dear Mozart, there is no one in the world I would rather help, but now it is too late. || Herr Sommer. || Really? Why?","SALIERI is speaking to MOZART in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as patron artist (A patronage or professional-dependence relation where artistic opportunity, payment, status, or approval shapes the interaction.); overall, the speaker appears to hold higher social power than the listener, and the speaker shows a neutral or ordinary level of respect. Recent interaction state: the recent edge is labeled as patron artist (A patronage or professional-dependence relation where artistic opportunity, payment, status, or approval shapes the interaction.); locally, the speaker appears to hold higher social power than the listener, and the speaker shows a neutral or ordinary level of respect. Recent evidence: So you are. How is your pretty wife? || My dear Mozart, there is no one in the world I would rather help, but now it is too late. || Herr Sommer. || Really? Why? Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has ambiguity risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
amadeus,L30867,L30878,,,u255,MOZART,u260,SALIERI,listener_higher_power,high_respect,court_authority,authority,_risk_social,1,listener_higher_power,high_respect,patron_artist,listener_higher_power,high_respect,patron_artist,5,5,L30528 || L30532 || L30536 || L30542 || L30878,L30528 || L30532 || L30536 || L30542 || L30878,"Your Excellency, you requested some specimens of my work. Here they are. I don't have to tell you how much I need your help. I truly appreciate your looking at these. I have pressures on me - financial pressures. As you know, I'm a married man now. || So you see, this post is very important to me right now. || Filled? That's impossible! They haven't even seen my work. I need this post. Please, can't you help me? Please! || But I can't lose this post, I simply can't! Excellency, please. Let's go to the palace, and you can explain to the Emperor that Herr Sommer is an awful choice. He could actually do musical harm to the Princess! || Oh, Excellency, would you?","MOZART is speaking to SALIERI in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as patron artist (A patronage or professional-dependence relation where artistic opportunity, payment, status, or approval shapes the interaction.); overall, the listener appears to hold higher social power than the speaker, and the speaker shows high respect or deference. Recent interaction state: the recent edge is labeled as patron artist (A patronage or professional-dependence relation where artistic opportunity, payment, status, or approval shapes the interaction.); locally, the listener appears to hold higher social power than the speaker, and the speaker shows high respect or deference. Recent evidence: Your Excellency, you requested some specimens of my work. Here they are. I don't have to tell you how much I need your help. I truly appreciate your looking at these. I have pressures on me - financial pressures. As you know, I'm a married man now. || So you see, this post is... Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has social risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
amadeus,L30887,L30889,,,u251,JOSEPH,u260,SALIERI,speaker_higher_power,neutral_respect,court_authority,authority,_risk_pragmatic,1,speaker_higher_power,neutral_respect,court_authority,speaker_higher_power,neutral_respect,court_authority,5,5,L30179 || L30376 || L30378 || L30512 || L30889,L30179 || L30376 || L30378 || L30512 || L30889,"Well, there it is. Now to business. Young man, we are going to commission an opera from you. What do you say? || You please me, Court Composer. A very clever idea. || Well. There it is. || Why not? || Well, look at them.","JOSEPH is speaking to SALIERI in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as court authority (A court, emperor, church, noble, or institutional authority relation shaped by rank or command.); overall, the speaker appears to hold higher social power than the listener, and the speaker shows a neutral or ordinary level of respect. Recent interaction state: the recent edge is labeled as court authority (A court, emperor, church, noble, or institutional authority relation shaped by rank or command.); locally, the speaker appears to hold higher social power than the listener, and the speaker shows a neutral or ordinary level of respect. Recent evidence: Well, there it is. Now to business. Young man, we are going to commission an opera from you. What do you say? || You please me, Court Composer. A very clever idea. || Well. There it is. || Why not? || Well, look at them. Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has pragmatic risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
amadeus,L30903,L30906,,,u260,SALIERI,u255,MOZART,speaker_higher_power,neutral_respect,artistic_rivalry,adversarial,_risk_pragmatic;_risk_register,2,speaker_higher_power,neutral_respect,patron_artist,speaker_higher_power,neutral_respect,patron_artist,5,5,L30529 || L30537 || L30539 || L30869 || L30906,L30529 || L30537 || L30539 || L30869 || L30906,"So you are. How is your pretty wife? || My dear Mozart, there is no one in the world I would rather help, but now it is too late. || Herr Sommer. || Really? Why? || Well, I can speak for the Emperor. You made too many demands on the royal ear. The poor man can't concentrate for more than an hour and you gave him four.","SALIERI is speaking to MOZART in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as patron artist (A patronage or professional-dependence relation where artistic opportunity, payment, status, or approval shapes the interaction.); overall, the speaker appears to hold higher social power than the listener, and the speaker shows a neutral or ordinary level of respect. Recent interaction state: the recent edge is labeled as patron artist (A patronage or professional-dependence relation where artistic opportunity, payment, status, or approval shapes the interaction.); locally, the speaker appears to hold higher social power than the listener, and the speaker shows a neutral or ordinary level of respect. Recent evidence: So you are. How is your pretty wife? || My dear Mozart, there is no one in the world I would rather help, but now it is too late. || Herr Sommer. || Really? Why? || Well, I can speak for the Emperor. You made too many demands on the royal ear. The poor man can't concentrate fo... Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has pragmatic, register risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
amadeus,L30918,L30918,,,u255,MOZART,unknown_listener,unknown_listener,unclear,unclear,unclear,unclear,_risk_pragmatic,1,listener_higher_power,high_respect,court_authority,listener_higher_power,high_respect,court_authority,13,6,L30087 || L30095 || L30161 || L30166 || L30171 || L30205 || L30211 || L30322 || L30544 || L30623 || L30630 || L30831 || L30918,L30322 || L30544 || L30623 || L30630 || L30831 || L30918,"Oh - excuse me! || Look, I must have pupils. Without pupils I can't manage. || Feed? Well, of course she feeds me. She stuffs me like a goose all day long. She's the best cook in the world. I mean, since Mama. Just wait, you'll see. || She's very tired, poor creature. You know me: I'm a real pig. It's not so easy cleaning up after me. || Forgive me, Majesty. I'm a vulgar man. But I assure you, my music is not. || Well?","MOZART is speaking to unknown_listener in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as court authority (A court, emperor, church, noble, or institutional authority relation shaped by rank or command.); overall, the listener appears to hold higher social power than the speaker, and the speaker shows high respect or deference. Recent interaction state: the recent edge is labeled as court authority (A court, emperor, church, noble, or institutional authority relation shaped by rank or command.); locally, the listener appears to hold higher social power than the speaker, and the speaker shows high respect or deference. Recent evidence: Oh - excuse me! || Look, I must have pupils. Without pupils I can't manage. || Feed? Well, of course she feeds me. She stuffs me like a goose all day long. She's the best cook in the world. I mean, since Mama. Just wait, you'll see. || She's very tired, poor creature. You know... Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has pragmatic risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
amadeus,L30918,L30919,,,u261,SCHIKANEDER,u255,MOZART,roughly_equal_power,high_respect,professional_ally,ally,_risk_ambiguity,1,roughly_equal_power,high_respect,professional_ally,roughly_equal_power,high_respect,professional_ally,1,1,L30919,L30919,Sublime! Utterly sublime!,"SCHIKANEDER is speaking to MOZART in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as professional ally (A cooperative professional or artistic relationship where characters work together or support each other's goals.); overall, the speaker and listener appear to have roughly equal social power, and the speaker shows high respect or deference. Recent interaction state: the recent edge is labeled as professional ally (A cooperative professional or artistic relationship where characters work together or support each other's goals.); locally, the speaker and listener appear to have roughly equal social power, and the speaker shows high respect or deference. Recent evidence: Sublime! Utterly sublime! Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has ambiguity risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
amadeus,L30922,L30924,,,u260,SALIERI,u255,MOZART,roughly_equal_power,high_respect,artistic_rivalry,adversarial,_risk_social,1,speaker_higher_power,neutral_respect,patron_artist,speaker_higher_power,neutral_respect,patron_artist,6,6,L30529 || L30537 || L30539 || L30869 || L30906 || L30924,L30529 || L30537 || L30539 || L30869 || L30906 || L30924,"So you are. How is your pretty wife? || My dear Mozart, there is no one in the world I would rather help, but now it is too late. || Herr Sommer. || Really? Why? || Well, I can speak for the Emperor. You made too many demands on the royal ear. The poor man can't concentrate for more than an hour and you gave him four. || Did my work please you?","SALIERI is speaking to MOZART in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as patron artist (A patronage or professional-dependence relation where artistic opportunity, payment, status, or approval shapes the interaction.); overall, the speaker appears to hold higher social power than the listener, and the speaker shows a neutral or ordinary level of respect. Recent interaction state: the recent edge is labeled as patron artist (A patronage or professional-dependence relation where artistic opportunity, payment, status, or approval shapes the interaction.); locally, the speaker appears to hold higher social power than the listener, and the speaker shows a neutral or ordinary level of respect. Recent evidence: So you are. How is your pretty wife? || My dear Mozart, there is no one in the world I would rather help, but now it is too late. || Herr Sommer. || Really? Why? || Well, I can speak for the Emperor. You made too many demands on the royal ear. The poor man can't concentrate fo... Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has social risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
amadeus,L30931,L30931,,,u255,MOZART,unknown_listener,unknown_listener,speaker_higher_power,neutral_respect,friend,friendship,_risk_pragmatic,1,listener_higher_power,high_respect,court_authority,listener_higher_power,neutral_respect,friend,14,6,L30087 || L30095 || L30161 || L30166 || L30171 || L30205 || L30211 || L30322 || L30544 || L30623 || L30630 || L30831 || L30918 || L30931,L30544 || L30623 || L30630 || L30831 || L30918 || L30931,"Look, I must have pupils. Without pupils I can't manage. || Feed? Well, of course she feeds me. She stuffs me like a goose all day long. She's the best cook in the world. I mean, since Mama. Just wait, you'll see. || She's very tired, poor creature. You know me: I'm a real pig. It's not so easy cleaning up after me. || Forgive me, Majesty. I'm a vulgar man. But I assure you, my music is not. || Well? || We'll have a little party. Come in. Come in. You know Herr Schikaneder?  This is! a very nice girl.","MOZART is speaking to unknown_listener in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as court authority (A court, emperor, church, noble, or institutional authority relation shaped by rank or command.); overall, the listener appears to hold higher social power than the speaker, and the speaker shows high respect or deference. Recent interaction state: the recent edge is labeled as friend (A familiar supportive relationship without stronger patronage, rank, rivalry, or conflict cues.); locally, the listener appears to hold higher social power than the speaker, and the speaker shows a neutral or ordinary level of respect. Recent evidence: Look, I must have pupils. Without pupils I can't manage. || Feed? Well, of course she feeds me. She stuffs me like a goose all day long. She's the best cook in the world. I mean, since Mama. Just wait, you'll see. || She's very tired, poor creature. You know me: I'm a real pig... Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has pragmatic risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
amadeus,L30931,L30933,,,u255,MOZART,u247,CONSTANZE,roughly_equal_power,high_respect,friend,friendship,_risk_social;_risk_ambiguity,2,roughly_equal_power,low_respect,friend,roughly_equal_power,low_respect,friend,7,6,L30052 || L30067 || L30079 || L30407 || L30409 || L30700 || L30933,L30067 || L30079 || L30407 || L30409 || L30700 || L30933,"No, no. Say it backwards, shit-wit. Sra-I'm-sick Say it backwards! || Tish-I'm-tee. || Well, don't do that again! || Don't be stupid. || Well, ask her! || Yes, my love?","MOZART is speaking to CONSTANZE in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as friend (A familiar supportive relationship without stronger patronage, rank, rivalry, or conflict cues.); overall, the speaker and listener appear to have roughly equal social power, and the speaker shows low respect, resistance, hostility, or informality. Recent interaction state: the recent edge is labeled as friend (A familiar supportive relationship without stronger patronage, rank, rivalry, or conflict cues.); locally, the speaker and listener appear to have roughly equal social power, and the speaker shows low respect, resistance, hostility, or informality. Recent evidence: No, no. Say it backwards, shit-wit. Sra-I'm-sick Say it backwards! || Tish-I'm-tee. || Well, don't do that again! || Don't be stupid. || Well, ask her! || Yes, my love? Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has social, ambiguity risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
amadeus,L30950,L30950,,,u246,COMMENDATORE,unknown_listener,unknown_listener,unclear,unclear,unclear,unclear,_risk_ambiguity,1,unclear,unclear,unclear,unclear,unclear,unclear,1,1,L30950,L30950,Don Giovannnnnnnni!,"COMMENDATORE is speaking to unknown_listener in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as unclear (Not enough evidence in the provided local dialogue context to infer a reliable relationship.); overall, the power relationship is unclear, and the respect level is unclear. Recent interaction state: the recent edge is labeled as unclear (Not enough evidence in the provided local dialogue context to infer a reliable relationship.); locally, the power relationship is unclear, and the respect level is unclear. Recent evidence: Don Giovannnnnnnni! Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has ambiguity risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
amadeus,L30956,L30956,,,u248,FIRST LADY,unknown_listener,unknown_listener,unclear,unclear,unclear,unclear,_risk_ambiguity,1,unclear,unclear,unclear,unclear,unclear,unclear,1,1,L30956,L30956,Be careful!,"FIRST LADY is speaking to unknown_listener in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as unclear (Not enough evidence in the provided local dialogue context to infer a reliable relationship.); overall, the power relationship is unclear, and the respect level is unclear. Recent interaction state: the recent edge is labeled as unclear (Not enough evidence in the provided local dialogue context to infer a reliable relationship.); locally, the power relationship is unclear, and the respect level is unclear. Recent evidence: Be careful! Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has ambiguity risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
amadeus,L30956,L30957,,,u263,SECOND LADY,u248,FIRST LADY,roughly_equal_power,neutral_respect,unclear,unclear,_risk_ambiguity,1,roughly_equal_power,neutral_respect,unclear,roughly_equal_power,neutral_respect,unclear,1,1,L30957,L30957,Be careful!,"SECOND LADY is speaking to FIRST LADY in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as unclear (Not enough evidence in the provided local dialogue context to infer a reliable relationship.); overall, the speaker and listener appear to have roughly equal social power, and the speaker shows a neutral or ordinary level of respect. Recent interaction state: the recent edge is labeled as unclear (Not enough evidence in the provided local dialogue context to infer a reliable relationship.); locally, the speaker and listener appear to have roughly equal social power, and the speaker shows a neutral or ordinary level of respect. Recent evidence: Be careful! Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has ambiguity risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
amadeus,L30962,L30962,,,u248,FIRST LADY,unknown_listener,unknown_listener,unclear,unclear,unclear,unclear,_risk_ambiguity,1,unclear,unclear,unclear,unclear,unclear,unclear,2,2,L30956 || L30962,L30956 || L30962,Be careful! || He's adorable!,"FIRST LADY is speaking to unknown_listener in amadeus. Movie-specific social context: Court hierarchy, artistic rivalry, patronage, professional dependence, admiration, jealousy, institutional authority, and strategic cooperation. Aggregate relationship state: the edge is usually labeled as unclear (Not enough evidence in the provided local dialogue context to infer a reliable relationship.); overall, the power relationship is unclear, and the respect level is unclear. Recent interaction state: the recent edge is labeled as unclear (Not enough evidence in the provided local dialogue context to infer a reliable relationship.); locally, the power relationship is unclear, and the respect level is unclear. Recent evidence: Be careful! || He's adorable! Translation guidance: use the recent interaction state as the main guide and the aggregate state as background. Because this line has ambiguity risk, preserve the power dynamic, respect level, relationship tone, and register without over-forcing the labels if the source line suggests otherwise."
