source_zip,source_csv,source_row_index,movie_name,movie_idx,conversation_id,utterance_id,timestamp,speaker_id,reply_to,listener_id,text,movie,line_number,en,pred_translation_error_possible,pred_risk_category_count,pred_risk_categories,pred_risk_confidence_summary,pred_risk_cues,_any_risk,_clean,_risk_idiomatic,_risk_pragmatic,_risk_social,_risk_register,_risk_constraint,_risk_fragmentation,_risk_terminology,_risk_ambiguity,target_risk_count,target_risk_types,risk_source_path,current_text,context_6_turns,final_power_dynamic,final_respect_level,judge1_power_dynamic,judge2_power_dynamic,judge1_respect_level,judge2_respect_level,speaker_name,listener_name,relationship_type,global_category,confidence,evidence,status,parse_success,re_source_path
amadeus.zip,dialogue_metadata.csv,403,amadeus,m16,L30527,L30528,,u255,L30527,u260,"Your Excellency, you requested some specimens of my work. Here they are. I don't have to tell you how much I need your help. I truly appreciate your looking at these. I have pressures on me - financial pressures. As you know, I'm a married man now.",amadeus,404,"Your Excellency, you requested some specimens of my work. Here they are. I don't have to tell you how much I need your help. I truly appreciate your looking at these. I have pressures on me - financial pressures. As you know, I'm a married man now.",1,4,pragmatic|register|constraint|terminology,register:medium|constraint:high|terminology:high,cat2_discourse_markers|_cue_register_colloquial_strong|_cue_constraint_longish|_cue_constraint_very_long|_cue_constraint_terminology_heavy|_cue_terminology_rare_strong|_cue_terminology_domain_combo|_cue_terminology_multi_cap,True,False,False,True,False,True,True,False,True,False,2,_risk_pragmatic;_risk_register,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,"Your Excellency, you requested some specimens of my work. Here they are. I don't have to tell you how much I need your help. I truly appreciate your looking at these. I have pressures on me - financial pressures. As you know, I'm a married man now.","1. SALIERI: Herr Mozart, what brings you here?",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect,MOZART,SALIERI,patron_artist,class_or_service,0.92,"Mozart submits 'specimens' of his work to Salieri, addresses him as 'Your Excellency', and explicitly states his professional and financial dependence on Salieri's help.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,404,amadeus,m16,L30527,L30529,,u260,L30528,u255,So you are. How is your pretty wife?,amadeus,405,So you are. How is your pretty wife?,1,1,pragmatic,,cat2_discourse_markers,True,False,False,True,False,False,False,False,False,False,1,_risk_pragmatic,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,So you are. How is your pretty wife?,"1. SALIERI: Herr Mozart, what brings you here?
2. MOZART to SALIERI: Your Excellency, you requested some specimens of my work. Here they are. I don't have to tell you how much I need your help. I truly appreciate your looking at these. I have pressures on me - financial pressures. As you know, I'm a married man now.",speaker_higher_power,neutral_respect,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect,SALIERI,MOZART,patron_artist,class_or_service,0.92,"Mozart submits 'specimens' of his work for review, addresses Salieri as 'Your Excellency', and explicitly states his professional and financial dependence on Salieri's help.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,407,amadeus,m16,L30527,L30532,,u255,L30531,u260,"So you see, this post is very important to me right now.",amadeus,408,"So you see, this post is very important to me right now.",1,1,pragmatic,,cat2_discourse_markers,True,False,False,True,False,False,False,False,False,False,1,_risk_pragmatic,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,"So you see, this post is very important to me right now.","1. SALIERI: Herr Mozart, what brings you here?
2. MOZART to SALIERI: Your Excellency, you requested some specimens of my work. Here they are. I don't have to tell you how much I need your help. I truly appreciate your looking at these. I have pressures on me - financial pressures. As you know, I'm a married man now.
3. SALIERI to MOZART: So you are. How is your pretty wife?
4. MOZART to SALIERI: She is well. She is - well, actually, I'm about to become a father! She only told me last night. You are the first to know.
5. SALIERI to MOZART: I'm flattered. And congratulations to you, of course.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect,MOZART,SALIERI,patron_artist,class_or_service,0.92,"Mozart addresses Salieri as 'Your Excellency', submits specimens of his work for review, and explicitly states his professional dependence on Salieri's help for a 'post' due to financial pressures.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,411,amadeus,m16,L30533,L30536,,u255,L30535,u260,"Filled? That's impossible! They haven't even seen my work. I need this post. Please, can't you help me? Please!",amadeus,412,"Filled? That's impossible! They haven't even seen my work. I need this post. Please, can't you help me? Please!",1,3,social|constraint|ambiguity,social:medium|constraint:medium|ambiguity:medium,_cue_social_request_form|_cue_constraint_longish|_cue_constraint_very_long|_cue_ambiguity_deictic|_cue_ambiguity_pronoun_heavy|_cue_ambiguity_modal,True,False,False,False,True,False,True,False,False,True,2,_risk_social;_risk_ambiguity,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,"Filled? That's impossible! They haven't even seen my work. I need this post. Please, can't you help me? Please!","1. SALIERI: Why didn't you come to me yesterday, Mozart? This is a most painful situation. Yesterday I could have helped you. Today, I can't.
2. MOZART to SALIERI: Why? Here is the music. It's here. I am submitting it humbly. Isn't that what you wanted?
3. SALIERI to MOZART: I have just come from the palace. The post has been filled.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect,MOZART,SALIERI,patron_artist,class_or_service,0.9,"Mozart is submitting his music to Salieri and begging for his help to secure a professional 'post' at the palace, demonstrating a relationship defined by professional dependence and artistic opportunity.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,412,amadeus,m16,L30533,L30537,,u260,L30536,u255,"My dear Mozart, there is no one in the world I would rather help, but now it is too late.",amadeus,413,"My dear Mozart, there is no one in the world I would rather help, but now it is too late.",1,2,social|constraint,social:medium|constraint:medium,_cue_social_addressed_command|_cue_constraint_longish|_cue_constraint_very_long,True,False,False,False,True,False,True,False,False,False,1,_risk_social,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,"My dear Mozart, there is no one in the world I would rather help, but now it is too late.","1. SALIERI: Why didn't you come to me yesterday, Mozart? This is a most painful situation. Yesterday I could have helped you. Today, I can't.
2. MOZART to SALIERI: Why? Here is the music. It's here. I am submitting it humbly. Isn't that what you wanted?
3. SALIERI to MOZART: I have just come from the palace. The post has been filled.
4. MOZART to SALIERI: Filled? That's impossible! They haven't even seen my work. I need this post. Please, can't you help me? Please!",speaker_higher_power,high_respect,speaker_higher_power,speaker_higher_power,high_respect,high_respect,SALIERI,MOZART,patron_artist,class_or_service,0.9,"Mozart is submitting music to Salieri and pleading for help to secure a professional 'post' at the palace, establishing a relationship of professional dependence and artistic opportunity.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,414,amadeus,m16,L30533,L30539,,u260,L30538,u255,Herr Sommer.,amadeus,415,Herr Sommer.,1,2,terminology|ambiguity,terminology:medium|ambiguity:medium,_cue_terminology_domain_combo|_cue_terminology_multi_cap|_cue_ambiguity_fragment,True,False,False,False,False,False,False,False,True,True,1,_risk_ambiguity,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,Herr Sommer.,"1. SALIERI: Why didn't you come to me yesterday, Mozart? This is a most painful situation. Yesterday I could have helped you. Today, I can't.
2. MOZART to SALIERI: Why? Here is the music. It's here. I am submitting it humbly. Isn't that what you wanted?
3. SALIERI to MOZART: I have just come from the palace. The post has been filled.
4. MOZART to SALIERI: Filled? That's impossible! They haven't even seen my work. I need this post. Please, can't you help me? Please!
5. SALIERI to MOZART: My dear Mozart, there is no one in the world I would rather help, but now it is too late.
6. MOZART to SALIERI: Whom did they choose?",speaker_higher_power,neutral_respect,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect,SALIERI,MOZART,patron_artist,class_or_service,0.9,"Mozart is submitting music for a professional 'post' and begging Salieri for help, showing a clear relationship of professional dependence for an artistic opportunity.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,417,amadeus,m16,L30533,L30542,,u255,L30541,u260,"But I can't lose this post, I simply can't! Excellency, please. Let's go to the palace, and you can explain to the Emperor that Herr Sommer is an awful choice. He could actually do musical harm to the Princess!",amadeus,418,"But I can't lose this post, I simply can't! Excellency, please. Let's go to the palace, and you can explain to the Emperor that Herr Sommer is an awful choice. He could actually do musical harm to the Princess!",1,3,social|constraint|terminology,social:medium|constraint:high|terminology:high,_cue_social_request_form|_cue_constraint_longish|_cue_constraint_very_long|_cue_constraint_terminology_heavy|_cue_terminology_rare_strong|_cue_terminology_domain_combo|_cue_terminology_multi_cap,True,False,False,False,True,False,True,False,True,False,1,_risk_social,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,"But I can't lose this post, I simply can't! Excellency, please. Let's go to the palace, and you can explain to the Emperor that Herr Sommer is an awful choice. He could actually do musical harm to the Princess!","1. MOZART to SALIERI: Filled? That's impossible! They haven't even seen my work. I need this post. Please, can't you help me? Please!
2. SALIERI to MOZART: My dear Mozart, there is no one in the world I would rather help, but now it is too late.
3. MOZART to SALIERI: Whom did they choose?
4. SALIERI to MOZART: Herr Sommer.
5. MOZART to SALIERI: Sommer? Herr Sommer? But the man's a fool! He's a total mediocrity.
6. SALIERI to MOZART: No, no, no: he has yet to achieve mediocrity.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect,MOZART,SALIERI,patron_artist,class_or_service,0.88,"Mozart is pleading for a professional 'post' and assistance with the Emperor, demonstrating a relationship shaped by artistic opportunity and professional dependence.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,469,amadeus,m16,L30599,L30602,,u255,L30601,u250,"Thank you, Madame.  Come on now - courage. Play me something you know.",amadeus,470,"Thank you, Madame.  Come on now - courage. Play me something you know.",1,2,pragmatic|social,social:medium,cat2_discourse_markers|_cue_social_addressed_command,True,False,False,True,True,False,False,False,False,False,2,_risk_social;_risk_pragmatic,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,"Thank you, Madame.  Come on now - courage. Play me something you know.","1. FRAU SCHLUMBERG: Just one year.
2. MOZART to FRAU SCHLUMBERG: Who was your teacher?
3. FRAU SCHLUMBERG to MOZART: I was. But she quite outgrew the little I could show her.",speaker_higher_power,high_respect,speaker_higher_power,speaker_higher_power,high_respect,high_respect,MOZART,FRAU SCHLUMBERG,patron_artist,class_or_service,0.82,"Mozart is evaluating the listener's musical background and requesting a performance to judge her skill, making professional approval and artistic status central to the interaction.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,473,amadeus,m16,L30614,L30615,,u255,L30614,u262,"Well, I'm a good teacher. The next time you wish me to instruct another of your dogs, please let me know. Goodbye, Fraulein, goodbye, Madame! goodbye, Sir!",amadeus,474,"Well, I'm a good teacher. The next time you wish me to instruct another of your dogs, please let me know. Goodbye, Fraulein, goodbye, Madame! goodbye, Sir!",1,4,pragmatic|social|constraint|terminology,social:high|constraint:high|terminology:high,cat2_discourse_markers|_cue_social_request_form|_cue_social_addressed_request|_cue_constraint_longish|_cue_constraint_very_long|_cue_constraint_terminology_heavy|_cue_terminology_rare_strong|_cue_terminology_domain_combo,True,False,False,True,True,False,True,False,True,False,2,_risk_social;_risk_pragmatic,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,"Well, I'm a good teacher. The next time you wish me to instruct another of your dogs, please let me know. Goodbye, Fraulein, goodbye, Madame! goodbye, Sir!","1. SCHLUMBERG: It's a miracle, Herr Mozart!",roughly_equal_power,low_respect,roughly_equal_power,roughly_equal_power,low_respect,low_respect,MOZART,SCHLUMBERG,patron_artist,class_or_service,0.85,"Mozart describes himself as a 'teacher' whom the listener 'wishes' to 'instruct' someone, indicating a professional-dependence or patronage relationship.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,535,amadeus,m16,L30697,L30700,,u255,L30699,u247,"Well, ask her!",amadeus,536,"Well, ask her!",1,3,pragmatic|social|ambiguity,social:medium|ambiguity:medium,cat2_discourse_markers|_cue_social_addressed_command|_cue_ambiguity_fragment,True,False,False,True,True,False,False,False,False,True,3,_risk_social;_risk_pragmatic;_risk_ambiguity,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,"Well, ask her!","1. CONSTANZE: There's a young girl to see you.
2. MOZART to CONSTANZE: What does she want?
3. CONSTANZE to MOZART: I don't know.",speaker_higher_power,low_respect,speaker_higher_power,speaker_higher_power,low_respect,low_respect,MOZART,CONSTANZE,friend,friendship,0.75,"The characters communicate with informal familiarity and no honorifics, suggesting a close peer relationship rather than a formal service or court-based one.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,553,amadeus,m16,L30728,L30728,,u247,,,"Look, old man, you stay out of this. We spend a fortune on you, more than we can possibly afford, and all you do is criticize, morning to night. And then you think you can -",amadeus,554,"Look, old man, you stay out of this. We spend a fortune on you, more than we can possibly afford, and all you do is criticize, morning to night. And then you think you can -",1,2,pragmatic|constraint,constraint:high,cat2_discourse_markers|_cue_constraint_longish|_cue_constraint_very_long|_cue_constraint_fragmented,True,False,False,True,False,False,True,False,False,False,1,_risk_pragmatic,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,"Look, old man, you stay out of this. We spend a fortune on you, more than we can possibly afford, and all you do is criticize, morning to night. And then you think you can -",,speaker_higher_power,low_respect,speaker_higher_power,speaker_higher_power,low_respect,low_respect,CONSTANZE,,adversarial,adversarial,0.9,"The speaker uses a dismissive address ('old man'), commands the listener to 'stay out of this', and accuses them of being a financial burden who does nothing but 'criticize' from morning to night.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,555,amadeus,m16,L30728,L30730,,u247,L30729,u255,"No, it's right he should hear. I'm sick to death of it. We can't do anything right for you, can we?",amadeus,556,"No, it's right he should hear. I'm sick to death of it. We can't do anything right for you, can we?",1,2,register|constraint,register:medium|constraint:medium,_cue_register_colloquial_strong|_cue_constraint_longish|_cue_constraint_very_long,True,False,False,False,False,True,True,False,False,False,1,_risk_register,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,"No, it's right he should hear. I'm sick to death of it. We can't do anything right for you, can we?","1. CONSTANZE: Look, old man, you stay out of this. We spend a fortune on you, more than we can possibly afford, and all you do is criticize, morning to night. And then you think you can -
2. MOZART to CONSTANZE: Stanzi!",roughly_equal_power,low_respect,roughly_equal_power,roughly_equal_power,low_respect,low_respect,CONSTANZE,MOZART,friend,friendship,0.9,"Mozart uses a familiar nickname ('Stanzi') and Constanze refers to them collectively as 'we,' indicating a close, informal relationship.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,575,amadeus,m16,L30756,L30757,,u260,L30756,u253,Yes what?,amadeus,576,Yes what?,1,1,ambiguity,ambiguity:medium,_cue_ambiguity_fragment,True,False,False,False,False,False,False,False,False,True,1,_risk_ambiguity,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,Yes what?,"1. LORL: I think I've found out about the money, sir.",speaker_higher_power,neutral_respect,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect,SALIERI,LORL,class_service,class_or_service,0.85,"Lorl addresses Salieri as 'sir' and reports information to him, indicating a subordinate service-based relationship.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,577,amadeus,m16,L30759,L30760,,u253,L30759,u260,"In there, sir.",amadeus,578,"In there, sir.",1,1,ambiguity,ambiguity:high,_cue_ambiguity_deictic|_cue_ambiguity_fragment,True,False,False,False,False,False,False,False,False,True,1,_risk_ambiguity,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,"In there, sir.",1. SALIERI: Where does he work?,listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect,LORL,SALIERI,class_service,class_or_service,0.85,"LORL addresses SALIERI as 'sir' while providing information, indicating a status difference and a service-oriented interaction.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,579,amadeus,m16,L30761,L30762,,u255,L30761,u251,"Thank you, Sire!",amadeus,580,"Thank you, Sire!",1,2,social|ambiguity,social:medium|ambiguity:medium,_cue_social_addressed_command|_cue_ambiguity_fragment,True,False,False,False,True,False,False,False,False,True,2,_risk_social;_risk_ambiguity,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,"Thank you, Sire!","1. JOSEPH: Bravo, Mozart. Most charming. Yes, indeed. Clever man.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect,MOZART,JOSEPH,patron_artist,class_or_service,0.9,"Mozart responds with gratitude to the listener's artistic praise ('Bravo', 'Clever man'), addressing him as 'Sire' to acknowledge his status as a patron.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,600,amadeus,m16,L30791,L30794,,u260,L30793,u258,Never mind.,amadeus,601,Never mind.,1,1,ambiguity,ambiguity:medium,_cue_ambiguity_fragment,True,False,False,False,False,False,False,False,False,True,1,_risk_ambiguity,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,Never mind.,"1. ORSINI-ROSENBERG: Are you absolutely sure?
2. SALIERI to ORSINI-ROSENBERG: I've seen the manuscript.
3. ORSINI-ROSENBERG to SALIERI: Where?",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect,SALIERI,ORSINI-ROSENBERG,professional_ally,ally,0.8,"The characters are engaged in a professional discussion regarding the verification of a manuscript, suggesting a shared interest or strategic cooperation.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,607,amadeus,m16,L30802,L30803,,u255,L30802,u251,"Yes, Sire.",amadeus,608,"Yes, Sire.",1,1,ambiguity,ambiguity:medium,_cue_ambiguity_fragment,True,False,False,False,False,False,False,False,False,True,1,_risk_ambiguity,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,"Yes, Sire.","1. JOSEPH: Mozart, are you aware I have declared the French play of Figaro unsuitable for our theatre?",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect,MOZART,JOSEPH,court_authority,authority,0.95,Mozart addresses the listener as 'Sire' and acknowledges Joseph's imperial declaration regarding the theatre's repertoire.,success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,613,amadeus,m16,L30802,L30809,,u255,L30808,u251,"Well, Majesty, it is only a comedy.",amadeus,614,"Well, Majesty, it is only a comedy.",1,1,pragmatic,,cat2_discourse_markers,True,False,False,True,False,False,False,False,False,False,1,_risk_pragmatic,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,"Well, Majesty, it is only a comedy.","1. MOZART to JOSEPH: Yes, Sire.
2. JOSEPH to MOZART: Yet we hear you are making an opera from it. Is this true?
3. MOZART to JOSEPH: Who told you this, Majesty?
4. JOSEPH to MOZART: It is not your place to ask questions. Is it true?
5. MOZART to JOSEPH: Well, yes, I admit it is.
6. JOSEPH to MOZART: Would you tell me why?",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect,MOZART,JOSEPH,court_authority,authority,0.95,"Mozart addresses Joseph as 'Sire' and 'Majesty', and Joseph asserts his superior rank by telling Mozart it is not his place to ask questions.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,615,amadeus,m16,L30810,L30811,,u255,L30810,u258,"But, Your Majesty -",amadeus,616,"But, Your Majesty -",1,1,ambiguity,ambiguity:medium,_cue_ambiguity_fragment,True,False,False,False,False,False,False,False,False,True,1,_risk_ambiguity,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,"But, Your Majesty -","1. ORSINI-ROSENBERG: What you think, Mozart, is scarcely the point. It is what His Majesty thinks that counts.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect,MOZART,ORSINI-ROSENBERG,court_authority,authority,0.9,Orsini-Rosenberg dismisses Mozart's opinion by asserting the hierarchy of the court and the ultimate authority of the Emperor.,success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,617,amadeus,m16,L30812,L30813,,u255,L30812,u251,"Sire, I swear to Your Majesty, there's nothing like that in the story. I have taken out everything that could give offense. I hate politics.",amadeus,618,"Sire, I swear to Your Majesty, there's nothing like that in the story. I have taken out everything that could give offense. I hate politics.",1,2,social|constraint,social:medium|constraint:medium,_cue_social_addressed_command|_cue_constraint_longish|_cue_constraint_very_long,True,False,False,False,True,False,True,False,False,False,1,_risk_social,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,"Sire, I swear to Your Majesty, there's nothing like that in the story. I have taken out everything that could give offense. I hate politics.","1. JOSEPH: Mozart, I am a tolerant man. I do not censor things lightly. When I do, I have good reason. Figaro is a bad play. It stirs up hatred between the classes. In France it has caused nothing but bitterness. My own dear sister Antoinette writes me that she is beginning to be frightened of her own people. I do not wish to see the same fears starting here.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect,MOZART,JOSEPH,court_authority,authority,0.95,"Mozart addresses the listener as 'Sire' and 'Your Majesty,' while the listener discusses his imperial power to censor Mozart's artistic work.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,620,amadeus,m16,L30815,L30816,,u251,L30815,u255,"Ah, love again.",amadeus,621,"Ah, love again.",1,1,ambiguity,ambiguity:medium,_cue_ambiguity_fragment,True,False,False,False,False,False,False,False,False,True,1,_risk_ambiguity,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,"Ah, love again.","1. MOZART: But, Majesty, this is just a frolic. It's a piece about love.",speaker_higher_power,neutral_respect,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect,JOSEPH,MOZART,court_authority,authority,0.95,"Mozart addresses Joseph as 'Majesty,' establishing an imperial rank difference and a relationship based on court hierarchy.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,623,amadeus,m16,L30815,L30819,,u255,L30818,u251,"Guess! Guess, Majesty. Imagine the longest time such a thing could last, then double it.",amadeus,624,"Guess! Guess, Majesty. Imagine the longest time such a thing could last, then double it.",1,1,social,social:medium,_cue_social_addressed_command,True,False,False,False,True,False,False,False,False,False,1,_risk_social,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,"Guess! Guess, Majesty. Imagine the longest time such a thing could last, then double it.","1. MOZART: But, Majesty, this is just a frolic. It's a piece about love.
2. JOSEPH to MOZART: Ah, love again.
3. MOZART to JOSEPH: But it's new, it's entirely new. It's so new, people will go mad for it. For example, I have a scene in the second act - it starts as a duet, just a man and wife quarreling. Suddenly the wife's scheming little maid comes in unexpectedly - a very funny situation. Duet turns into trio. Then the husband's equally screaming valet comes in. Trio turns into quartet. Then a stupid old gardener - quartet becomes quintet, and so on.  On and on, sextet, septet, octet! How long do you think I can sustain that?
4. JOSEPH to MOZART: I have no idea.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect,MOZART,JOSEPH,patron_artist,class_or_service,0.95,"Mozart addresses Joseph as 'Majesty' and is pitching the technical merits and innovation of his opera, seeking the approval and engagement of his patron.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,631,amadeus,m16,L30831,L30831,,u255,,,"Forgive me, Majesty. I'm a vulgar man. But I assure you, my music is not.",amadeus,632,"Forgive me, Majesty. I'm a vulgar man. But I assure you, my music is not.",1,2,social|register,social:medium|register:medium,_cue_social_addressed_command|_cue_register_colloquial_strong,True,False,False,False,True,True,False,False,False,False,2,_risk_social;_risk_register,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,"Forgive me, Majesty. I'm a vulgar man. But I assure you, my music is not.",,listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect,MOZART,,court_authority,authority,0.95,"Mozart addresses the listener as 'Majesty,' signaling a formal relationship defined by the listener's imperial rank and authority.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,633,amadeus,m16,L30831,L30833,,u255,L30832,u251,"Sire, the whole opera is finished. Do you know how much work went into it?",amadeus,634,"Sire, the whole opera is finished. Do you know how much work went into it?",1,1,pragmatic,,cat2_discourse_markers,True,False,False,True,False,False,False,False,False,False,1,_risk_pragmatic,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,"Sire, the whole opera is finished. Do you know how much work went into it?","1. MOZART: Forgive me, Majesty. I'm a vulgar man. But I assure you, my music is not.
2. JOSEPH to MOZART: You are passionate, Mozart! But you do not persuade.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect,MOZART,JOSEPH,patron_artist,class_or_service,0.9,"Mozart addresses the listener as 'Majesty' and 'Sire' while defending the quality and labor of his 'opera,' seeking professional approval from a high-ranking authority.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
amadeus.zip,dialogue_metadata.csv,642,amadeus,m16,L30847,L30848,,u260,L30847,u258,About the ballet.,amadeus,643,About the ballet.,1,1,ambiguity,ambiguity:medium,_cue_ambiguity_fragment,True,False,False,False,False,False,False,False,False,True,1,_risk_ambiguity,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/amadeus/dialogue_metadata_risk_predictions.csv,About the ballet.,1. ORSINI-ROSENBERG: What anger?,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect,SALIERI,ORSINI-ROSENBERG,professional_ally,ally,0.55,The characters are exchanging information about a professional matter—anger regarding a ballet—indicating a cooperative professional relationship in an artistic or institutional setting.,success,True,/Users/canhui/Desktop/movie_social_re/data/processed/amadeus/re_clean.csv
