movie_name,movie_idx,conversation_id,utterance_id,timestamp,turn_index,utterance_order,speaker_id,speaker_name,reply_to,listener_id,listener_name,text
an officer and a gentleman,m154,L426873,L426875,,2,2,u2415,ZACK,L426874,u2412,PAULA,"Me, too."
an officer and a gentleman,m154,L426876,L426876,,0,0,u2414,SID,,,,What would you girls like to do? Want to stick around here for a little or... or could I suggest another plan...?
an officer and a gentleman,m154,L426876,L426877,,1,1,u2411,LYNETTE,L426876,u2414,SID,Like pick up some booze and go to a motel?
an officer and a gentleman,m154,L426876,L426878,,2,2,u2414,SID,L426877,u2411,LYNETTE,Or we could do that yeah.
an officer and a gentleman,m154,L426879,L426879,,0,0,u2412,PAULA,,,,I vote for the motel.
an officer and a gentleman,m154,L426879,L426880,,1,1,u2415,ZACK,L426879,u2412,PAULA,My kinda group!
an officer and a gentleman,m154,L426890,L426890,,0,0,u2411,LYNETTE,,,,God! I've never seen anything like that in my whole life! Did you see that guy's nose?
an officer and a gentleman,m154,L426890,L426891,,1,1,u2415,ZACK,L426890,u2411,LYNETTE,"Lynette, just keep your mouth shut until we get to the motel. Will you do that for me, please."
an officer and a gentleman,m154,L426890,L426892,,2,2,u2411,LYNETTE,L426891,u2415,ZACK,"Well, excuse me for livin'!"
an officer and a gentleman,m154,L426894,L426894,,0,0,u2415,ZACK,,,,I shouldn't have done that. I should've walked.
an officer and a gentleman,m154,L426894,L426895,,1,1,u2412,PAULA,L426894,u2415,ZACK,He didn't give you much choice.
an officer and a gentleman,m154,L426894,L426896,,2,2,u2415,ZACK,L426895,u2412,PAULA,There's always a choice.
an officer and a gentleman,m154,L426894,L426897,,3,3,u2412,PAULA,L426896,u2415,ZACK,Where'd you learn to fight like that?
an officer and a gentleman,m154,L426894,L426898,,4,4,u2415,ZACK,L426897,u2412,PAULA,"I don't feel like talking, if you don't mind."
an officer and a gentleman,m154,L426894,L426899,,5,5,u2412,PAULA,L426898,u2415,ZACK,"Opening up just a little wouldn't kill you, ya know."
an officer and a gentleman,m154,L426900,L426900,,0,0,u2415,ZACK,,,,"You want me to fuck you? Is that it? Okay, come here. Take your clothes off. Get into bed."
an officer and a gentleman,m154,L426900,L426901,,1,1,u2412,PAULA,L426900,u2415,ZACK,Where's that coming from? I wouldn't fuck now if my life depended on it!
an officer and a gentleman,m154,L426900,L426902,,2,2,u2415,ZACK,L426901,u2412,PAULA,Forget it. Just get out of here.
an officer and a gentleman,m154,L426903,L426903,,0,0,u2412,PAULA,,,,I don't know who you think you're talking to! I ain't some whore you brought here! I've been trying to be your friend and you treat me like shit!
an officer and a gentleman,m154,L426903,L426904,,1,1,u2415,ZACK,L426903,u2412,PAULA,Be a friend. Leave.
an officer and a gentleman,m154,L426903,L426905,,2,2,u2412,PAULA,L426904,u2415,ZACK,"You got no manners and you never tell the truth! You're nothin' special. And if you ask me, you got no chance at all of being an officer!"
an officer and a gentleman,m154,L426907,L426907,,0,0,u2415,ZACK,,,,You stayed after all.
an officer and a gentleman,m154,L426907,L426908,,1,1,u2412,PAULA,L426907,u2415,ZACK,"Wrong. I've driven a hundred and twenty miles, told a hundred and twenty lies, and said a hundred and twenty Hail Mary's since I saw you. Hungry?"
an officer and a gentleman,m154,L426907,L426909,,2,2,u2415,ZACK,L426908,u2412,PAULA,I'm starving.
an officer and a gentleman,m154,L426910,L426910,,0,0,u2415,ZACK,,,,"Paula, I never try to fool anybody about who I am, what I want... so if even in the back of your --"
an officer and a gentleman,m154,L426910,L426911,,1,1,u2412,PAULA,L426910,u2415,ZACK,I know who you are and what you want.
an officer and a gentleman,m154,L426910,L426912,,2,2,u2415,ZACK,L426911,u2412,PAULA,"What do you want, Paula? What do you really want?"
an officer and a gentleman,m154,L426910,L426913,,3,3,u2412,PAULA,L426912,u2415,ZACK,To have a good time with you until you have to go.
an officer and a gentleman,m154,L426910,L426914,,4,4,u2415,ZACK,L426913,u2412,PAULA,That's it?
an officer and a gentleman,m154,L426917,L426917,,0,0,u2412,PAULA,,,,"Zack, I dare you not to fall in love with me. I ain't gonna get serious with you, no way. But how can you resist me? I'm like candy."
an officer and a gentleman,m154,L426917,L426918,,1,1,u2415,ZACK,L426917,u2412,PAULA,You're better than candy.
an officer and a gentleman,m154,L426917,L426919,,2,2,u2412,PAULA,L426918,u2415,ZACK,I'm serious. It's gonna be hard to get enough.
an officer and a gentleman,m154,L426921,L426921,,0,0,u2412,PAULA,,,,"Zack, when you're through with a girl, what do you do? Do you say something or do you just... disappear?"
an officer and a gentleman,m154,L426921,L426922,,1,1,u2415,ZACK,L426921,u2412,PAULA,I've never had a girl.
an officer and a gentleman,m154,L426923,L426923,,0,0,u2415,ZACK,,,,I forgot to thank you for breakfast.
an officer and a gentleman,m154,L426923,L426924,,1,1,u2412,PAULA,L426923,u2415,ZACK,"Any time, sailor."
an officer and a gentleman,m154,L426927,L426927,,0,0,u2415,ZACK,,,,You okay?
an officer and a gentleman,m154,L426927,L426928,,1,1,u2414,SID,L426927,u2415,ZACK,Sure.
an officer and a gentleman,m154,L426932,L426932,,0,0,u2413,PERRYMAN,,,,"I'll never get it polished in time. Give me a buckle, Zack."
an officer and a gentleman,m154,L426932,L426933,,1,1,u2415,ZACK,L426932,u2413,PERRYMAN,I can't risk it.
an officer and a gentleman,m154,L426932,L426934,,2,2,u2413,PERRYMAN,L426933,u2415,ZACK,"You'd make it. He's just getting to the girls. Come on, Zack. I gotta see my family, man. I couldn't take it if he keeps me here over the weekend."
an officer and a gentleman,m154,L426932,L426935,,3,3,u2415,ZACK,L426934,u2413,PERRYMAN,"Sorry, pard. Wouldn't want you to get an honor violation."
an officer and a gentleman,m154,L426940,L426940,,0,0,u2408,FOLEY,,,,I want your D.O.R.
an officer and a gentleman,m154,L426940,L426941,,1,1,u2415,ZACK,L426940,u2408,FOLEY,"No, sir. You can kick me out, but I'm not quitting."
an officer and a gentleman,m154,L426940,L426942,,2,2,u2408,FOLEY,L426941,u2415,ZACK,"Get into your fatigues, Mayo. Before the weekend's out, you'll quit."
an officer and a gentleman,m154,L426945,L426945,,0,0,u2408,FOLEY,,,,"She may not make it through the program, but she's got more heart and more character than you'll ever have. I've seen your college record. I've never heard of most of those schools. Tell me something, Mayo. Did you buy that degree?"
an officer and a gentleman,m154,L426945,L426946,,1,1,u2415,ZACK,L426945,u2408,FOLEY,"No, sir! It was the hardest thing I ever did, sir! Until this."
an officer and a gentleman,m154,L426945,L426947,,2,2,u2408,FOLEY,L426946,u2415,ZACK,"That's a lie, Mayo. You've gone through a lot worse, haven't you?"
an officer and a gentleman,m154,L426948,L426948,,0,0,u2408,FOLEY,,,,"Stop eyeballing me, mister! I've looked through your file and done a little checking, and I know it all. I know about your mother. I know your old man's an alcoholic and a whore chaser. Life sure has dealt you some shitty cards! Hasn't it, Mayo?"
an officer and a gentleman,m154,L426948,L426949,,1,1,u2415,ZACK,L426948,u2408,FOLEY,"I'm doing okay, sir."
an officer and a gentleman,m154,L426948,L426950,,2,2,u2408,FOLEY,L426949,u2415,ZACK,"No you're not. You're failing the big one, baby, and I don't just mean in here. I mean in life. I've watched you, Mayo, and you don't mesh. You grab-ass and joke around but you don't make friends, not the way the others do."
an officer and a gentleman,m154,L426953,L426953,,0,0,u2408,FOLEY,,,,"Hey, what do you say we call off this little charade of yours over a couple of beers at Trader Jon's...? Come on, man. You're about as close to being officer material as me."
an officer and a gentleman,m154,L426953,L426954,,1,1,u2415,ZACK,L426953,u2408,FOLEY,"Sir, this candidate believes he'll make a good officer, sir!"
an officer and a gentleman,m154,L426953,L426955,,2,2,u2408,FOLEY,L426954,u2415,ZACK,"No way, Mayo. You don't give a shit about anybody but yourself and every single one of your classmates knows it. Think they'd trust you behind the controls of a plane they have to fly in? Hey, man, I figure you for the kind of guy who'd zip off one day in my F-14 and sell it to the Cubans."
an officer and a gentleman,m154,L426953,L426956,,3,3,u2415,ZACK,L426955,u2408,FOLEY,"Sir, that's not true! I love my country!"
an officer and a gentleman,m154,L426953,L426957,,4,4,u2408,FOLEY,L426956,u2415,ZACK,"Sell it to the Air Force, Mayo!"
an officer and a gentleman,m154,L426959,L426959,,0,0,u2415,ZACK,,,,"I want to fly, sir!"
an officer and a gentleman,m154,L426959,L426960,,1,1,u2408,FOLEY,L426959,u2415,ZACK,That's no reason. Everybody wants to fly. My grandmother wants to fly. You going after a job with one of the airlines?
an officer and a gentleman,m154,L426959,L426961,,2,2,u2415,ZACK,L426960,u2408,FOLEY,"I want to fly jets, sir!"
an officer and a gentleman,m154,L426959,L426962,,3,3,u2408,FOLEY,L426961,u2415,ZACK,Why? Because you can do it alone?
an officer and a gentleman,m154,L426959,L426963,,4,4,u2415,ZACK,L426962,u2408,FOLEY,"No, sir!"
an officer and a gentleman,m154,L426959,L426964,,5,5,u2408,FOLEY,L426963,u2415,ZACK,"What is it, the kicks? Is that it?"
an officer and a gentleman,m154,L426959,L426965,,6,6,u2415,ZACK,L426964,u2408,FOLEY,I don't want to do something anybody can do.
an officer and a gentleman,m154,L426959,L426966,,7,7,u2408,FOLEY,L426965,u2415,ZACK,Pity you don't have the character.
an officer and a gentleman,m154,L426959,L426967,,8,8,u2415,ZACK,L426966,u2408,FOLEY,"That's not true, sir! I've changed a lot since I've been here! And I'm gonna make it, sir!"
an officer and a gentleman,m154,L426959,L426968,,9,9,u2408,FOLEY,L426967,u2415,ZACK,"Not a fucking chance, asshole!"
an officer and a gentleman,m154,L426974,L426974,,0,0,u2408,FOLEY,,,,"Mayo, are those your friends?"
an officer and a gentleman,m154,L426974,L426975,,1,1,u2415,ZACK,L426974,u2408,FOLEY,"Yes, sir!"
an officer and a gentleman,m154,L426974,L426976,,2,2,u2408,FOLEY,L426975,u2415,ZACK,Maybe there's hope for you yet.
an officer and a gentleman,m154,L426977,L426977,,0,0,u2413,PERRYMAN,,,,"I see you didn't DOR, Mayo."
an officer and a gentleman,m154,L426977,L426978,,1,1,u2415,ZACK,L426977,u2413,PERRYMAN,"Hey, Sid, thanks."
an officer and a gentleman,m154,L426979,L426979,,0,0,u2415,ZACK,,,,"Hey, you guys still awake?"
an officer and a gentleman,m154,L426979,L426980,,1,1,u2414,SID,L426979,u2415,ZACK,Yeah.
an officer and a gentleman,m154,L426981,L426981,,0,0,u2415,ZACK,,,,"Hey, do you guys ever... feel like you don't belong here...?"
an officer and a gentleman,m154,L426981,L426982,,1,1,u2413,PERRYMAN,L426981,u2415,ZACK,Yeah. All week long.
an officer and a gentleman,m154,L426983,L426983,,0,0,u2414,SID,,,,"What's the matter, Sweet Pea. Foley finally starting to get to you?"
an officer and a gentleman,m154,L426983,L426984,,1,1,u2415,ZACK,L426983,u2414,SID,Naw.
an officer and a gentleman,m154,L426987,L426987,,0,0,u2415,ZACK,,,,"That isn't true, is it?"
an officer and a gentleman,m154,L426987,L426988,,1,1,u2414,SID,L426987,u2415,ZACK,A little.
an officer and a gentleman,m154,L426989,L426989,,0,0,u2415,ZACK,,,,How about that prick! He told me he wasn't officer material because he grew up poor like me.
an officer and a gentleman,m154,L426989,L426990,,1,1,u2413,PERRYMAN,L426989,u2415,ZACK,He said he grew up poor?
an officer and a gentleman,m154,L426989,L426991,,2,2,u2415,ZACK,L426990,u2413,PERRYMAN,The kid on the windy side of the baker's window. That's how he put it.
an officer and a gentleman,m154,L426989,L426992,,3,3,u2413,PERRYMAN,L426991,u2415,ZACK,Foley's not poor. Buddy of mine in oh-four told me he's the son of a rich doctor down in Louisiana.
an officer and a gentleman,m154,L426995,L426995,,0,0,u2415,ZACK,,,,That was great.
an officer and a gentleman,m154,L426995,L426996,,1,1,u2412,PAULA,L426995,u2415,ZACK,It sure was.
an officer and a gentleman,m154,L426997,L426997,,0,0,u2412,PAULA,,,,Want me to get a towel?
an officer and a gentleman,m154,L426997,L426998,,1,1,u2415,ZACK,L426997,u2412,PAULA,I'll get it if you want.
an officer and a gentleman,m154,L426997,L426999,,2,2,u2412,PAULA,L426998,u2415,ZACK,I don't want you to move.
an officer and a gentleman,m154,L426997,L427000,,3,3,u2415,ZACK,L426999,u2412,PAULA,I don't want to move. But somebody has to move sometime. Eventually.
an officer and a gentleman,m154,L426997,L427001,,4,4,u2412,PAULA,L427000,u2415,ZACK,"They found them like that, shriveled up from weeks without food or water..."
an officer and a gentleman,m154,L427004,L427004,,0,0,u2412,PAULA,,,,"You know, sometimes I wish I was one of those girls they're letting in the flight program these days. God, I'd love to fly."
an officer and a gentleman,m154,L427004,L427005,,1,1,u2415,ZACK,L427004,u2412,PAULA,What's stopping you?
an officer and a gentleman,m154,L427006,L427006,,0,0,u2412,PAULA,,,,"I don't care what the magazines say... it's just not as easy being a girl, especially from a Catholic family. You don't know the junk I grew up listening to, 'bout the way women are supposed to think and act."
an officer and a gentleman,m154,L427006,L427007,,1,1,u2415,ZACK,L427006,u2412,PAULA,That's no excuse for not going after what you want.
an officer and a gentleman,m154,L427006,L427008,,2,2,u2412,PAULA,L427007,u2415,ZACK,"Who says I'm not going after what I want? My mother's thirty-nine years old and she still works in that factory. Every time I see her, I know exactly what I don't want."
an officer and a gentleman,m154,L427009,L427009,,0,0,u2415,ZACK,,,,My old lady swallowed a bottle of pills one day while I was at school.
an officer and a gentleman,m154,L427009,L427010,,1,1,u2412,PAULA,L427009,u2415,ZACK,God.
an officer and a gentleman,m154,L427009,L427011,,2,2,u2415,ZACK,L427010,u2412,PAULA,The thing that really got to me... she didn't leave a note. Nothing. I've always hated her for that.
an officer and a gentleman,m154,L427009,L427012,,3,3,u2412,PAULA,L427011,u2415,ZACK,Does it still hurt?
an officer and a gentleman,m154,L427009,L427013,,4,4,u2415,ZACK,L427012,u2412,PAULA,"Naw. You're alone in this world no matter what kinda folks or background you had. Nothing hurts, pard, once you got that one down."
an officer and a gentleman,m154,L427015,L427015,,0,0,u2415,ZACK,,,,I'm sorry. I can't sit with you.
an officer and a gentleman,m154,L427015,L427016,,1,1,u2412,PAULA,L427015,u2415,ZACK,I understand. Maybe we'll see each other after the show...
an officer and a gentleman,m154,L427018,L427018,,0,0,u2405,BYRON,,,,Who's that?
an officer and a gentleman,m154,L427018,L427019,,1,1,u2415,ZACK,L427018,u2405,BYRON,Nobody. Just a girl I've been making it with the last couple of weekends.
an officer and a gentleman,m154,L427018,L427020,,2,2,u2405,BYRON,L427019,u2415,ZACK,Great ass.
an officer and a gentleman,m154,L427018,L427021,,3,3,u2415,ZACK,L427020,u2405,BYRON,"Yeah, I sort of thought so myself."
an officer and a gentleman,m154,L427018,L427022,,4,4,u2405,BYRON,L427021,u2415,ZACK,"Better watch out for that kind, Zackie. You know what they call 'em, don't ya?"
an officer and a gentleman,m154,L427018,L427023,,5,5,u2415,ZACK,L427022,u2405,BYRON,"Yeah, I know."
an officer and a gentleman,m154,L427018,L427024,,6,6,u2405,BYRON,L427023,u2415,ZACK,"Back east in Newport, Rhode Island, they call 'em the Fall River Debs. In Pensacola, the Mobile Debs. In Norfolk --"
an officer and a gentleman,m154,L427018,L427025,,7,7,u2415,ZACK,L427024,u2405,BYRON,That what she was... a Norfolk Deb?
an officer and a gentleman,m154,L427018,L427026,,8,8,u2405,BYRON,L427025,u2415,ZACK,"Who? Aw shit, Zackie, let's not get off on your mother again, please."
an officer and a gentleman,m154,L427018,L427027,,9,9,u2415,ZACK,L427026,u2405,BYRON,"What if I want to talk about her, pard? What then? You know, that's all I've ever heard from you, since I was a kid... you never want to talk about that, man, and it's important."
an officer and a gentleman,m154,L427018,L427028,,10,10,u2405,BYRON,L427027,u2415,ZACK,There's nothing to talk about. Two goddamn times I made it with your old lady. We barely even talked.
an officer and a gentleman,m154,L427029,L427029,,0,0,u2415,ZACK,,,,That's not how she told it. She said you wrote her every week you were away.
an officer and a gentleman,m154,L427029,L427030,,1,1,u2405,BYRON,L427029,u2415,ZACK,I wrote. Not every week...
an officer and a gentleman,m154,L427029,L427031,,2,2,u2415,ZACK,L427030,u2405,BYRON,"She said you told her in every letter how much you loved her, how you wanted to marry her, have children with her..."
an officer and a gentleman,m154,L427029,L427032,,3,3,u2405,BYRON,L427031,u2415,ZACK,I never said any of that!
an officer and a gentleman,m154,L427029,L427033,,4,4,u2415,ZACK,L427032,u2405,BYRON,"I found them, pard, and read them myself, right after she did it!"
an officer and a gentleman,m154,L427029,L427034,,5,5,u2405,BYRON,L427033,u2415,ZACK,"Okay, I wrote those things... and yeah, I had big thoughts of getting together with your mom... but when she hit me with being pregnant, I saw who she was. I'd had quiff lay that shit on me before!"
an officer and a gentleman,m154,L427029,L427035,,6,6,u2415,ZACK,L427034,u2405,BYRON,"What did you call her? What did I hear you call her, you son of a bitch?"
an officer and a gentleman,m154,L427038,L427038,,0,0,u2412,PAULA,,,,What's the matter?
an officer and a gentleman,m154,L427038,L427039,,1,1,u2415,ZACK,L427038,u2412,PAULA,"Nothing. Go back to the show, Paula."
an officer and a gentleman,m154,L427038,L427040,,2,2,u2412,PAULA,L427039,u2415,ZACK,I've seen all that a hundred times.
an officer and a gentleman,m154,L427038,L427041,,3,3,u2415,ZACK,L427040,u2412,PAULA,"Hey, will you just leave me alone?"
an officer and a gentleman,m154,L427044,L427044,,0,0,u2415,ZACK,,,,Come on. Invite me. All day the idea of a family Sunday dinner's been coming into my head. Since you're the only one I know around here with family...
an officer and a gentleman,m154,L427044,L427045,,1,1,u2412,PAULA,L427044,u2415,ZACK,"Zack, I don't know if I want to do that..."
an officer and a gentleman,m154,L427047,L427047,,0,0,u2415,ZACK,,,,"Hey, what about Sunday dinner? When're you gonna let me know?"
an officer and a gentleman,m154,L427047,L427048,,1,1,u2412,PAULA,L427047,u2415,ZACK,When I'm good and ready.
an officer and a gentleman,m154,L427050,L427050,,0,0,u2411,LYNETTE,,,,You serious about having him over?
an officer and a gentleman,m154,L427050,L427051,,1,1,u2412,PAULA,L427050,u2411,LYNETTE,I haven't made up my mind.
an officer and a gentleman,m154,L427052,L427052,,0,0,u2411,LYNETTE,,,,"Paula, how far would you go to catch Zack?"
an officer and a gentleman,m154,L427052,L427053,,1,1,u2412,PAULA,L427052,u2411,LYNETTE,What do you mean?
an officer and a gentleman,m154,L427052,L427054,,2,2,u2411,LYNETTE,L427053,u2412,PAULA,You know what I mean. Would you... let yourself get pregnant?
an officer and a gentleman,m154,L427052,L427055,,3,3,u2412,PAULA,L427054,u2411,LYNETTE,No way... Would you?
an officer and a gentleman,m154,L427052,L427056,,4,4,u2411,LYNETTE,L427055,u2412,PAULA,"I never used to think I'd do something like that, but now I'm not so sure. You ask me, nine weeks just ain't long enough to get a guy to fall in love with you."
an officer and a gentleman,m154,L427052,L427057,,5,5,u2412,PAULA,L427056,u2411,LYNETTE,"That don't justify trying to trap a boy by getting pregnant, Lynette! Nothing justifies that. I can't believe you're even thinking like that. I mean, that's really backward."
an officer and a gentleman,m154,L427052,L427058,,6,6,u2411,LYNETTE,L427057,u2412,PAULA,"No more backward, if you ask me, than the way these hotshot assholes fuck us, then ditch us. Don't you ever feel used, Paula? Don't you ever feel like if this is all you get for your trouble then the sonofabitch ought to be paying for it...?"
an officer and a gentleman,m154,L427052,L427059,,7,7,u2412,PAULA,L427058,u2411,LYNETTE,No. I never feel like that.
an officer and a gentleman,m154,L427052,L427060,,8,8,u2411,LYNETTE,L427059,u2412,PAULA,I do.
an officer and a gentleman,m154,L427066,L427066,,0,0,u2415,ZACK,,,,Hi.
an officer and a gentleman,m154,L427066,L427067,,1,1,u2412,PAULA,L427066,u2415,ZACK,Are those for me?
an officer and a gentleman,m154,L427066,L427068,,2,2,u2415,ZACK,L427067,u2412,PAULA,"No, they're for your mom."
an officer and a gentleman,m154,L427075,L427075,,0,0,u2407,ESTHER,,,,"He doesn't mean anything by it, Zack. Do you, Joe?"
an officer and a gentleman,m154,L427075,L427076,,1,1,u2410,JOE,L427075,u2407,ESTHER,I don't mean anything by it.
an officer and a gentleman,m154,L427080,L427080,,0,0,u2412,PAULA,,,,I'm so embarrassed. I knew I shouldn't have brought you here.
an officer and a gentleman,m154,L427080,L427081,,1,1,u2415,ZACK,L427080,u2412,PAULA,"No, it's okay. It was a great free meal. Everybody was so uptight I felt sorry for you."
an officer and a gentleman,m154,L427080,L427082,,2,2,u2412,PAULA,L427081,u2415,ZACK,That's okay. I'm used to it.
an officer and a gentleman,m154,L427083,L427083,,0,0,u2412,PAULA,,,,"So, after you graduate you go on to basic flight, right? Is that in Pensacola?"
an officer and a gentleman,m154,L427083,L427084,,1,1,u2415,ZACK,L427083,u2412,PAULA,"Yeah, then if I get jets, it's on to Beeville, Texas."
an officer and a gentleman,m154,L427085,L427085,,0,0,u2412,PAULA,,,,"Zack, do you ever think about what it'd be like to have kids... a family."
an officer and a gentleman,m154,L427085,L427086,,1,1,u2415,ZACK,L427085,u2412,PAULA,No. Is that what you want?
an officer and a gentleman,m154,L427085,L427087,,2,2,u2412,PAULA,L427086,u2415,ZACK,Some day. When I'm sure I can do a better job of it than my folks.
an officer and a gentleman,m154,L427085,L427088,,3,3,u2415,ZACK,L427087,u2412,PAULA,What would you do differently?
an officer and a gentleman,m154,L427085,L427089,,4,4,u2412,PAULA,L427088,u2415,ZACK,"For a start, I wouldn't marry a man I wasn't in love with."
an officer and a gentleman,m154,L427085,L427090,,5,5,u2415,ZACK,L427089,u2412,PAULA,Why'd your mom marry that guy if she didn't love him?
an officer and a gentleman,m154,L427085,L427091,,6,6,u2412,PAULA,L427090,u2415,ZACK,Because my real father wouldn't marry her.
an officer and a gentleman,m154,L427085,L427092,,7,7,u2415,ZACK,L427091,u2412,PAULA,Your real father?
an officer and a gentleman,m154,L427094,L427094,,0,0,u2415,ZACK,,,,Your real father was an Officer candidate like me?
an officer and a gentleman,m154,L427094,L427095,,1,1,u2412,PAULA,L427094,u2415,ZACK,Twenty-two years ago.
an officer and a gentleman,m154,L427094,L427096,,2,2,u2415,ZACK,L427095,u2412,PAULA,No wonder he was looking at me like that.
an officer and a gentleman,m154,L427098,L427098,,0,0,u2412,PAULA,,,,Call me during the week if you get the chance.
an officer and a gentleman,m154,L427098,L427099,,1,1,u2415,ZACK,L427098,u2412,PAULA,"I'll try, but this week we go into survival training, so I can't make any promises. Well, thanks again for dinner. Thank your mom again for me, will you?"
an officer and a gentleman,m154,L427098,L427100,,2,2,u2412,PAULA,L427099,u2415,ZACK,"Sure. Zack, I hope you know I didn't have to show you that picture."
an officer and a gentleman,m154,L427098,L427101,,3,3,u2415,ZACK,L427100,u2412,PAULA,I know that.
an officer and a gentleman,m154,L427103,L427103,,0,0,u2414,SID,,,,"I kid you not, Mayo, I am in love. We must've set a new indoor record today. You want to know how many times we did it?"
an officer and a gentleman,m154,L427103,L427104,,1,1,u2415,ZACK,L427103,u2414,SID,"You'd better get smart, man. It's time to walk away."
an officer and a gentleman,m154,L427103,L427105,,2,2,u2414,SID,L427104,u2415,ZACK,What? You've gotta be kidding!
an officer and a gentleman,m154,L427103,L427106,,3,3,u2415,ZACK,L427105,u2414,SID,Remember what Foley said? His little warning? Those are the girls he was talking about. They're out to marry us any way they can.
an officer and a gentleman,m154,L427103,L427107,,4,4,u2414,SID,L427106,u2415,ZACK,"I don't believe that. They're just having a good time, same as us."
an officer and a gentleman,m154,L427103,L427108,,5,5,u2415,ZACK,L427107,u2414,SID,"That's what they want you to think, but I saw where she lived, what is she's trying to get away from. Just take my word for it, pard. Break it off now. Do it this week."
an officer and a gentleman,m154,L427117,L427117,,0,0,u2411,LYNETTE,,,,"Sid Worley, I think you're ashamed of me."
an officer and a gentleman,m154,L427117,L427118,,1,1,u2414,SID,L427117,u2411,LYNETTE,"Ashamed? No -- I love you, Lynette. I mean that. After I leave them, I'll meet you at the motel, okay?"
an officer and a gentleman,m154,L427117,L427119,,2,2,u2411,LYNETTE,L427118,u2414,SID,"If you won't take me to dinner with your parents, I won't meet you at the motel."
an officer and a gentleman,m154,L427117,L427120,,3,3,u2414,SID,L427119,u2411,LYNETTE,"Lynette, I told you already, it won't work."
an officer and a gentleman,m154,L427117,L427121,,4,4,u2411,LYNETTE,L427120,u2414,SID,"Then, I'll see you around."
an officer and a gentleman,m154,L427136,L427136,,0,0,u2414,SID,,,,Thanks for covering for me.
an officer and a gentleman,m154,L427136,L427137,,1,1,u2415,ZACK,L427136,u2414,SID,"No problem, but who's Susan?"
an officer and a gentleman,m154,L427136,L427138,,2,2,u2414,SID,L427137,u2415,ZACK,"My girl back home. We're supposed to get married after I get my wings. She was Tommy's girl. They were engaged to be married before he died. I should've told you about her. I don't know why I didn't, except I didn't want you to think I was a shit for making it with Lynette."
an officer and a gentleman,m154,L427136,L427139,,3,3,u2415,ZACK,L427138,u2414,SID,"I'm not your folks, man. You love this... Susan?"
an officer and a gentleman,m154,L427136,L427140,,4,4,u2414,SID,L427139,u2415,ZACK,She's the sweetest person I've ever known. Loves kids. Works with handicapped kids every afternoon at the church. Everybody loves her.
an officer and a gentleman,m154,L427136,L427141,,5,5,u2415,ZACK,L427140,u2414,SID,"I didn't ask you all that, Sweet Pea. I asked if you loved her."
an officer and a gentleman,m154,L427136,L427142,,6,6,u2414,SID,L427141,u2415,ZACK,"Listen, I'm not going to go to that little reunion party. I'm meeting Lynette at the motel. Best head in fifty-two states. After three days of survival training, how could I resist?"
an officer and a gentleman,m154,L427143,L427143,,0,0,u2415,ZACK,,,,You should've done what I did. A clean break.
an officer and a gentleman,m154,L427143,L427144,,1,1,u2414,SID,L427143,u2415,ZACK,Lynette told me it really tore her up when you didn't call this week.
an officer and a gentleman,m154,L427157,L427157,,0,0,u2406,CASEY,,,,"Zack, we've got to go."
an officer and a gentleman,m154,L427157,L427158,,1,1,u2415,ZACK,L427157,u2406,CASEY,"Just trying to have fun. That fucking prison is really starting to get to me. C'mon, Seeger. Gimme a push. Fuck you guys! I'll do it myself!"
an officer and a gentleman,m154,L427164,L427164,,0,0,u2414,SID,,,,"By the way, shouldn't you have had a period by now?"
an officer and a gentleman,m154,L427164,L427165,,1,1,u2411,LYNETTE,L427164,u2414,SID,"I'm a little late, that's all."
an officer and a gentleman,m154,L427164,L427166,,2,2,u2414,SID,L427165,u2411,LYNETTE,How late?
an officer and a gentleman,m154,L427164,L427167,,3,3,u2411,LYNETTE,L427166,u2414,SID,"What difference does it make? If anything was to happen, which I'm sure it isn't, it would be my responsibility."
an officer and a gentleman,m154,L427164,L427168,,4,4,u2414,SID,L427167,u2411,LYNETTE,"Exactly how late are you, Lynette?"
an officer and a gentleman,m154,L427164,L427169,,5,5,u2411,LYNETTE,L427168,u2414,SID,"What do you care? Suppose I was pregnant. Just suppose it. You don't think I'd try to make you do anything you don't want to, do you?"
an officer and a gentleman,m154,L427164,L427170,,6,6,u2414,SID,L427169,u2411,LYNETTE,"No. But that's not the only issue here, sweetheart. There's a lot more to it than that."
an officer and a gentleman,m154,L427171,L427171,,0,0,u2411,LYNETTE,,,,"What other issue is there, Sid?"
an officer and a gentleman,m154,L427171,L427172,,1,1,u2414,SID,L427171,u2411,LYNETTE,"My responsibility as its father, for one. I mean, if I've made you pregnant, I'd want to... do the right thing."
an officer and a gentleman,m154,L427173,L427173,,0,0,u2414,SID,,,,"...I'd want to pay for the abortion... I'd want to be with you through the whole thing... by your side. So how late are you, Lynette?"
an officer and a gentleman,m154,L427173,L427174,,1,1,u2411,LYNETTE,L427173,u2414,SID,Let's just wait and see what happens.
an officer and a gentleman,m154,L427176,L427176,,0,0,u2415,ZACK,,,,Talk to me in the morning. I feel like shit.
an officer and a gentleman,m154,L427176,L427177,,1,1,u2414,SID,L427176,u2415,ZACK,But it can't wait.
an officer and a gentleman,m154,L427179,L427179,,0,0,u2415,ZACK,,,,"Calm down, Sweet Pea. She seen a doctor?"
an officer and a gentleman,m154,L427179,L427180,,1,1,u2414,SID,L427179,u2415,ZACK,"No, but she's gotta be at least a month late."
