modeling_row_id,movie_name,conversation_id,utterance_id,context_6_turns,current_text,final_power_dynamic,final_respect_level,model_text,speaker_name,listener_name,judge1_power_dynamic,judge2_power_dynamic,judge1_respect_level,judge2_respect_level
234,amadeus,L30533,L30539,"1. SALIERI: Why didn't you come to me yesterday, Mozart? This is a most painful situation. Yesterday I could have helped you. Today, I can't.
2. MOZART to SALIERI: Why? Here is the music. It's here. I am submitting it humbly. Isn't that what you wanted?
3. SALIERI to MOZART: I have just come from the palace. The post has been filled.
4. MOZART to SALIERI: Filled? That's impossible! They haven't even seen my work. I need this post. Please, can't you help me? Please!
5. SALIERI to MOZART: My dear Mozart, there is no one in the world I would rather help, but now it is too late.
6. MOZART to SALIERI: Whom did they choose?",Herr Sommer.,speaker_higher_power,neutral_respect,"Context:
1. SALIERI: Why didn't you come to me yesterday, Mozart? This is a most painful situation. Yesterday I could have helped you. Today, I can't.
2. MOZART to SALIERI: Why? Here is the music. It's here. I am submitting it humbly. Isn't that what you wanted?
3. SALIERI to MOZART: I have just come from the palace. The post has been filled.
4. MOZART to SALIERI: Filled? That's impossible! They haven't even seen my work. I need this post. Please, can't you help me? Please!
5. SALIERI to MOZART: My dear Mozart, there is no one in the world I would rather help, but now it is too late.
6. MOZART to SALIERI: Whom did they choose?

Current turn:
Herr Sommer.",SALIERI,MOZART,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
236,amadeus,L30544,L30552,"1. MOZART to SALIERI: No, but I'm broke. I'm always broke. I don't know why.
2. SALIERI to MOZART: It has been said, my friend, that you are inclined to live somewhat above your means.
3. MOZART to SALIERI: How can anyone say that? We have no cook, no maid. We have no footman. Nothing at all!
4. SALIERI to MOZART: How is that possible? You give concerts, don't you? I hear they are quite successful.
5. MOZART to SALIERI: They're stupendously successful. You can't get a seat. The only problem is none will hire me. They all want to hear me play, but they won't let me teach their daughters. As if I was some kind of fiend. I'm not a fiend!
6. SALIERI to MOZART: Of course not.",Do you have a daughter?,roughly_equal_power,neutral_respect,"Context:
1. MOZART to SALIERI: No, but I'm broke. I'm always broke. I don't know why.
2. SALIERI to MOZART: It has been said, my friend, that you are inclined to live somewhat above your means.
3. MOZART to SALIERI: How can anyone say that? We have no cook, no maid. We have no footman. Nothing at all!
4. SALIERI to MOZART: How is that possible? You give concerts, don't you? I hear they are quite successful.
5. MOZART to SALIERI: They're stupendously successful. You can't get a seat. The only problem is none will hire me. They all want to hear me play, but they won't let me teach their daughters. As if I was some kind of fiend. I'm not a fiend!
6. SALIERI to MOZART: Of course not.

Current turn:
Do you have a daughter?",MOZART,SALIERI,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
237,amadeus,L30544,L30561,"1. SALIERI to MOZART: Ah, how exciting! Tell me more.
2. MOZART to SALIERI: I'd better not. It's a bit of a secret.
3. SALIERI to MOZART: Come, come, Mozart; I'm interested. Truly.
4. MOZART to SALIERI: Actually, it's a big secret. Oh, this is delicious! What is it?
5. SALIERI to MOZART: Cream cheese mixed with granulated sugar and suffused with rum. Crema al Mascarpone.
6. MOZART to SALIERI: Ah. Italian?",Forgive me. We all have patriotic feelings of some kind.,roughly_equal_power,high_respect,"Context:
1. SALIERI to MOZART: Ah, how exciting! Tell me more.
2. MOZART to SALIERI: I'd better not. It's a bit of a secret.
3. SALIERI to MOZART: Come, come, Mozart; I'm interested. Truly.
4. MOZART to SALIERI: Actually, it's a big secret. Oh, this is delicious! What is it?
5. SALIERI to MOZART: Cream cheese mixed with granulated sugar and suffused with rum. Crema al Mascarpone.
6. MOZART to SALIERI: Ah. Italian?

Current turn:
Forgive me. We all have patriotic feelings of some kind.",SALIERI,MOZART,roughly_equal_power,roughly_equal_power,high_respect,high_respect
239,amadeus,L30544,L30565,"1. SALIERI to MOZART: Cream cheese mixed with granulated sugar and suffused with rum. Crema al Mascarpone.
2. MOZART to SALIERI: Ah. Italian?
3. SALIERI to MOZART: Forgive me. We all have patriotic feelings of some kind.
4. MOZART to SALIERI: Two thousand, two hundred florins is all I need A hundred? Fifty?
5. SALIERI to MOZART: What exactly are you working on?
6. MOZART to SALIERI: I can't say. Really","I don't think you should become known in Vienna as a debtor, Mozart. However, I know a very distinguished gentleman I could recommend to you. And he has a daughter. Will that do?",speaker_higher_power,neutral_respect,"Context:
1. SALIERI to MOZART: Cream cheese mixed with granulated sugar and suffused with rum. Crema al Mascarpone.
2. MOZART to SALIERI: Ah. Italian?
3. SALIERI to MOZART: Forgive me. We all have patriotic feelings of some kind.
4. MOZART to SALIERI: Two thousand, two hundred florins is all I need A hundred? Fifty?
5. SALIERI to MOZART: What exactly are you working on?
6. MOZART to SALIERI: I can't say. Really

Current turn:
I don't think you should become known in Vienna as a debtor, Mozart. However, I know a very distinguished gentleman I could recommend to you. And he has a daughter. Will that do?",SALIERI,MOZART,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
240,amadeus,L30566,L30568,"1. SCHLUMBERG: Quiet! Quiet! Quiet! Down there, damn you.  Welcome to you. Pay no attention, they're impossible. Stop it, you willful things! Come this way. Just ignore them. They're perfectly harmless, just willful. I treat them just like my own children.
2. MOZART to SCHLUMBERG: And which one of them do you want me to teach?","What? Ha-ha! That's funny - I like it. Which one, eh? You're a funny fellow.  Hannah! Come this way.",speaker_higher_power,neutral_respect,"Context:
1. SCHLUMBERG: Quiet! Quiet! Quiet! Down there, damn you.  Welcome to you. Pay no attention, they're impossible. Stop it, you willful things! Come this way. Just ignore them. They're perfectly harmless, just willful. I treat them just like my own children.
2. MOZART to SCHLUMBERG: And which one of them do you want me to teach?

Current turn:
What? Ha-ha! That's funny - I like it. Which one, eh? You're a funny fellow.  Hannah! Come this way.",SCHLUMBERG,MOZART,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
241,amadeus,L30573,L30574,1. FRAU SCHLUMBERG: Upstairs.,Gertrude!,roughly_equal_power,neutral_respect,"Context:
1. FRAU SCHLUMBERG: Upstairs.

Current turn:
Gertrude!",SCHLUMBERG,FRAU SCHLUMBERG,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
242,amadeus,L30573,L30575,"1. FRAU SCHLUMBERG: Upstairs.
2. SCHLUMBERG to FRAU SCHLUMBERG: Gertrude!",You can't be Herr Mozart!,roughly_equal_power,neutral_respect,"Context:
1. FRAU SCHLUMBERG: Upstairs.
2. SCHLUMBERG to FRAU SCHLUMBERG: Gertrude!

Current turn:
You can't be Herr Mozart!",FRAU SCHLUMBERG,SCHLUMBERG,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
243,amadeus,L30578,L30579,1. FRAU SCHLUMBERG: I've heard about you for ages! I thought you must be an old man.,Gertrude!,roughly_equal_power,neutral_respect,"Context:
1. FRAU SCHLUMBERG: I've heard about you for ages! I thought you must be an old man.

Current turn:
Gertrude!",SCHLUMBERG,FRAU SCHLUMBERG,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
244,amadeus,L30578,L30580,"1. FRAU SCHLUMBERG: I've heard about you for ages! I thought you must be an old man.
2. SCHLUMBERG to FRAU SCHLUMBERG: Gertrude!","It's such an honour for us to have you here, Herr Mozart. And for Gertrude.",listener_higher_power,high_respect,"Context:
1. FRAU SCHLUMBERG: I've heard about you for ages! I thought you must be an old man.
2. SCHLUMBERG to FRAU SCHLUMBERG: Gertrude!

Current turn:
It's such an honour for us to have you here, Herr Mozart. And for Gertrude.",FRAU SCHLUMBERG,SCHLUMBERG,listener_higher_power,listener_higher_power,high_respect,high_respect
245,amadeus,L30578,L30581,"1. FRAU SCHLUMBERG: I've heard about you for ages! I thought you must be an old man.
2. SCHLUMBERG to FRAU SCHLUMBERG: Gertrude!
3. FRAU SCHLUMBERG to SCHLUMBERG: It's such an honour for us to have you here, Herr Mozart. And for Gertrude.","People who know say the girl's got talent. You must judge for yourself. If you think she stinks, say so.",roughly_equal_power,neutral_respect,"Context:
1. FRAU SCHLUMBERG: I've heard about you for ages! I thought you must be an old man.
2. SCHLUMBERG to FRAU SCHLUMBERG: Gertrude!
3. FRAU SCHLUMBERG to SCHLUMBERG: It's such an honour for us to have you here, Herr Mozart. And for Gertrude.

Current turn:
People who know say the girl's got talent. You must judge for yourself. If you think she stinks, say so.",SCHLUMBERG,FRAU SCHLUMBERG,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
246,amadeus,L30587,L30589,"1. FRAU SCHLUMBERG: Perhaps a little refreshment first? A little coffee, or a little chocolate?
2. MOZART to FRAU SCHLUMBERG: I'd like a little wine, if you have it.",Wine?,roughly_equal_power,neutral_respect,"Context:
1. FRAU SCHLUMBERG: Perhaps a little refreshment first? A little coffee, or a little chocolate?
2. MOZART to FRAU SCHLUMBERG: I'd like a little wine, if you have it.

Current turn:
Wine?",FRAU SCHLUMBERG,MOZART,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
248,amadeus,L30605,L30605,,I said play!,speaker_higher_power,low_respect,"Current turn:
I said play!",SCHLUMBERG,,speaker_higher_power,speaker_higher_power,low_respect,low_respect
250,amadeus,L30614,L30615,"1. SCHLUMBERG: It's a miracle, Herr Mozart!","Well, I'm a good teacher. The next time you wish me to instruct another of your dogs, please let me know. Goodbye, Fraulein, goodbye, Madame! goodbye, Sir!",roughly_equal_power,low_respect,"Context:
1. SCHLUMBERG: It's a miracle, Herr Mozart!

Current turn:
Well, I'm a good teacher. The next time you wish me to instruct another of your dogs, please let me know. Goodbye, Fraulein, goodbye, Madame! goodbye, Sir!",MOZART,SCHLUMBERG,roughly_equal_power,roughly_equal_power,low_respect,low_respect
251,amadeus,L30616,L30617,1. FRAU SCHLUMBERG: What a strange young man.,Yes. He is a little strange.,roughly_equal_power,neutral_respect,"Context:
1. FRAU SCHLUMBERG: What a strange young man.

Current turn:
Yes. He is a little strange.",SCHLUMBERG,FRAU SCHLUMBERG,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
252,amadeus,L30623,L30623,,"Feed? Well, of course she feeds me. She stuffs me like a goose all day long. She's the best cook in the world. I mean, since Mama. Just wait, you'll see.",roughly_equal_power,neutral_respect,"Current turn:
Feed? Well, of course she feeds me. She stuffs me like a goose all day long. She's the best cook in the world. I mean, since Mama. Just wait, you'll see.",MOZART,,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
254,amadeus,L30626,L30627,1. LEOPOLD: Do you always live like this?,"Oh, yes. Oh, I mean no - not exactly like this. I mean today - just today, Stanzi - I remember now. She had to go - yes! She had to help her mother. Yes, she's like that. Her mother's a very sweet woman, you'll see.",listener_higher_power,neutral_respect,"Context:
1. LEOPOLD: Do you always live like this?

Current turn:
Oh, yes. Oh, I mean no - not exactly like this. I mean today - just today, Stanzi - I remember now. She had to go - yes! She had to help her mother. Yes, she's like that. Her mother's a very sweet woman, you'll see.",MOZART,LEOPOLD,listener_higher_power,listener_higher_power,neutral_respect,neutral_respect
257,amadeus,L30630,L30643,"1. LEOPOLD to MOZART: They say you're in debt.
2. MOZART to LEOPOLD: Who? Who says that? Now that's a malicious lie!
3. LEOPOLD to MOZART: How many pupils do you have?
4. MOZART to LEOPOLD: Pupils?
5. LEOPOLD to MOZART: Yes.
6. MOZART to LEOPOLD: Yes.",How many?,speaker_higher_power,neutral_respect,"Context:
1. LEOPOLD to MOZART: They say you're in debt.
2. MOZART to LEOPOLD: Who? Who says that? Now that's a malicious lie!
3. LEOPOLD to MOZART: How many pupils do you have?
4. MOZART to LEOPOLD: Pupils?
5. LEOPOLD to MOZART: Yes.
6. MOZART to LEOPOLD: Yes.

Current turn:
How many?",LEOPOLD,MOZART,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
258,amadeus,L30630,L30645,"1. LEOPOLD to MOZART: How many pupils do you have?
2. MOZART to LEOPOLD: Pupils?
3. LEOPOLD to MOZART: Yes.
4. MOZART to LEOPOLD: Yes.
5. LEOPOLD to MOZART: How many?
6. MOZART to LEOPOLD: I don't know. It's not important. I mean, I don't want pupils. They get in the way. I've got to have time for composition.",Composition doesn't pay. You know that.,speaker_higher_power,neutral_respect,"Context:
1. LEOPOLD to MOZART: How many pupils do you have?
2. MOZART to LEOPOLD: Pupils?
3. LEOPOLD to MOZART: Yes.
4. MOZART to LEOPOLD: Yes.
5. LEOPOLD to MOZART: How many?
6. MOZART to LEOPOLD: I don't know. It's not important. I mean, I don't want pupils. They get in the way. I've got to have time for composition.

Current turn:
Composition doesn't pay. You know that.",LEOPOLD,MOZART,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
259,amadeus,L30647,L30650,"1. LEOPOLD: What's that?
2. MOZART to LEOPOLD: Oh, let's not talk about it.
3. LEOPOLD to MOZART: Why not?",It's a secret.,roughly_equal_power,neutral_respect,"Context:
1. LEOPOLD: What's that?
2. MOZART to LEOPOLD: Oh, let's not talk about it.
3. LEOPOLD to MOZART: Why not?

Current turn:
It's a secret.",MOZART,LEOPOLD,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
262,amadeus,L30663,L30666,"1. CONSTANZE: May I offer you some tea, Herr Mozart?
2. MOZART to CONSTANZE: Tea? Who wants tea? Let's go out! This calls for a feast. You don't want tea, Papa. Let's go dancing. Papa loves parties, don't you?
3. CONSTANZE to MOZART: Wolfi!",What? How can you be so boring? Tea!,roughly_equal_power,low_respect,"Context:
1. CONSTANZE: May I offer you some tea, Herr Mozart?
2. MOZART to CONSTANZE: Tea? Who wants tea? Let's go out! This calls for a feast. You don't want tea, Papa. Let's go dancing. Papa loves parties, don't you?
3. CONSTANZE to MOZART: Wolfi!

Current turn:
What? How can you be so boring? Tea!",MOZART,CONSTANZE,roughly_equal_power,roughly_equal_power,low_respect,low_respect
263,amadeus,L30678,L30678,,"Yes, Papa, name it. Name it. I'll do anything you say!",listener_higher_power,high_respect,"Current turn:
Yes, Papa, name it. Name it. I'll do anything you say!",MOZART,,listener_higher_power,listener_higher_power,high_respect,high_respect
265,amadeus,L30697,L30698,1. CONSTANZE: There's a young girl to see you.,What does she want?,roughly_equal_power,neutral_respect,"Context:
1. CONSTANZE: There's a young girl to see you.

Current turn:
What does she want?",MOZART,CONSTANZE,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
267,amadeus,L30697,L30700,"1. CONSTANZE: There's a young girl to see you.
2. MOZART to CONSTANZE: What does she want?
3. CONSTANZE to MOZART: I don't know.","Well, ask her!",speaker_higher_power,low_respect,"Context:
1. CONSTANZE: There's a young girl to see you.
2. MOZART to CONSTANZE: What does she want?
3. CONSTANZE to MOZART: I don't know.

Current turn:
Well, ask her!",MOZART,CONSTANZE,speaker_higher_power,speaker_higher_power,low_respect,low_respect
268,amadeus,L30703,L30705,"1. MOZART: Yes?
2. LORL to MOZART: Are you Herr Mozart?",That's right.,roughly_equal_power,neutral_respect,"Context:
1. MOZART: Yes?
2. LORL to MOZART: Are you Herr Mozart?

Current turn:
That's right.",MOZART,LORL,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
269,amadeus,L30703,L30706,"1. MOZART: Yes?
2. LORL to MOZART: Are you Herr Mozart?
3. MOZART to LORL: That's right.","My name is Lorl, sir. I'm a maidservant. I was asked to come here and offer my services to you.",listener_higher_power,high_respect,"Context:
1. MOZART: Yes?
2. LORL to MOZART: Are you Herr Mozart?
3. MOZART to LORL: That's right.

Current turn:
My name is Lorl, sir. I'm a maidservant. I was asked to come here and offer my services to you.",LORL,MOZART,listener_higher_power,listener_higher_power,high_respect,high_respect
270,amadeus,L30703,L30707,"1. MOZART: Yes?
2. LORL to MOZART: Are you Herr Mozart?
3. MOZART to LORL: That's right.
4. LORL to MOZART: My name is Lorl, sir. I'm a maidservant. I was asked to come here and offer my services to you.",What?,speaker_higher_power,neutral_respect,"Context:
1. MOZART: Yes?
2. LORL to MOZART: Are you Herr Mozart?
3. MOZART to LORL: That's right.
4. LORL to MOZART: My name is Lorl, sir. I'm a maidservant. I was asked to come here and offer my services to you.

Current turn:
What?",MOZART,LORL,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
271,amadeus,L30703,L30708,"1. MOZART: Yes?
2. LORL to MOZART: Are you Herr Mozart?
3. MOZART to LORL: That's right.
4. LORL to MOZART: My name is Lorl, sir. I'm a maidservant. I was asked to come here and offer my services to you.
5. MOZART to LORL: What?",They'll be paid for by a great admirer or yours who wishes to remain anon - anonymous.,listener_higher_power,high_respect,"Context:
1. MOZART: Yes?
2. LORL to MOZART: Are you Herr Mozart?
3. MOZART to LORL: That's right.
4. LORL to MOZART: My name is Lorl, sir. I'm a maidservant. I was asked to come here and offer my services to you.
5. MOZART to LORL: What?

Current turn:
They'll be paid for by a great admirer or yours who wishes to remain anon - anonymous.",LORL,MOZART,listener_higher_power,listener_higher_power,high_respect,high_respect
272,amadeus,L30711,L30712,1. MOZART: Are you saying that someone is paying you to be our maid and doesn't want us to know who he is?,Yes. I can live in or out just as you wish.,listener_higher_power,high_respect,"Context:
1. MOZART: Are you saying that someone is paying you to be our maid and doesn't want us to know who he is?

Current turn:
Yes. I can live in or out just as you wish.",LORL,MOZART,listener_higher_power,listener_higher_power,high_respect,high_respect
273,amadeus,L30715,L30716,1. MOZART: Are you playing a trick on me?,I never saw this girl in my life.  Is this a kind of joke?,roughly_equal_power,neutral_respect,"Context:
1. MOZART: Are you playing a trick on me?

Current turn:
I never saw this girl in my life.  Is this a kind of joke?",LEOPOLD,MOZART,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
277,amadeus,L30747,L30748,"1. LORL: Oh, thank you, sir.",Do any pupils come to the house?,speaker_higher_power,neutral_respect,"Context:
1. LORL: Oh, thank you, sir.

Current turn:
Do any pupils come to the house?",SALIERI,LORL,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
278,amadeus,L30747,L30751,"1. LORL: Oh, thank you, sir.
2. SALIERI to LORL: Do any pupils come to the house?
3. LORL to SALIERI: Not that I've seen.
4. SALIERI to LORL: Then how does he pay for all this? Does he work at all?","Oh, yes, sir, all day long. He never leaves the house until evening. He just sits there, writing and writing. He doesn't even eat.",listener_higher_power,high_respect,"Context:
1. LORL: Oh, thank you, sir.
2. SALIERI to LORL: Do any pupils come to the house?
3. LORL to SALIERI: Not that I've seen.
4. SALIERI to LORL: Then how does he pay for all this? Does he work at all?

Current turn:
Oh, yes, sir, all day long. He never leaves the house until evening. He just sits there, writing and writing. He doesn't even eat.",LORL,SALIERI,listener_higher_power,listener_higher_power,high_respect,high_respect
279,amadeus,L30747,L30753,"1. LORL: Oh, thank you, sir.
2. SALIERI to LORL: Do any pupils come to the house?
3. LORL to SALIERI: Not that I've seen.
4. SALIERI to LORL: Then how does he pay for all this? Does he work at all?
5. LORL to SALIERI: Oh, yes, sir, all day long. He never leaves the house until evening. He just sits there, writing and writing. He doesn't even eat.
6. SALIERI to LORL: Really? What is it he's writing?","Oh, I wouldn't know that, sir.",listener_higher_power,high_respect,"Context:
1. LORL: Oh, thank you, sir.
2. SALIERI to LORL: Do any pupils come to the house?
3. LORL to SALIERI: Not that I've seen.
4. SALIERI to LORL: Then how does he pay for all this? Does he work at all?
5. LORL to SALIERI: Oh, yes, sir, all day long. He never leaves the house until evening. He just sits there, writing and writing. He doesn't even eat.
6. SALIERI to LORL: Really? What is it he's writing?

Current turn:
Oh, I wouldn't know that, sir.",LORL,SALIERI,listener_higher_power,listener_higher_power,high_respect,high_respect
280,amadeus,L30756,L30756,,"I think I've found out about the money, sir.",listener_higher_power,high_respect,"Current turn:
I think I've found out about the money, sir.",LORL,,listener_higher_power,listener_higher_power,high_respect,high_respect
281,amadeus,L30756,L30757,"1. LORL: I think I've found out about the money, sir.",Yes what?,speaker_higher_power,neutral_respect,"Context:
1. LORL: I think I've found out about the money, sir.

Current turn:
Yes what?",SALIERI,LORL,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
283,amadeus,L30761,L30762,"1. JOSEPH: Bravo, Mozart. Most charming. Yes, indeed. Clever man.","Thank you, Sire!",listener_higher_power,high_respect,"Context:
1. JOSEPH: Bravo, Mozart. Most charming. Yes, indeed. Clever man.

Current turn:
Thank you, Sire!",MOZART,JOSEPH,listener_higher_power,listener_higher_power,high_respect,high_respect
284,amadeus,L30763,L30764,"1. VON SWIETEN: Well done, Mozart. Really quite fine.",Baron!,listener_higher_power,high_respect,"Context:
1. VON SWIETEN: Well done, Mozart. Really quite fine.

Current turn:
Baron!",MOZART,VON SWIETEN,listener_higher_power,listener_higher_power,high_respect,high_respect
286,amadeus,L30765,L30767,"1. MOZART: Majesty, may I ask you to do me the greatest favour?
2. JOSEPH to MOZART: What is it?",May I introduce my father? He is on a short visit here and returning very soon to Salzburg. He would so much like to kiss your hand. It would make his whole stay so memorable for him.,listener_higher_power,high_respect,"Context:
1. MOZART: Majesty, may I ask you to do me the greatest favour?
2. JOSEPH to MOZART: What is it?

Current turn:
May I introduce my father? He is on a short visit here and returning very soon to Salzburg. He would so much like to kiss your hand. It would make his whole stay so memorable for him.",MOZART,JOSEPH,listener_higher_power,listener_higher_power,high_respect,high_respect
287,amadeus,L30774,L30774,,Father -,listener_higher_power,high_respect,"Current turn:
Father -",MOZART,,listener_higher_power,listener_higher_power,high_respect,high_respect
288,amadeus,L30783,L30784,1. ORSINI-ROSENBERG: You mean that play?,Exactly.,roughly_equal_power,neutral_respect,"Context:
1. ORSINI-ROSENBERG: You mean that play?

Current turn:
Exactly.",SALIERI,ORSINI-ROSENBERG,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
289,amadeus,L30783,L30785,"1. ORSINI-ROSENBERG: You mean that play?
2. SALIERI to ORSINI-ROSENBERG: Exactly.",He's setting that play to music?,roughly_equal_power,neutral_respect,"Context:
1. ORSINI-ROSENBERG: You mean that play?
2. SALIERI to ORSINI-ROSENBERG: Exactly.

Current turn:
He's setting that play to music?",ORSINI-ROSENBERG,SALIERI,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
292,amadeus,L30791,L30792,1. ORSINI-ROSENBERG: Are you absolutely sure?,I've seen the manuscript.,roughly_equal_power,neutral_respect,"Context:
1. ORSINI-ROSENBERG: Are you absolutely sure?

Current turn:
I've seen the manuscript.",SALIERI,ORSINI-ROSENBERG,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
294,amadeus,L30791,L30794,"1. ORSINI-ROSENBERG: Are you absolutely sure?
2. SALIERI to ORSINI-ROSENBERG: I've seen the manuscript.
3. ORSINI-ROSENBERG to SALIERI: Where?",Never mind.,roughly_equal_power,neutral_respect,"Context:
1. ORSINI-ROSENBERG: Are you absolutely sure?
2. SALIERI to ORSINI-ROSENBERG: I've seen the manuscript.
3. ORSINI-ROSENBERG to SALIERI: Where?

Current turn:
Never mind.",SALIERI,ORSINI-ROSENBERG,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
295,amadeus,L30795,L30797,"1. VON STRACK: I know we banned this play, but frankly I can't remember why. Can you refresh my memory, Herr Director?
2. ORSINI-ROSENBERG to VON STRACK: For the same reason, Herr Chamberlain, that it was banned in France.","Oh yes, yes. And that was?",roughly_equal_power,neutral_respect,"Context:
1. VON STRACK: I know we banned this play, but frankly I can't remember why. Can you refresh my memory, Herr Director?
2. ORSINI-ROSENBERG to VON STRACK: For the same reason, Herr Chamberlain, that it was banned in France.

Current turn:
Oh yes, yes. And that was?",VON STRACK,ORSINI-ROSENBERG,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
297,amadeus,L30802,L30802,,"Mozart, are you aware I have declared the French play of Figaro unsuitable for our theatre?",speaker_higher_power,neutral_respect,"Current turn:
Mozart, are you aware I have declared the French play of Figaro unsuitable for our theatre?",JOSEPH,,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
299,amadeus,L30802,L30804,"1. JOSEPH: Mozart, are you aware I have declared the French play of Figaro unsuitable for our theatre?
2. MOZART to JOSEPH: Yes, Sire.",Yet we hear you are making an opera from it. Is this true?,speaker_higher_power,neutral_respect,"Context:
1. JOSEPH: Mozart, are you aware I have declared the French play of Figaro unsuitable for our theatre?
2. MOZART to JOSEPH: Yes, Sire.

Current turn:
Yet we hear you are making an opera from it. Is this true?",JOSEPH,MOZART,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
301,amadeus,L30802,L30806,"1. JOSEPH: Mozart, are you aware I have declared the French play of Figaro unsuitable for our theatre?
2. MOZART to JOSEPH: Yes, Sire.
3. JOSEPH to MOZART: Yet we hear you are making an opera from it. Is this true?
4. MOZART to JOSEPH: Who told you this, Majesty?",It is not your place to ask questions. Is it true?,speaker_higher_power,low_respect,"Context:
1. JOSEPH: Mozart, are you aware I have declared the French play of Figaro unsuitable for our theatre?
2. MOZART to JOSEPH: Yes, Sire.
3. JOSEPH to MOZART: Yet we hear you are making an opera from it. Is this true?
4. MOZART to JOSEPH: Who told you this, Majesty?

Current turn:
It is not your place to ask questions. Is it true?",JOSEPH,MOZART,speaker_higher_power,speaker_higher_power,low_respect,low_respect
302,amadeus,L30802,L30809,"1. MOZART to JOSEPH: Yes, Sire.
2. JOSEPH to MOZART: Yet we hear you are making an opera from it. Is this true?
3. MOZART to JOSEPH: Who told you this, Majesty?
4. JOSEPH to MOZART: It is not your place to ask questions. Is it true?
5. MOZART to JOSEPH: Well, yes, I admit it is.
6. JOSEPH to MOZART: Would you tell me why?","Well, Majesty, it is only a comedy.",listener_higher_power,high_respect,"Context:
1. MOZART to JOSEPH: Yes, Sire.
2. JOSEPH to MOZART: Yet we hear you are making an opera from it. Is this true?
3. MOZART to JOSEPH: Who told you this, Majesty?
4. JOSEPH to MOZART: It is not your place to ask questions. Is it true?
5. MOZART to JOSEPH: Well, yes, I admit it is.
6. JOSEPH to MOZART: Would you tell me why?

Current turn:
Well, Majesty, it is only a comedy.",MOZART,JOSEPH,listener_higher_power,listener_higher_power,high_respect,high_respect
303,amadeus,L30810,L30811,"1. ORSINI-ROSENBERG: What you think, Mozart, is scarcely the point. It is what His Majesty thinks that counts.","But, Your Majesty -",listener_higher_power,high_respect,"Context:
1. ORSINI-ROSENBERG: What you think, Mozart, is scarcely the point. It is what His Majesty thinks that counts.

Current turn:
But, Your Majesty -",MOZART,ORSINI-ROSENBERG,listener_higher_power,listener_higher_power,high_respect,high_respect
305,amadeus,L30812,L30813,"1. JOSEPH: Mozart, I am a tolerant man. I do not censor things lightly. When I do, I have good reason. Figaro is a bad play. It stirs up hatred between the classes. In France it has caused nothing but bitterness. My own dear sister Antoinette writes me that she is beginning to be frightened of her own people. I do not wish to see the same fears starting here.","Sire, I swear to Your Majesty, there's nothing like that in the story. I have taken out everything that could give offense. I hate politics.",listener_higher_power,high_respect,"Context:
1. JOSEPH: Mozart, I am a tolerant man. I do not censor things lightly. When I do, I have good reason. Figaro is a bad play. It stirs up hatred between the classes. In France it has caused nothing but bitterness. My own dear sister Antoinette writes me that she is beginning to be frightened of her own people. I do not wish to see the same fears starting here.

Current turn:
Sire, I swear to Your Majesty, there's nothing like that in the story. I have taken out everything that could give offense. I hate politics.",MOZART,JOSEPH,listener_higher_power,listener_higher_power,high_respect,high_respect
