modeling_row_id,movie_name,conversation_id,utterance_id,context_6_turns,current_text,final_power_dynamic,final_respect_level,model_text,speaker_name,listener_name,judge1_power_dynamic,judge2_power_dynamic,judge1_respect_level,judge2_respect_level
194,amadeus,L30455,L30456,1. SALIERI: Come back tonight.,Tonight?,listener_higher_power,neutral_respect,"Context:
1. SALIERI: Come back tonight.

Current turn:
Tonight?",CONSTANZE,SALIERI,listener_higher_power,listener_higher_power,neutral_respect,neutral_respect
195,amadeus,L30455,L30457,"1. SALIERI: Come back tonight.
2. CONSTANZE to SALIERI: Tonight?",Alone.,speaker_higher_power,low_respect,"Context:
1. SALIERI: Come back tonight.
2. CONSTANZE to SALIERI: Tonight?

Current turn:
Alone.",SALIERI,CONSTANZE,speaker_higher_power,speaker_higher_power,low_respect,low_respect
196,amadeus,L30455,L30458,"1. SALIERI: Come back tonight.
2. CONSTANZE to SALIERI: Tonight?
3. SALIERI to CONSTANZE: Alone.",What for?,listener_higher_power,neutral_respect,"Context:
1. SALIERI: Come back tonight.
2. CONSTANZE to SALIERI: Tonight?
3. SALIERI to CONSTANZE: Alone.

Current turn:
What for?",CONSTANZE,SALIERI,listener_higher_power,listener_higher_power,neutral_respect,neutral_respect
197,amadeus,L30455,L30459,"1. SALIERI: Come back tonight.
2. CONSTANZE to SALIERI: Tonight?
3. SALIERI to CONSTANZE: Alone.
4. CONSTANZE to SALIERI: What for?",Some service deserves service in return. No?,speaker_higher_power,low_respect,"Context:
1. SALIERI: Come back tonight.
2. CONSTANZE to SALIERI: Tonight?
3. SALIERI to CONSTANZE: Alone.
4. CONSTANZE to SALIERI: What for?

Current turn:
Some service deserves service in return. No?",SALIERI,CONSTANZE,speaker_higher_power,speaker_higher_power,low_respect,low_respect
198,amadeus,L30455,L30460,"1. SALIERI: Come back tonight.
2. CONSTANZE to SALIERI: Tonight?
3. SALIERI to CONSTANZE: Alone.
4. CONSTANZE to SALIERI: What for?
5. SALIERI to CONSTANZE: Some service deserves service in return. No?",What do you mean?,listener_higher_power,neutral_respect,"Context:
1. SALIERI: Come back tonight.
2. CONSTANZE to SALIERI: Tonight?
3. SALIERI to CONSTANZE: Alone.
4. CONSTANZE to SALIERI: What for?
5. SALIERI to CONSTANZE: Some service deserves service in return. No?

Current turn:
What do you mean?",CONSTANZE,SALIERI,listener_higher_power,listener_higher_power,neutral_respect,neutral_respect
199,amadeus,L30455,L30461,"1. SALIERI: Come back tonight.
2. CONSTANZE to SALIERI: Tonight?
3. SALIERI to CONSTANZE: Alone.
4. CONSTANZE to SALIERI: What for?
5. SALIERI to CONSTANZE: Some service deserves service in return. No?
6. CONSTANZE to SALIERI: What do you mean?",Isn't it obvious?,speaker_higher_power,low_respect,"Context:
1. SALIERI: Come back tonight.
2. CONSTANZE to SALIERI: Tonight?
3. SALIERI to CONSTANZE: Alone.
4. CONSTANZE to SALIERI: What for?
5. SALIERI to CONSTANZE: Some service deserves service in return. No?
6. CONSTANZE to SALIERI: What do you mean?

Current turn:
Isn't it obvious?",SALIERI,CONSTANZE,speaker_higher_power,speaker_higher_power,low_respect,low_respect
200,amadeus,L30462,L30462,,"It's a post all Vienna seeks. If you want it for your husband, come tonight.",speaker_higher_power,neutral_respect,"Current turn:
It's a post all Vienna seeks. If you want it for your husband, come tonight.",SALIERI,,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
201,amadeus,L30462,L30464,"1. SALIERI: It's a post all Vienna seeks. If you want it for your husband, come tonight.
2. CONSTANZE to SALIERI: But! I'm a married woman!","Then don't. It's up to you. Not to be vague, that is the price.",speaker_higher_power,low_respect,"Context:
1. SALIERI: It's a post all Vienna seeks. If you want it for your husband, come tonight.
2. CONSTANZE to SALIERI: But! I'm a married woman!

Current turn:
Then don't. It's up to you. Not to be vague, that is the price.",SALIERI,CONSTANZE,speaker_higher_power,speaker_higher_power,low_respect,low_respect
202,amadeus,L30466,L30466,,"Yes, Father. Yes! So much for my vow of chastity. What did it matter? Good, patient, hard-working, chaste - what did it matter? Had goodness made me a good composer? I realized it absolutely then - that moment: goodness is nothing in the furnace of art. And I was nothing to God.",listener_higher_power,high_respect,"Current turn:
Yes, Father. Yes! So much for my vow of chastity. What did it matter? Good, patient, hard-working, chaste - what did it matter? Had goodness made me a good composer? I realized it absolutely then - that moment: goodness is nothing in the furnace of art. And I was nothing to God.",OLD SALIERI,,listener_higher_power,listener_higher_power,high_respect,high_respect
203,amadeus,L30466,L30469,"1. OLD SALIERI: Yes, Father. Yes! So much for my vow of chastity. What did it matter? Good, patient, hard-working, chaste - what did it matter? Had goodness made me a good composer? I realized it absolutely then - that moment: goodness is nothing in the furnace of art. And I was nothing to God.
2. VOGLER to OLD SALIERI: You cannot say that!
3. OLD SALIERI to VOGLER: No? Was Mozart a good man?",God's ways are not yours. And you are not here to question Him. Offer him the salt of penitence. He will give you back the bread of eternal life. He is all merciful. That is all you need to know.,speaker_higher_power,neutral_respect,"Context:
1. OLD SALIERI: Yes, Father. Yes! So much for my vow of chastity. What did it matter? Good, patient, hard-working, chaste - what did it matter? Had goodness made me a good composer? I realized it absolutely then - that moment: goodness is nothing in the furnace of art. And I was nothing to God.
2. VOGLER to OLD SALIERI: You cannot say that!
3. OLD SALIERI to VOGLER: No? Was Mozart a good man?

Current turn:
God's ways are not yours. And you are not here to question Him. Offer him the salt of penitence. He will give you back the bread of eternal life. He is all merciful. That is all you need to know.",VOGLER,OLD SALIERI,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
204,amadeus,L30466,L30473,"1. VOGLER to OLD SALIERI: You cannot say that!
2. OLD SALIERI to VOGLER: No? Was Mozart a good man?
3. VOGLER to OLD SALIERI: God's ways are not yours. And you are not here to question Him. Offer him the salt of penitence. He will give you back the bread of eternal life. He is all merciful. That is all you need to know.
4. OLD SALIERI to VOGLER: All I ever wanted was to sing to Him. That's His doing, isn't it? He gave me that longing - then made me mute. Why? Tell me that. If He didn't want me to serve Him with music, why implant the desire, like a lust in my body, then deny me the talent? Go on, tell me! Speak for Him!
5. VOGLER to OLD SALIERI: My son, no one can speak for God.
6. OLD SALIERI to VOGLER: Oh? I thought you did so every day. So speak now. Answer me!",I do not claim to unravel the mysteries. I treasure them. As you should.,speaker_higher_power,neutral_respect,"Context:
1. VOGLER to OLD SALIERI: You cannot say that!
2. OLD SALIERI to VOGLER: No? Was Mozart a good man?
3. VOGLER to OLD SALIERI: God's ways are not yours. And you are not here to question Him. Offer him the salt of penitence. He will give you back the bread of eternal life. He is all merciful. That is all you need to know.
4. OLD SALIERI to VOGLER: All I ever wanted was to sing to Him. That's His doing, isn't it? He gave me that longing - then made me mute. Why? Tell me that. If He didn't want me to serve Him with music, why implant the desire, like a lust in my body, then deny me the talent? Go on, tell me! Speak for Him!
5. VOGLER to OLD SALIERI: My son, no one can speak for God.
6. OLD SALIERI to VOGLER: Oh? I thought you did so every day. So speak now. Answer me!

Current turn:
I do not claim to unravel the mysteries. I treasure them. As you should.",VOGLER,OLD SALIERI,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
205,amadeus,L30466,L30474,"1. OLD SALIERI to VOGLER: No? Was Mozart a good man?
2. VOGLER to OLD SALIERI: God's ways are not yours. And you are not here to question Him. Offer him the salt of penitence. He will give you back the bread of eternal life. He is all merciful. That is all you need to know.
3. OLD SALIERI to VOGLER: All I ever wanted was to sing to Him. That's His doing, isn't it? He gave me that longing - then made me mute. Why? Tell me that. If He didn't want me to serve Him with music, why implant the desire, like a lust in my body, then deny me the talent? Go on, tell me! Speak for Him!
4. VOGLER to OLD SALIERI: My son, no one can speak for God.
5. OLD SALIERI to VOGLER: Oh? I thought you did so every day. So speak now. Answer me!
6. VOGLER to OLD SALIERI: I do not claim to unravel the mysteries. I treasure them. As you should.","Oh yes, yes, yes, yes, yes! Always the same stale answers!  There is no God of Mercy, Father. Just a God of torture.",roughly_equal_power,low_respect,"Context:
1. OLD SALIERI to VOGLER: No? Was Mozart a good man?
2. VOGLER to OLD SALIERI: God's ways are not yours. And you are not here to question Him. Offer him the salt of penitence. He will give you back the bread of eternal life. He is all merciful. That is all you need to know.
3. OLD SALIERI to VOGLER: All I ever wanted was to sing to Him. That's His doing, isn't it? He gave me that longing - then made me mute. Why? Tell me that. If He didn't want me to serve Him with music, why implant the desire, like a lust in my body, then deny me the talent? Go on, tell me! Speak for Him!
4. VOGLER to OLD SALIERI: My son, no one can speak for God.
5. OLD SALIERI to VOGLER: Oh? I thought you did so every day. So speak now. Answer me!
6. VOGLER to OLD SALIERI: I do not claim to unravel the mysteries. I treasure them. As you should.

Current turn:
Oh yes, yes, yes, yes, yes! Always the same stale answers!  There is no God of Mercy, Father. Just a God of torture.",OLD SALIERI,VOGLER,roughly_equal_power,roughly_equal_power,low_respect,low_respect
206,amadeus,L30477,L30477,,"That lady is back, sir.",listener_higher_power,high_respect,"Current turn:
That lady is back, sir.",SERVANT,,listener_higher_power,listener_higher_power,high_respect,high_respect
207,amadeus,L30477,L30478,"1. SERVANT: That lady is back, sir.",Show her in. Then go to bed.,speaker_higher_power,neutral_respect,"Context:
1. SERVANT: That lady is back, sir.

Current turn:
Show her in. Then go to bed.",SALIERI,SERVANT,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
208,amadeus,L30501,L30503,"1. MOZART: Stop it now. Stop it. I've brought some friends to meet you. They're next door waiting. Do we have anything to eat? They're all starving.
2. CONSTANZE to MOZART: Tell them to go away. I don't want to see anybody.",What's the matter with you?,roughly_equal_power,low_respect,"Context:
1. MOZART: Stop it now. Stop it. I've brought some friends to meet you. They're next door waiting. Do we have anything to eat? They're all starving.
2. CONSTANZE to MOZART: Tell them to go away. I don't want to see anybody.

Current turn:
What's the matter with you?",MOZART,CONSTANZE,roughly_equal_power,roughly_equal_power,low_respect,low_respect
209,amadeus,L30501,L30504,"1. MOZART: Stop it now. Stop it. I've brought some friends to meet you. They're next door waiting. Do we have anything to eat? They're all starving.
2. CONSTANZE to MOZART: Tell them to go away. I don't want to see anybody.
3. MOZART to CONSTANZE: What's the matter with you?",Tell them to go!,roughly_equal_power,low_respect,"Context:
1. MOZART: Stop it now. Stop it. I've brought some friends to meet you. They're next door waiting. Do we have anything to eat? They're all starving.
2. CONSTANZE to MOZART: Tell them to go away. I don't want to see anybody.
3. MOZART to CONSTANZE: What's the matter with you?

Current turn:
Tell them to go!",CONSTANZE,MOZART,roughly_equal_power,roughly_equal_power,low_respect,low_respect
210,amadeus,L30501,L30505,"1. MOZART: Stop it now. Stop it. I've brought some friends to meet you. They're next door waiting. Do we have anything to eat? They're all starving.
2. CONSTANZE to MOZART: Tell them to go away. I don't want to see anybody.
3. MOZART to CONSTANZE: What's the matter with you?
4. CONSTANZE to MOZART: Tell them to go!",Sssh. What is it? Tell me.,roughly_equal_power,neutral_respect,"Context:
1. MOZART: Stop it now. Stop it. I've brought some friends to meet you. They're next door waiting. Do we have anything to eat? They're all starving.
2. CONSTANZE to MOZART: Tell them to go away. I don't want to see anybody.
3. MOZART to CONSTANZE: What's the matter with you?
4. CONSTANZE to MOZART: Tell them to go!

Current turn:
Sssh. What is it? Tell me.",MOZART,CONSTANZE,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
211,amadeus,L30501,L30506,"1. MOZART: Stop it now. Stop it. I've brought some friends to meet you. They're next door waiting. Do we have anything to eat? They're all starving.
2. CONSTANZE to MOZART: Tell them to go away. I don't want to see anybody.
3. MOZART to CONSTANZE: What's the matter with you?
4. CONSTANZE to MOZART: Tell them to go!
5. MOZART to CONSTANZE: Sssh. What is it? Tell me.",No!,roughly_equal_power,low_respect,"Context:
1. MOZART: Stop it now. Stop it. I've brought some friends to meet you. They're next door waiting. Do we have anything to eat? They're all starving.
2. CONSTANZE to MOZART: Tell them to go away. I don't want to see anybody.
3. MOZART to CONSTANZE: What's the matter with you?
4. CONSTANZE to MOZART: Tell them to go!
5. MOZART to CONSTANZE: Sssh. What is it? Tell me.

Current turn:
No!",CONSTANZE,MOZART,roughly_equal_power,roughly_equal_power,low_respect,low_respect
212,amadeus,L30501,L30507,"1. MOZART: Stop it now. Stop it. I've brought some friends to meet you. They're next door waiting. Do we have anything to eat? They're all starving.
2. CONSTANZE to MOZART: Tell them to go away. I don't want to see anybody.
3. MOZART to CONSTANZE: What's the matter with you?
4. CONSTANZE to MOZART: Tell them to go!
5. MOZART to CONSTANZE: Sssh. What is it? Tell me.
6. CONSTANZE to MOZART: No!",Yes!,roughly_equal_power,neutral_respect,"Context:
1. MOZART: Stop it now. Stop it. I've brought some friends to meet you. They're next door waiting. Do we have anything to eat? They're all starving.
2. CONSTANZE to MOZART: Tell them to go away. I don't want to see anybody.
3. MOZART to CONSTANZE: What's the matter with you?
4. CONSTANZE to MOZART: Tell them to go!
5. MOZART to CONSTANZE: Sssh. What is it? Tell me.
6. CONSTANZE to MOZART: No!

Current turn:
Yes!",MOZART,CONSTANZE,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
213,amadeus,L30510,L30511,"1. JOSEPH: I don't think you understand me, Court Composer.","Majesty, I did. Believe me, it was a most agonizing. decision. But finally, I simply could not recommend Herr Mozart.",listener_higher_power,high_respect,"Context:
1. JOSEPH: I don't think you understand me, Court Composer.

Current turn:
Majesty, I did. Believe me, it was a most agonizing. decision. But finally, I simply could not recommend Herr Mozart.",SALIERI,JOSEPH,listener_higher_power,listener_higher_power,high_respect,high_respect
214,amadeus,L30510,L30512,"1. JOSEPH: I don't think you understand me, Court Composer.
2. SALIERI to JOSEPH: Majesty, I did. Believe me, it was a most agonizing. decision. But finally, I simply could not recommend Herr Mozart.",Why not?,speaker_higher_power,neutral_respect,"Context:
1. JOSEPH: I don't think you understand me, Court Composer.
2. SALIERI to JOSEPH: Majesty, I did. Believe me, it was a most agonizing. decision. But finally, I simply could not recommend Herr Mozart.

Current turn:
Why not?",JOSEPH,SALIERI,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
215,amadeus,L30510,L30513,"1. JOSEPH: I don't think you understand me, Court Composer.
2. SALIERI to JOSEPH: Majesty, I did. Believe me, it was a most agonizing. decision. But finally, I simply could not recommend Herr Mozart.
3. JOSEPH to SALIERI: Why not?","Well, Sire, I made some inquiries in a routine way. I was curious to know why he had so few pupils. It is rather alarming.",listener_higher_power,high_respect,"Context:
1. JOSEPH: I don't think you understand me, Court Composer.
2. SALIERI to JOSEPH: Majesty, I did. Believe me, it was a most agonizing. decision. But finally, I simply could not recommend Herr Mozart.
3. JOSEPH to SALIERI: Why not?

Current turn:
Well, Sire, I made some inquiries in a routine way. I was curious to know why he had so few pupils. It is rather alarming.",SALIERI,JOSEPH,listener_higher_power,listener_higher_power,high_respect,high_respect
216,amadeus,L30510,L30514,"1. JOSEPH: I don't think you understand me, Court Composer.
2. SALIERI to JOSEPH: Majesty, I did. Believe me, it was a most agonizing. decision. But finally, I simply could not recommend Herr Mozart.
3. JOSEPH to SALIERI: Why not?
4. SALIERI to JOSEPH: Well, Sire, I made some inquiries in a routine way. I was curious to know why he had so few pupils. It is rather alarming.",Oh?,speaker_higher_power,neutral_respect,"Context:
1. JOSEPH: I don't think you understand me, Court Composer.
2. SALIERI to JOSEPH: Majesty, I did. Believe me, it was a most agonizing. decision. But finally, I simply could not recommend Herr Mozart.
3. JOSEPH to SALIERI: Why not?
4. SALIERI to JOSEPH: Well, Sire, I made some inquiries in a routine way. I was curious to know why he had so few pupils. It is rather alarming.

Current turn:
Oh?",JOSEPH,SALIERI,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
217,amadeus,L30515,L30515,,"Majesty, I don't like to talk against a fellow musician.",listener_higher_power,high_respect,"Current turn:
Majesty, I don't like to talk against a fellow musician.",SALIERI,,listener_higher_power,listener_higher_power,high_respect,high_respect
218,amadeus,L30515,L30517,"1. SALIERI: Majesty, I don't like to talk against a fellow musician.
2. JOSEPH to SALIERI: Of course not.","I have to tell you, Mozart is not entirely to be trusted alone with young ladies.",listener_higher_power,high_respect,"Context:
1. SALIERI: Majesty, I don't like to talk against a fellow musician.
2. JOSEPH to SALIERI: Of course not.

Current turn:
I have to tell you, Mozart is not entirely to be trusted alone with young ladies.",SALIERI,JOSEPH,listener_higher_power,listener_higher_power,high_respect,high_respect
219,amadeus,L30515,L30519,"1. SALIERI: Majesty, I don't like to talk against a fellow musician.
2. JOSEPH to SALIERI: Of course not.
3. SALIERI to JOSEPH: I have to tell you, Mozart is not entirely to be trusted alone with young ladies.
4. JOSEPH to SALIERI: Really?","As a matter of fact, one of my own pupils - a very young singer - told me she was - er - well!",listener_higher_power,high_respect,"Context:
1. SALIERI: Majesty, I don't like to talk against a fellow musician.
2. JOSEPH to SALIERI: Of course not.
3. SALIERI to JOSEPH: I have to tell you, Mozart is not entirely to be trusted alone with young ladies.
4. JOSEPH to SALIERI: Really?

Current turn:
As a matter of fact, one of my own pupils - a very young singer - told me she was - er - well!",SALIERI,JOSEPH,listener_higher_power,listener_higher_power,high_respect,high_respect
220,amadeus,L30515,L30521,"1. SALIERI: Majesty, I don't like to talk against a fellow musician.
2. JOSEPH to SALIERI: Of course not.
3. SALIERI to JOSEPH: I have to tell you, Mozart is not entirely to be trusted alone with young ladies.
4. JOSEPH to SALIERI: Really?
5. SALIERI to JOSEPH: As a matter of fact, one of my own pupils - a very young singer - told me she was - er - well!
6. JOSEPH to SALIERI: Yes?","Molested, Majesty. Twice, in the course of the same lesson.",listener_higher_power,high_respect,"Context:
1. SALIERI: Majesty, I don't like to talk against a fellow musician.
2. JOSEPH to SALIERI: Of course not.
3. SALIERI to JOSEPH: I have to tell you, Mozart is not entirely to be trusted alone with young ladies.
4. JOSEPH to SALIERI: Really?
5. SALIERI to JOSEPH: As a matter of fact, one of my own pupils - a very young singer - told me she was - er - well!
6. JOSEPH to SALIERI: Yes?

Current turn:
Molested, Majesty. Twice, in the course of the same lesson.",SALIERI,JOSEPH,listener_higher_power,listener_higher_power,high_respect,high_respect
221,amadeus,L30524,L30525,1. SALIERI: What does he want?,"He didn't say, sir. I told him I didn't know when you would be back, but he insisted on waiting.",listener_higher_power,high_respect,"Context:
1. SALIERI: What does he want?

Current turn:
He didn't say, sir. I told him I didn't know when you would be back, but he insisted on waiting.",SERVANT,SALIERI,listener_higher_power,listener_higher_power,high_respect,high_respect
222,amadeus,L30524,L30526,"1. SALIERI: What does he want?
2. SERVANT to SALIERI: He didn't say, sir. I told him I didn't know when you would be back, but he insisted on waiting.",Come with me. And stay in the room.,speaker_higher_power,neutral_respect,"Context:
1. SALIERI: What does he want?
2. SERVANT to SALIERI: He didn't say, sir. I told him I didn't know when you would be back, but he insisted on waiting.

Current turn:
Come with me. And stay in the room.",SALIERI,SERVANT,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
223,amadeus,L30527,L30527,,"Herr Mozart, what brings you here?",roughly_equal_power,high_respect,"Current turn:
Herr Mozart, what brings you here?",SALIERI,,roughly_equal_power,roughly_equal_power,high_respect,high_respect
224,amadeus,L30527,L30528,"1. SALIERI: Herr Mozart, what brings you here?","Your Excellency, you requested some specimens of my work. Here they are. I don't have to tell you how much I need your help. I truly appreciate your looking at these. I have pressures on me - financial pressures. As you know, I'm a married man now.",listener_higher_power,high_respect,"Context:
1. SALIERI: Herr Mozart, what brings you here?

Current turn:
Your Excellency, you requested some specimens of my work. Here they are. I don't have to tell you how much I need your help. I truly appreciate your looking at these. I have pressures on me - financial pressures. As you know, I'm a married man now.",MOZART,SALIERI,listener_higher_power,listener_higher_power,high_respect,high_respect
225,amadeus,L30527,L30529,"1. SALIERI: Herr Mozart, what brings you here?
2. MOZART to SALIERI: Your Excellency, you requested some specimens of my work. Here they are. I don't have to tell you how much I need your help. I truly appreciate your looking at these. I have pressures on me - financial pressures. As you know, I'm a married man now.",So you are. How is your pretty wife?,speaker_higher_power,neutral_respect,"Context:
1. SALIERI: Herr Mozart, what brings you here?
2. MOZART to SALIERI: Your Excellency, you requested some specimens of my work. Here they are. I don't have to tell you how much I need your help. I truly appreciate your looking at these. I have pressures on me - financial pressures. As you know, I'm a married man now.

Current turn:
So you are. How is your pretty wife?",SALIERI,MOZART,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
226,amadeus,L30527,L30530,"1. SALIERI: Herr Mozart, what brings you here?
2. MOZART to SALIERI: Your Excellency, you requested some specimens of my work. Here they are. I don't have to tell you how much I need your help. I truly appreciate your looking at these. I have pressures on me - financial pressures. As you know, I'm a married man now.
3. SALIERI to MOZART: So you are. How is your pretty wife?","She is well. She is - well, actually, I'm about to become a father! She only told me last night. You are the first to know.",listener_higher_power,high_respect,"Context:
1. SALIERI: Herr Mozart, what brings you here?
2. MOZART to SALIERI: Your Excellency, you requested some specimens of my work. Here they are. I don't have to tell you how much I need your help. I truly appreciate your looking at these. I have pressures on me - financial pressures. As you know, I'm a married man now.
3. SALIERI to MOZART: So you are. How is your pretty wife?

Current turn:
She is well. She is - well, actually, I'm about to become a father! She only told me last night. You are the first to know.",MOZART,SALIERI,listener_higher_power,listener_higher_power,high_respect,high_respect
227,amadeus,L30527,L30531,"1. SALIERI: Herr Mozart, what brings you here?
2. MOZART to SALIERI: Your Excellency, you requested some specimens of my work. Here they are. I don't have to tell you how much I need your help. I truly appreciate your looking at these. I have pressures on me - financial pressures. As you know, I'm a married man now.
3. SALIERI to MOZART: So you are. How is your pretty wife?
4. MOZART to SALIERI: She is well. She is - well, actually, I'm about to become a father! She only told me last night. You are the first to know.","I'm flattered. And congratulations to you, of course.",speaker_higher_power,high_respect,"Context:
1. SALIERI: Herr Mozart, what brings you here?
2. MOZART to SALIERI: Your Excellency, you requested some specimens of my work. Here they are. I don't have to tell you how much I need your help. I truly appreciate your looking at these. I have pressures on me - financial pressures. As you know, I'm a married man now.
3. SALIERI to MOZART: So you are. How is your pretty wife?
4. MOZART to SALIERI: She is well. She is - well, actually, I'm about to become a father! She only told me last night. You are the first to know.

Current turn:
I'm flattered. And congratulations to you, of course.",SALIERI,MOZART,speaker_higher_power,speaker_higher_power,high_respect,high_respect
228,amadeus,L30527,L30532,"1. SALIERI: Herr Mozart, what brings you here?
2. MOZART to SALIERI: Your Excellency, you requested some specimens of my work. Here they are. I don't have to tell you how much I need your help. I truly appreciate your looking at these. I have pressures on me - financial pressures. As you know, I'm a married man now.
3. SALIERI to MOZART: So you are. How is your pretty wife?
4. MOZART to SALIERI: She is well. She is - well, actually, I'm about to become a father! She only told me last night. You are the first to know.
5. SALIERI to MOZART: I'm flattered. And congratulations to you, of course.","So you see, this post is very important to me right now.",listener_higher_power,high_respect,"Context:
1. SALIERI: Herr Mozart, what brings you here?
2. MOZART to SALIERI: Your Excellency, you requested some specimens of my work. Here they are. I don't have to tell you how much I need your help. I truly appreciate your looking at these. I have pressures on me - financial pressures. As you know, I'm a married man now.
3. SALIERI to MOZART: So you are. How is your pretty wife?
4. MOZART to SALIERI: She is well. She is - well, actually, I'm about to become a father! She only told me last night. You are the first to know.
5. SALIERI to MOZART: I'm flattered. And congratulations to you, of course.

Current turn:
So you see, this post is very important to me right now.",MOZART,SALIERI,listener_higher_power,listener_higher_power,high_respect,high_respect
229,amadeus,L30533,L30534,"1. SALIERI: Why didn't you come to me yesterday, Mozart? This is a most painful situation. Yesterday I could have helped you. Today, I can't.",Why? Here is the music. It's here. I am submitting it humbly. Isn't that what you wanted?,listener_higher_power,high_respect,"Context:
1. SALIERI: Why didn't you come to me yesterday, Mozart? This is a most painful situation. Yesterday I could have helped you. Today, I can't.

Current turn:
Why? Here is the music. It's here. I am submitting it humbly. Isn't that what you wanted?",MOZART,SALIERI,listener_higher_power,listener_higher_power,high_respect,high_respect
230,amadeus,L30533,L30535,"1. SALIERI: Why didn't you come to me yesterday, Mozart? This is a most painful situation. Yesterday I could have helped you. Today, I can't.
2. MOZART to SALIERI: Why? Here is the music. It's here. I am submitting it humbly. Isn't that what you wanted?",I have just come from the palace. The post has been filled.,speaker_higher_power,neutral_respect,"Context:
1. SALIERI: Why didn't you come to me yesterday, Mozart? This is a most painful situation. Yesterday I could have helped you. Today, I can't.
2. MOZART to SALIERI: Why? Here is the music. It's here. I am submitting it humbly. Isn't that what you wanted?

Current turn:
I have just come from the palace. The post has been filled.",SALIERI,MOZART,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
231,amadeus,L30533,L30536,"1. SALIERI: Why didn't you come to me yesterday, Mozart? This is a most painful situation. Yesterday I could have helped you. Today, I can't.
2. MOZART to SALIERI: Why? Here is the music. It's here. I am submitting it humbly. Isn't that what you wanted?
3. SALIERI to MOZART: I have just come from the palace. The post has been filled.","Filled? That's impossible! They haven't even seen my work. I need this post. Please, can't you help me? Please!",listener_higher_power,high_respect,"Context:
1. SALIERI: Why didn't you come to me yesterday, Mozart? This is a most painful situation. Yesterday I could have helped you. Today, I can't.
2. MOZART to SALIERI: Why? Here is the music. It's here. I am submitting it humbly. Isn't that what you wanted?
3. SALIERI to MOZART: I have just come from the palace. The post has been filled.

Current turn:
Filled? That's impossible! They haven't even seen my work. I need this post. Please, can't you help me? Please!",MOZART,SALIERI,listener_higher_power,listener_higher_power,high_respect,high_respect
232,amadeus,L30533,L30537,"1. SALIERI: Why didn't you come to me yesterday, Mozart? This is a most painful situation. Yesterday I could have helped you. Today, I can't.
2. MOZART to SALIERI: Why? Here is the music. It's here. I am submitting it humbly. Isn't that what you wanted?
3. SALIERI to MOZART: I have just come from the palace. The post has been filled.
4. MOZART to SALIERI: Filled? That's impossible! They haven't even seen my work. I need this post. Please, can't you help me? Please!","My dear Mozart, there is no one in the world I would rather help, but now it is too late.",speaker_higher_power,high_respect,"Context:
1. SALIERI: Why didn't you come to me yesterday, Mozart? This is a most painful situation. Yesterday I could have helped you. Today, I can't.
2. MOZART to SALIERI: Why? Here is the music. It's here. I am submitting it humbly. Isn't that what you wanted?
3. SALIERI to MOZART: I have just come from the palace. The post has been filled.
4. MOZART to SALIERI: Filled? That's impossible! They haven't even seen my work. I need this post. Please, can't you help me? Please!

Current turn:
My dear Mozart, there is no one in the world I would rather help, but now it is too late.",SALIERI,MOZART,speaker_higher_power,speaker_higher_power,high_respect,high_respect
233,amadeus,L30533,L30538,"1. SALIERI: Why didn't you come to me yesterday, Mozart? This is a most painful situation. Yesterday I could have helped you. Today, I can't.
2. MOZART to SALIERI: Why? Here is the music. It's here. I am submitting it humbly. Isn't that what you wanted?
3. SALIERI to MOZART: I have just come from the palace. The post has been filled.
4. MOZART to SALIERI: Filled? That's impossible! They haven't even seen my work. I need this post. Please, can't you help me? Please!
5. SALIERI to MOZART: My dear Mozart, there is no one in the world I would rather help, but now it is too late.",Whom did they choose?,listener_higher_power,neutral_respect,"Context:
1. SALIERI: Why didn't you come to me yesterday, Mozart? This is a most painful situation. Yesterday I could have helped you. Today, I can't.
2. MOZART to SALIERI: Why? Here is the music. It's here. I am submitting it humbly. Isn't that what you wanted?
3. SALIERI to MOZART: I have just come from the palace. The post has been filled.
4. MOZART to SALIERI: Filled? That's impossible! They haven't even seen my work. I need this post. Please, can't you help me? Please!
5. SALIERI to MOZART: My dear Mozart, there is no one in the world I would rather help, but now it is too late.

Current turn:
Whom did they choose?",MOZART,SALIERI,listener_higher_power,listener_higher_power,neutral_respect,neutral_respect
